$	dollar təşkil edib	dollar
ప్రారంభ	erkən	starting
ప్రారంభం	başlamaq	started
ప్రారంభంలో	başlanğıcda	started
ప్రారంభమయ్యాయి	başladı	started
ప్రారంభమై	başlanğıc	started
ప్రారంభమైంది	başladı	began
ప్రారంభమైన	açıldı	began
ప్రారంభమైనది	başladı	began
ప్రారంభించబడింది	aktivdir	started
ప్రారంభించారు	başladı	started
ప్రారంభించి	başlanğıc	started
ప్రారంభించింది	başladı	started
ప్రారంభించిన	başladı	started
ప్రార్థన	namaz	prayer
ప్రార్థనలు	namazlar	prayers
ప్రార్ధన	namaz	prardhana
ప్రార్ధనలు	namazlar	prayers
ప్రార్ధనా	i̇badət	prayer
ప్రావిన్స్	əyalət	provience
ప్రాసెస్	proses	process
ప్రియ	əziz	priya
ప్రియమైన	əziz	dear
ప్రీతి	preeti	dearest
ప్రెంచి	prenci	french
ప్రెసిడెంట్	prezident	president
ప్రెసిడెన్సీ	prezidentlik	presidency
ప్రెసిడెన్సీలో	prezidentlik	province
ప్రెస్	mətbuat	press
ప్రేక్షకుల	tamaşaçılar	audience
ప్రేక్షకులకు	tamaşaçılar	audiens
ప్రేక్షకులు	tamaşaçılar	audience
ప్రేమ	sevgi	love
ప్రేమకు	sevgi	to love
ప్రేమతో	sevgi	with love
ప్రేమను	sevgi	love
ప్రేమలో	sevgi	in love
ప్రేరణ	i̇lham	importance
ప్రైజ్	hədiyyə	prize
ప్రైవేటు	şəxsi	private
ప్రైవేట్	şəxsi	private
ప్రో	pro	pro
ప్రోగ్రాం	proqram	program
ప్రోగ్రామింగు	proqramlaşdırma	programming
ప్రోగ్రామింగ్	proqramlaşdırma	programming
ప్రోగ్రాము	proqram	program
ప్రోగ్రామును	proqram	programs
ప్రోగ్రాములను	proqramlar	programms
ప్రోగ్రాములు	proqramlar	programmes
ప్రోగ్రామ్	proqram	program
ప్రోగ్రామ్‌ల	proqramlar	programmes
ప్రోగ్రామ్‌లు	proqramlar	programs
ప్రోటిస్టా	protist	protista
ప్రోటీన్లు	zülallar	proteins
ప్రోత్సాహం	həvəsləndirir	encouraging
ప్రోలరాజు	prolaraju	prolaraju
ప్లంబజినేసి	plambajinesi	plumbajinesi
ప్లవకాలు	plankton	planks
ప్లస్	üstəlik	plus
ప్లాంక్	taxta	flank
ప్లాంట్	bitki	plant
ప్లాటీహెల్మింథిస్	düz qurd	platyhelimenthis
ప్లానింగ్	planlaşdırma	planning
ప్లాస్మోడియం	plazmodium	plasmodium
ప్లీహము	dalaq	spleen
ప్లేటో	platon	plate
ప్లేట్	boşqab	plate
ప్లేట్లు	plitələr	plates
ప్లేస్	yer	place
ఫర్	xəz	for
ఫలం	meyvə	fruit
ఫలకాలు	plitələr	slates
ఫలదీకరణం	gübrələmə	fertilisation
ఫలానా	xüsusi	some
ఫలాలు	meyvələr	results
ఫలితం	nəticə	result
ఫలితంగా	nəticə olaraq,	as a result
ఫలితము	nəticə	result
ఫలితాలను	nəticələr	results
ఫలితాలు	nəticələr	results
ఫాబేసి	fabaceae	fabesi
ఫార్	üçün	far
ఫార్ములా	düstur	formula
ఫాల్ట్	qüsur	fault
ఫాస్ట్	tez	fast
ఫిబ్రవరి	fevral	february
ఫిరోజ్	feroz	firoz
ఫిలిప్	filip	philip
ఫిలిప్పీన్స్	filippin	philippines
ఫిలిప్స్	philips	phillips
ఫిల్మ్	film	film
ఫిల్మ్‌ఫేర్	filmin gedişi	filmfare
ఫీల్డ్	sahə	field
ఫుట్	ayaq	foot
ఫుట్‌బాలు	futbol	football
ఫుట్‌బాల్	futbol	football
ఫెడరల్	federal	federal
ఫేర్	gediş haqqı	fare
ఫైర్	atəş	fire
ఫైల్	fayl	file
ఫైల్స్	fayllar	files
ఫైళ్ళను	fayllar	files
ఫొటో	şəkil	photo
ఫోటాన్	foton	photon
ఫోటో	şəkil	photo
ఫోటోగ్రఫీ	fotoqrafiya	photography
ఫోటోషాప్	photoshop	photoshop
ఫోన్	telefon	phone
ఫౌండేషన్	vəqf	foundation
ఫ్యాక్టరీ	zavod	factory
ఫ్రంట్	ön	front
ఫ్రాంక్	frank	frank (the name of a person)
ఫ్రాన్క్స్	franklar	francisco
ఫ్రాన్సిస్	frensis	francis
ఫ్రాన్సిస్కో	fransisko	fransisco
ఫ్రాన్సు	fransa	france
ఫ్రాన్సులో	fransa	in france
ఫ్రాన్స్	fransa	france
ఫ్రీ	pulsuz	free
ఫ్రీడమ్	azadlıq	freedom
ఫ్రెంచి	fransız dili	french
ఫ్రెంచ్	fransız dili	french
ఫ్రెడరిక్	frederik	frederic
ఫ్లడ్	daşqın	flood
ఫ్లాష్	fləş	flash
ఫ్లెమిష్	flamand	flemish
ఫ్లోరిడా	florida	florida
బంగారం	qızıl	gold
బంగారు	qızıl	golden
బంగాళా	kartof	bangala
బంగాళాఖాతం	benqal körfəzi	bay of bangal
బంగ్లాదేశ్	banqladeş	bangladesh
బంటు	girov	militant
బండ	banda	rock
బండి	bundy	vehicle
బండ్	bund	bund
బండ్లను	arabalar	vehicles
బంతి	top	ball
బంతిని	top	ball
బందరు	liman	bundar
బందీ	əsir	prisoner
బంధం	lokalizasiya	relation
బంధాలు	i̇stiqrazlar	relationships
బంధించి	tutmalar	captured
బంధువులు	qohumlar	relatives
బజార్	çarşı	bazar
బట్ట	parça	clothing
బట్టలు	paltar	clothes
బట్టి	menyu	depending on the
బట్టీ	ocaq	as per
బడతాయి	edirsiniz	done by
బడి	görə	school
బడింది	bu	done
బడిన	sahib olmaq	done
బడుతుంది	edir	has been
బడ్జెట్	büdcə	budjet
బడ్డాయి	edirsiniz	done
బతుకమ్మ	batukamma	festival bathukama
బదిలీ	transfer	transfer
బదులు	bunun əvəzinə	rather
బదులుగా	bunun əvəzinə	in response
బనగానపల్లె	banaganapalle	banagapally
బమ్మెర	bammera	bamera
బయట	çöldə	outside
బయటకి	çıxdı	outside
బయటకు	çıxdı	to outside
బయటి	xarici	outside
బయటికి	çıxdı	out
బయలుదేరాడు	aldı	started
బయలుదేరారు	getdi	started
బయలుదేరి	çıxdı	started
బయోటెక్నాలజీ	biotexnologiya	bio technology
బరువు	çəki	weight
బరువును	çəki	weight
బర్గ్	berg	berg
బర్మా	birma	burma
బలంగా	güclüdür	strongly
బలగాలను	gücləndirmə işləri	force
బలగాలు	qüvvələr	soldiers
బలము	güc	strength
బలమైన	güclüdür	strong
బలరాముడు	balarama	balaram
బలవంతంగా	güc	forcibly
బలవంతులు	güclülər	the powerful
బలహీనమైన	zəifdir	weak
బలి	bali	sacrifice
బల్గేరియా	bolqarıstan	bulgaria
బల్లకట్టు	pont	tablecot
బళ్ళారి	bellary	bellary
బళ్ళు	pallu	baldwin
బస	yaşayış yeri	stayed
బస్	avtobus	bus
బస్టాండు	bastandu	bus stand
బస్సు	avtobus	bus
బస్సుల	avtobuslar	of buses
బస్సులను	avtobuslar	the buses
బస్సులు	avtobuslar	buses
బహదూర్	bahadur	bahadioor
బహమనీ	bəhməni	bahamani
బహిరంగ	aşkarlandı	open
బహిరంగంగా	xalqa	openly
బహు	ən çox	many
బహుమతి	i̇ndiki	prize
బహుమతిని	mükafatlandırılır	reward, gift
బహుమతులు	hədiyyələr	gifts
బహుమానం	hədiyyə	award
బహుముఖ	çox yönlü	bi-laterall , versatile
బహురూప	polimorfik	multi form
బహుళ	çoxsaylı	lot ot
బహువిధి	çoklu	multi task
బహుశా	yəqin ki	may be
బాంక్	bank	bank
బాంధవ్యాలు	münasibətlər	relationships
బాంబే	bombay	bombay city
బాక్టీరియా	bakteriya	bactiria
బాక్టీరియాల	bakteriya	bacterias
బాక్టీరియాలు	stafilokoklar	bacteria
బాగా	yaxşı	very
బాటలు	gəzinti yolları	ways, pavements
బాటసారి	yolçu	traveller
బాటు	mahnı oxuyur	way
బాణం	ok	bow arrow
బాతినా	batina	bathina
బాదం	badam	almond
బాదామి	badam	badhami
బాధ	ayaq	pain
బాధలు	əzab çəkin	troubles
బాధ్యత	məsuliyyət	responsibility
బాధ్యతను	məsuliyyət	responsibility
బాధ్యతలను	məsuliyyətlər	responsibilities
బాధ్యతలు	öhdəliklər	responsibilities
బానిస	addict	slave
బాపట్ల	bapatla	bapatla
బాపు	babu	baapu
బాప్తీస్మము	vəftiz	intrest
బాబరు	babar	babaru
బాబర్	babur	babar
బాబా	baba	baba
బాబాను	.amma	to baba
బాబాసాహెబ్	babasaheb	baba saheb
బాబు	babu	name of a person/small boy
బారి	barry	heavy
బారిన	yoluxmuş	exposed to
బార్	bar	bar
బాల	uşaq	bala
బాలకృష్ణ	balakrişna	balakrishna
బాలల	uşaqlar	childrens
బాలశిక్ష	əl kitabı	balasiksha
బాలా	bala	baala
బాలీవుడ్	bollivud	bollywood
బాలుడు	oğlan	boy
బాలుని	oğlan	child
బాల్	top	ball
బాల్య	uşaqlıq	childhood
బాల్యం	uşaqlıq	childhood
బాల్యము	uşaqlıq	childhood
