$ tỉ	$ अरब	$ billion
peters	पीटर्स	peter's, possessive of peter
petersburg	पीटर्सबर्ग	(proper noun) petersburg, as in saint petersburg
pfm	pfm	a name
pgs	पृ	associate professor
pgđ	उप निदेशक	associate professor
pha	मिश्रण	to mix
phaethon	phaethon	phaethon
pham	फाम	pham
phanh	ब्रेक	expose
phao	नाव	float
phaolô	पॉल	st. paul, the apostle
pharaoh	फिरौन	pharaoh
pharaon	फैरो	pharaoh
phay	पिसाई	mill
phe	पार्टी	faction
phen	phen	time
phil	फिल	(proper noun) phil, a first name
philip	फिलिप	philip
philippe	फिलिप	philippe
philippines	फिलीपींस	(proper noun) philippines
phillip	फिलिप	(proper noun) phillip
phillips	फिलिप्स	philips
philosophiae	फिलोसोफी	(proper noun) philosophiae, as in the work philosophiae naturalis principia mathematica
phim	चलचित्र	phim
phin	olefins	coffee filter
phineas	phineas	(proper noun) phineas
phiên	बारी	trial
phiêu	एडवेंचर्स	adventurous
phiếm	बकवास	gossip
phiến	ब्लेड	"(should be ""nha phiến"") opium"
phiện	अफ़ीम	opium
phiệt	टाइकून	militarism
phnom	नोम	phnom
phnôm	phnum	phnôm pênh= phnom penh(cambodia's capital)
pho	पनीर	part of a person's name, rat-pho, or ratford
phoenix	अचंभा	(proper noun) phoenix
phong	कक्ष	movement
php	php	php
phrygian	phrygia	phrygian
phu	अलंकृत	"(term should be ""phu nhân"") wife (n.)"
phui	प्रकटीकरण	expose
phun	कश	to spray or spit (v.)
phà	नौका	ferry
phàm	अशिक्षित	superhuman
phàn	शिकायत	complain
phá	तोड़ना	destroy
phác	चिकित्सा	"(term should be ""phác thảo"") outline or sketch (n.)"
phách	हरा	manner (n.)
phái	संप्रदाय	a party
phán	वार्ता	judge
pháo	आतिशबाजी	artillery
pháp	फ्रांस	method
phát	रिहाई	develop
phèn	फिटकिरी	alum
phèo	phèo	organs
phép	परमिट	permit
phê	कॉफ़ी	"(term should be ""phê bình"") to criticize (v.)"
phêrô	पीटर	peter
phì	मोटापा	non-
phình	धमनीविस्फार	bulge
phí	मुक्त	non-
phía		side
phích	थरमस	a flask (n.)
phím	कुंजी	key
phò	समर्थक	"(term should be ""phò mã"") a prince consort"
phòng	कक्ष	office
phó	सौदा	second
phóng	लांच	to launch (v.)
phô	शहर	display
phôi	भ्रूण	embryo
phông	फ़ॉन्ट	font
phùng	कश	phung
phúc	सुख	good fortune (n.)
phúclộc	phucloc	phuc-loc
phún	sputtering	"(term should be ""lún phún"") sparse (adj.)"
phúng	अतिशयोक्तिपूर्ण	satire
phút	मिनट	a minute (n.)
phăn	फ़ान	phan
phăng	फांग	knock
phương		direction
phước	आशीर्वाद	luck
phường	परवरिश	ward
phượng	अचंभा	phoenix
phạn	संस्कृत	sanskrit
phạt	सज़ा देना	punish
phả	वंशावली	pedigree
phải	सही	must
phải 	सही	right
phản	प्रतिक्रिया	reaction
phảng	आसानी से	subtle
phần	भाग	part
phẩm	है	food
phẩy	अर्धविराम	a comma
phẫn	रोष	wrathful
phẫu	सर्जरी	surgery
phận	विभाग	part
phật	बुद्धा	buddhist
phẳng	विमान	flat (adj.)
phế	बेकार	dismiss
phết	spreadable	to spread or smear (v.)
phỉ	हेज़लनट	defame
phỏng	साक्षात्कार	interview
phố	सड़क	city
phối	समन्वयक	coordinate
phốt	विषाक्त	"(term should be ""phốt-phát"") phosphate (n.)"
phồng	कश	to swell (v.)
phổ	लोकप्रिय	popular
phổi	फेफड़ा	lung
phộng	मूंगफली	peanut
phới	मोट	"(term should be ""phơi phới"") mildly exciting (adj.)"
phở	फो	pho
phục	रों	convincing
phụng	पूजा	worship
phụt	बेदखलदार	minute
phủ	सरकार	government
phức	विभिन्न	complex
picchu	पिचू	a name
piccolo	छोटा पियानो	piccolo
pierre	पियरे	pierre
pierrot	pierrot	pierrot
pietro	पिएत्रो	pietro
pike	पाइक	pike
pin	सेल	battery
pinlus	pinlus	pinlus
pioneer	अगुआ	pioneer
pipes	पाइप	pipes
pisa	पीसा	a name
piston	पिस्टन	piston
pitch	पिच	pitch
pius	पायस	pius
plaaf	plaaf	plaaf
plan	योजना	plan
plasma	प्लाज्मा	plasma
plate	प्लेट	plate
plato	प्लेटो	plato
platon	platon	platon
player	खिलाड़ी	player
pleiku	प्लेकू	(proper noun) pleiku
pleistocen	pleistocen	pleistocen
plus	प्लस	plus
pluto	प्लूटो	pluto
pm	बजे	pm
pmu	पीएमयू	pmu
po	पो	po
pokémon	पोकीमोन	pokemon
pol	पोल	pol
poland	पोलैंड	poland
pollack	एक प्रकार की समुद्री मछली	a name
pollux	पोलक्स	a name
polo	पोलो	(proper noun) polo, as in marco polo
polynésie	polynésie	polynesian
pont	पोंट	(proper noun) pont, as in pont de normandie
pop	पॉप	pop
portland	पोर्टलैंड	portland
porto	पोर्टो	porto
pot	पॉट	pot
potsdam	पॉट्सडैम	(proper noun) potsdam
potter	कुम्हार	(proper noun) potter, as in harry potter
pour	बहना	not vietnamese
powell	पॉवेल	(proper noun) powell, as in general colin powell
pradesh	प्रदेश	pradesh
praha	प्राहा	praha
pratzen	pratzen	pratzen
preah	प्रेअह	(proper noun) preah
premier	प्रधान	premier
preminger	preminger	(proper noun) preminger
preston	प्रेस्टन	(proper noun) preston, as in john preston
prince	सरदार	prince
princeton	प्रिंसटन	princeton
printemps	printemps	printemps
printf	printf	printf
prinz	प्रिंज़	(proper noun) prinz, as in birgit prinz, the female german soccer player
prix	प्रिक्स	(proper noun) prix, as in the grand prix
procellarum	procellarum	procellarum, as in oceanus procellarum, the name of a mare on the moon
projekt	प्रॉजेक्ट	projekt
prometheus	प्रोमेथियस	(proper noun) prometheus
protein	प्रोटीन	protein
prôtêin	प्रोटीन	protein (n.)
ps	ps	ps
psv	पीएसवी	psv
ptolemy	टॉलेमी	ptolemy
ptq	ptq	ptq
puerto	पर्टो	puerto
pulau	pulau	(proper noun) pulau, as in pulau tekong, an island
pulitzer	पुलित्जर	(proper noun) pulitzer, as in the pulitzer prize
pulp	गूदा	pulp
punjab	पंजाब	punjab
pusan	पुसान	(proper noun) pusan
putin	पुतिन	putin
pyrenees	pyrenees	pyrenees
pytago	पाइथागोरस	(proper noun) pytago
pzl	pzl	pzl
péc	पीईसी	"(term should be ""vịnh péc xích"") the persian gulf"
pérez	पेरेस	(proper noun) perez, as in javier perez de cuellar
păng	वेदना	fansipan
pơ	पो	"(term should be ""pơ kô"") a river in vietnam (n.)"
q	क्ष	q ( a letter)
qatar	कतर	qatar
qd	qd	quantum dots
qing	किंग	qing, as in the qing dynasty of  china
qlvnch	arvn	army of the republic of vietnam
qua	द्वारा	transmit
quad	ट्रैक्टर	quad
quan	कार्यालयों	"(term should be ""quan hệ"") relationship (n.)"
quang	ऑप्टिकल	bladder
quanh	चारों ओर	around
quay	रोटरी	turn
que	छड़	stick
queen	रानी	queen
queens	क्वीन्स	(proper noun) queens, as in the new york borough
queensland	क्वींसलैंड	queensland
quen	परिचित	accustomed to
qui	कुई	formal
quincy	quincy	(proper noun) quincy, as in quincy jones
quran	कुरान	quran
quy	प्रदान की	"(term should be ""quy ước"") agreement"
quyên	दान	"(term should be ""quyên góp"") to donate (v.)"
quyến	आकर्षण	"(term should be ""gia quyến"") family"
quyền	प्राधिकारी	right
quyện	quyên	mix
quyệt	बेवफ़ा	"(should be ""xảo quyệt"") devious"
quá	बहुत	over
quái	नरक	strange or odd
quán	दुकान	hometown
quáng	हितैषी	blind
quát	व्यापक	generalize
quân	सैन्य	army (n.)
quãng	दूरी	optical
quét	घुमाव	to sweep (v.)
quê	ग्रामीण इलाकों	countryside
quên	भूलना	forget
quý	तिमाही	love
quýt	कीनू	tangerine
quăng	टॉस	to throw (v.)
quĩ	धन	orbit
quạ	कौआ	crow (con qua)
quạt	प्रशंसक	fan
quản	प्रबंध	"(entire term is ""cai quản"") to manage"
quảng	विज्ञापन	guangzhou
quấn	चादर	wrap around
quất	ब्लूबेरी	whip
quấy	उत्पीड़न	harass
quần	पैंट	pants (n.)
quầng	प्रभामंडल	halo
quầy	काउंटरों	stall
quẩy	घाट	quay
quẫn	व्याकुल	necessitous
quận	काउंटी	county (n.)
quật	excavating	excavation
quẳng	फेंक दिया	throw
quặc	अपमानजनक	strange (adj.)
quặng	अयस्क	an ore (n.)
quẻ	hexagram	hexagram
quế	दालचीनी	cinnamon (n.)
quết	गूंध	knead
quệ	दिवालिया	exhausted
quỉ	शैतान	demon
quỳ	घुटना टेककर	demon (n.)
quỳnh	quỳnh	quynh
quỵ	स्ट्रोक	stroke
quỷ	शैतान	provided
quỹ	धन	fund
qúy	तिमाही	quy
r	आर	r
rabindranath	रवीन्द्रनाथ	rabindranath
race	दौड़	race
rafael	राफेल	rafael
rafale	गोलीकांड	(proper noun) rafale, as in dassault rafale
rai	राय	slowly intake
raleigh	रैले	raleigh
ralph	राल्फ	(proper noun) ralph, as in ralph waldo emerson
ram	भेड़ा	a name
rama	रामा	rama, first name of several rulers of thailand (n.)
ramadan	रमजान	(proper noun) the fasting month of ramadan
ramayana	रामायण	ramayana
rambus	rambus	rambus
ran	ईरान	ran
ranch	खेत	ranch
randy	भिखारिन	randy
rang	भुना हुआ	roast
rangers	रेंजर लोग	rangers
ranh	सीमा	border (ranh gioi)
rao	विज्ञापन	to announce
rap	खटखटाना	rap
raptor	रैप्टर	raptor
rate	दर	rate
rau	सब्जियों	vegetable
ray	रे	rail (n.)
raya	राया	raya
raymond	रेमंड	raymond
rađa	राडार	radar
reagan	रीगन	reagan
real	असली	real
reanimation	रीएनिमेशन	reanimation
reap	काटना	reap
reef	चट्टान	reef
regia	regia	regia
reichelt	reichelt	reichelt
ren	फीता	lace (n.)
renaissance	नवजागरण	renaissance
renault	रेनॉल्ट	renault
rené	रेने	rene
reo	बजाई	yell
reserve	रिज़र्व	reserve
resort	रिसॉर्ट्स	resort
reverse	उलटा	reverse
revolution	क्रांति	revolution
rey	रे	rey, as in copa del rey
rfid	आरएफआईडी	rfid
rhodes	रोड्स	rhodes
rica	रिका	rica
ricardo	रिकार्डो	ricardo
ricci	रिक्की	ricci
richard	रिचर्ड	richard
richardson	रिचर्डसन	(proper noun) richardson, as in james o. richardson
richie	रिची	(proper noun) richie, as in singer lionel richie
rico	रिको	rico, as in puerto rico
riemann	riemann	riemann, as in bernhard riemann, a german mathematician
rimjob	rimjob	rimjob
rin	रिन	rin
rising	वृद्धि	rising
risk	जोखिम	risk
ritchie	रिची	a name
rivaldo	रिवाल्डो	rivaldo
rivière	rivière	a name
rizal	rizal	rizal
riêng	अलग	own
riêu	रियू	crab
riết	तत्काल	urgently
riềng	galangal	arrowroot
ro	ro	"entire term is ""rui ro""; means ""risk"""
robert	रॉबर्ट	(proper noun) robert
roberto	रॉबर्टो	(proper noun) roberto
roberts	रॉबर्ट्स	roberts
robespierre	रोबेस्पिएर्रे	robespierre
robin	रोबिन	a name
robinson	रॉबिन्सन	robinson, as in michelle robinson
rockefeller	रॉकफेलर	rockefeller, as in john d. rockefeller
roddick	रोडिक	(proper noun) roddick
rodríguez	rodríguez	rodriguez (n.)
roi	छड़ी	a stick or switch used for punishment (n.)
roland	रॉलेंड	roland
romania	रोमानिया	romania
rome	रोम	rome, as in rome, italy
romeo	रोमियो	(proper noun) romeo, as in romeo and juliet
rommel	रोमेल	rommel
ron	रॉन	ron
ronald	रोनाल्ड	ronald, an english first name
ronaldinho	रोनाल्डिन्हो	ronaldinho
rong	शैवाल	seaweed (n.)
rosen	रोजेन	rosen, as in nathan rosen
roth	रोथ	roth
rotterdam	रॉटरडैम	(proper noun) rotterdam
rousseau	रूसो	rousseau
router	रूटर	cong noi
rovers	रोवर्स	rovers
rowling	राउलिंग	rowling
roy	रॉय	(proper noun) roy, a name
rpd	rpd	rpd
rtp	आरटीपी	rpt
rudolph	रूडोल्फ	rudolph
rue	पछताना	rue, as in rue des vases, a street name
rulin	rulin	(proper noun) rulin
rumani	रोमानियाई	romanian
rumiko	rumiko	rumiko, a japanese first name
