$	ps	dollar
posredstvom	mediante	mediation
post	enviar	post
postaje	se convierte	becomes
postaju	se convierten	become
postala	convirtió	became
postale	convirtió	become
postali	convirtió	become
postalo	convirtió	become
postanak	génesis	origin
postane	se convierte	become
postanka	detener	occurance
postanku	detener	origin
postao	convirtió	become
postati	convertirse	become
postava	preparar	lining
postavi	conjunto	set
postavio	conjunto	established
postavlja	conjuntos	sets
postavljanje	configurar	setting
postavljen	conjunto	established
postavljena	conjunto	placed
postepeno	gradualmente	gradually
postigao	logrado	achieved
postigla	logrado	achieve
postigli	logrado	achieve
postizanja	logros	achivment
postići	conseguir	accomplish
postiže	logra	accomplished
postižu	lograr	acomplish
postojala	existió	existed
postojale	existió	existed
postojali	existió	existed
postojalo	había	existed
postojanja	existencia	occurance
postojanje	existencia	existence
postojanju	existencia	existence
postojao	existió	existed
postojati	existir	be
postoje	existen	there
postojeće	existente	existing
postojeći	existente	existing
postojećih	existente	existing
postoji	ahi esta	there
postotak	porcentaje	percentage
postrojenja	instalaciones	facilities
postupak	procedimiento	procedure
postupaka	procedimientos	procedures
postupci	procedimientos	procedures
postupno	gradualmente	gradually
posušje	sequía	drought
posve	completamente	completely
posvetio	dedicado	dedicated
posvećena	dedicado	devoted
potencijal	potencial	potential
potencijala	potencial	potential
potencijalno	potencialmente	potentially
potiče	alienta	comes
potiču	alentar	origin
potječe	origina	originate
potkraj	al final	end,end of
potok	corriente	creek
potom	luego	then
potomci	descendientes	descendants
potočarima	arroyos	potočari
potpisali	firmado	signed
potpisan	firmado	signed
potpisao	firmado	signed
potpisivanja	firma	signing
potporu	apoyo	support
potpuno	completamente	completely
potpunosti	completamente	fully
potpunu	completar	full
potrazi	buscar	search
potreba	necesitar	need
potrebama	necesidades	needs
potreban	necesario	needed
potrebe	necesidades	need
potrebi	necesidades	need
potrebna	necesario	need
potrebne	necesario	needed
potrebno	necesario	needed
potrebu	necesitar	need
potrošnje	consumo	spending
potvrđena	confirmado	confirmed
potvrđeno	confirmado	confirmed
potvrđuje	confirma	confirms
potvrđuju	confirmar	confirm
pouzdano	seguramente	reliably
povelja	carta	charter
povelje	carta	document
povelji	cartas	statute
povezan	conectado	connected
povezana	conectado	connected
povezane	relacionado	associated
povezani	conectado	conneting
povezanih	relacionado	connected
povezano	conectado	connected
povezanost	conectividad	connection
povezivanje	conectando	connection
povezuje	conecta	connects
povezuju	conectar	link
povećala	aumentado	grew
povećanja	aumenta	increase
povećanje	incrementar	increase
povećanjem	al aumentar	increase
povećao	aumentado	increased
povećava	aumenta	increases
povijest	historia	history
povjerenje	confiar	faith
povlačenja	retiros	withdrawal
povlači	tira	withdraws
povod	ocasión	motive
povodom	en la ocasión	occasion
povoljan	favorable	favorable
povoljni	favorable	good
povratak	regreso	return
povratka	regreso	return
povratku	regreso	come back
povreda	lesión	injury
povrede	heridas	injury
povremeno	de vez en cuando	occasionally
povrća	vegetales	vegetables
povrće	vegetales	vegetables
površina	superficie	area
površinama	superficies	surfaces
površine	superficies	surface
površini	superficie	surface
površinom	superficie	surface
površinski	superficial	surface
površinu	superficie	surface
povući	halar	drawn
pozadini	antecedentes	background
pozicija	posición	position
pozicije	posiciones	positions
poziciji	posición	position
poziciju	posición	position
pozitivan	positivo	positive
poziv	llamada	call
poziva	llamadas	call
pozivni	llamada	dial
poznat	conocido	known
poznata	conocido	well-known
poznate	famoso	famous
poznati	famoso	famous
poznatih	famoso	known
poznatije	más famoso	known
poznatiji	más famoso	known
poznatijih	más famoso	known
poznatim	famoso	known
poznato	conocido	known
poznatog	conocido	known
poznatom	familiar	known
poznatu	conocido	known
poznavali	sabia	known
poznavanje	conocimiento	knowing
pozorišne	teatral	theater
pozorišni	teatral	theatrical
pozorišta	teatros	theaters
pozorište	teatro	teatar
pozvao	llamado	called
počeci	principios	beginnings
počela	empezó	started
počele	empezado	started
počeli	empezado	started
počelo	empezado	started
počeo	empezado	started
početak	comenzando	beginning
početka	comenzando	beginning
početkom	al principio	beginning
početku	al principio	start
početne	inicial	initial
početnim	inicial	starting
početnu	inicial	initial
počev	yo empecé	starting
počevši	comenzando	starting with
počinje	comienza	begins
počinju	ellos comenzaron	start
počitelj	el perpetrador	pochitelj
pošalje	envía	sent
pošta	correo	post office
poštanskih	postal	post
pošte	correo	mail
pošto	ya que	since
poštovanje	el respeto	respect
poželjno	preferiblemente	desirable
prag	límite	prague
praksa	práctica	practice
praksi	práctica	practice
praktički	prácticamente	practically
praktično	prácticamente	practical
prate	seguir	follow
prateći	acompañamiento	following
prati	lavar	wash
pratiti	seguir	follow
prava	derechos	law
pravac	dirección	direction
pravaca	direcciones	directions
pravca	dirección	directions
pravcem	dirección	direction
pravci	direcciones	directions
pravcima	direcciones	directions
pravcu	dirección	direction
pravde	justicia	justice
pravdu	la verdad	justice
prave	ellas hacen	real
pravi	él dice	real
pravih	real	real
pravila	reglas	rules
pravilima	reglas	rules
pravilna	correcto	proper
pravilno	correctamente	properly
pravilo	regla	rule
pravilu	regla	rule
pravim	yo digo	straight
pravima	derechos	rights
pravljenje	haciendo	making
pravna	legal	legal
pravne	legal	legal
pravni	legal	legal
pravnom	legal	law
pravo	derecha	right
pravom	derecha	right
pravopis	ortografía	orthography
pravoslavci	ortodoxo	orthodox
pravoslavlje	ortodoxia	orthodoxy
pravoslavna	ortodoxo	ortodox
pravoslavne	ortodoxo	ortodox
pravoslavni	ortodoxo	orthodox
pravu	derecha	law
praznici	días festivos	holidays
praznik	fiesta	holiday
praznika	días festivos	holidays
pre	antes de	before,primarily
preci	antepasados	ancestors
precizno	precisamente	precise
pred	pred	before
predaje	se rinde	surrender
predaju	rendición	hand over
predao	entregado	submitted
predavanja	conferencias	lectures
predjelima	aperitivos	areas
predjelu	aperitivo	region
predlaže	sugiere	suggests
predmet	tema	thing
predmeta	artículos	items
predmeti	artículos	objects
predmetima	objetos	items
prednji	frente	front
prednost	ventaja	advantage
prednosti	ventajas	advantages
predrag	muy caro	predrag
predsjednik	presidente	president
predsjednika	el presidente	president
predsjednikom	por el presidente	president
predsjedniku	al presidente	president
predsjedništva	presidencia	president's office
predsjedništvo	presidencia	president's office
predstave	actuaciones	shows
predstaviti	presente	represent
predstavlja	representa	represents
predstavljaju	representar	represent
predstavljala	representado	represented
predstavljalo	representado	represented
predstavljao	representado	represented
predstavljati	representar	represent
predstavljen	presentado	presented
predstavnici	representantes	representatives
predstavnik	representante	representative
predstavnika	representante	representative
predstavničkog	representante	representative
preduzeća	compañías	company
preduzeće	empresa	corporation
predvodio	led	led
pregled	revisión	review
pregovora	negociaciones	negotiations
pregovore	negociaciones	negotiations
pregovori	negociaciones	negotiations
prehrambena	comida	food
prekid	descanso	interruption
prekida	interrumpe	break ups
preko	encima	over
prekršaj	ofensa	violation
prelaska	cruce	crossing
prelaza	transiciones	crossing
prelazak	transición	transition
prelaze	cruzar	crossing
prelazi	cruces	becomes
prema	de acuerdo a	to
premda	a pesar de que	although
premijer	primer ministro	premier
premijera	primer ministro	premiere
preminuo	falleció	decease
prenos	transmisión	transmition
prenosa	transmisión	broadcast
prenose	transferir	transfer
prenosi	transferencias	broadcast
preovladava	prevalece	prevails
preovladavaju	prevalecer	prevailing
preporod	renacimiento	renaissance
prepoznaje	reconoce	recognizes
prepoznatljiv	reconocible	recognizable
prepoznatljive	reconocible	familiar
prepoznatljivi	reconocible	recognizable, known (recognizable suits better)
prerada	procesando	processing
prerade	procesando	process
preradu	procesando	processing
preselio	movido	moved to
preskok	omitir	jump
press	prensa	press
prestaje	paradas	ceases
prestala	detenido	stopped
prestanka	terminación	stopping
pretežito	principalmente	predominantly
pretežno	principalmente	predominantly
prethodne	anterior	previous
prethodnim	anterior	previous
prethodno	previamente	prior
prethodnog	anterior	preceding
pretpostavke	supuestos	assumptions
pretpostavlja	asume	presumes
pretraživači	los motores de búsqueda	browsers
pretvara	convierte	turns
pretvaraju	ellos convierten	convert
preuzeo	se hizo cargo	took over
preuzima	se hace cargo	took over
preuzimanja	descargas	taking
prevashodno	ante todo	previously
previše	demasiado	too much
prevladava	prevalece	to be the most common climate type
prevlast	supremacía	predominance
prevodi	traducciones	translation
prezentacija	presentación	presentation
prezime	apellido	surname
preći	para cruzar	to cross
prečnika	diámetro	diameter
pređe	hilo	cross
prešao	cruzado	changed
prešla	cruzado	crossed
prešli	cruzado	conquered
preživjeli	sobrevivientes	survivors
pri	a	at
približava	que se acerca	approaches
približno	aproximadamente	approximately
pridjev	adjetivo	adjective
pridružile	unido	joined
pridružio	unido	joined
pridružuje	uniones	joins
prihoda	ingresos	nature
prihode	ingresos	revenues
prihodi	ingresos	incomes
prihvata	acepta	accepts
prihvataju	aceptar	accept
prihvatanje	aceptación	acceptance
prihvati	aceptar	accept
prihvatili	aceptado	accepted
prihvatio	aceptado	accepted
prihvatiti	aceptar	approve
prihvaćen	aceptado	accepted
prihvaćena	aceptado	accepted
prijatelj	amigo	friend
prijatelja	amigos	friends
prijatelji	amigos	friends
prijateljstva	amistades	friendships
prije	antes de	before
prijedlog	propuesta	proposal
prijedor	prijedor	prijedor (a city and municipality)
prijenos	transmisión	broadcast
prijestolje	trono	throne
prijestolnica	la capital	capitol
prijetnjom	amenaza	threat
prijetnju	amenaza	threat
prijevod	traducción	translation
prijevoz	transporte	transportation
prikaz	monitor	display
prikaza	monitor	presentation
prikazan	mostrado	shown
prikazana	mostrado	shown
prikazati	mostrar	show
prikazivanja	demostración	broadcast
prikazivanje	demostración	displaying
prikazu	monitor	view
prikazuje	muestra	show
prikazuju	espectáculo	show
priključuje	conecta	join
prilika	oportunidad	opportunity
prilikama	oportunidades	occasions
prilike	oportunidades	situation
prilikom	ocasión	occasion
priliku	oportunidad	occasion
prilično	bonita	rather
prilog	adjunto archivo	contribution
prilozi	archivos adjuntos	adverbs
prima	prima	receives
primaju	ellos recibieron	receive
primarna	primario	primary
primarne	primario	primary
primarni	primario	primary
primarno	ante todo	primary
primio	recibido	received
primirja	tregua	truce
primirje	tregua	truce
primitivizam	primitivismo	primitivism
primjena	solicitud	application
primjene	solicitud	application
primjeni	aplicar	application
primjenjuje	aplica	applied
primjenjuju	aplicar	applied
primjenu	solicitud	application
primjer	ejemplo	example
primjera	ejemplos	examples
primjeraka	copias	samples
primjeri	ejemplos	examples
primjerice	por ejemplo	for example
primjeru	ejemplo	example
primjećuje	notas	notices
primorje	costa	seaside
primorju	costa	coast
primus	hornillo de camping	primus
princ	príncipe	prince
princeza	princesa	princess
princeze	princesa	princess
princip	principio	principle
principa	principio	principals
principe	principios	principles
principi	principios	principles
principima	principios	principles
principu	principio	principle
print	impresión	print
pripada	pertenece a	belongs
pripadaju	pertenecer a	belong
pripadala	pertenecía	belonged to
pripadali	pertenecía	belonged
pripadalo	pertenecía	belonged
pripadao	pertenecía	belonged
pripadnici	miembros	aliens
pripadnik	miembro	member
pripadnika	miembros	members
pripadnost	afiliación	affiliation
pripadnosti	afiliación	affiliation
pripaja	adjunta	merges
pripisuje	atributos	attributed
pripovijetke	cuentos	story
priprema	preparación	preparation
pripremaju	preparar	preparing
pripreme	preparativos	preparations
pripremu	preparación	preparation
priroda	naturaleza	nature
prirode	de la naturaleza	nature
prirodi	naturaleza	nature
prirodna	natural	natural
prirodne	natural	natural
prirodni	natural	natural
prirodnih	natural	natural
prirodnim	natural	natural
prirodno	naturalmente	naturally
prirodnog	natural	natural
prirodnu	natural	natural
prirodu	naturaleza	nature
prisilio	forzado	forced
pristup	acceso	access
pristupa	acceso	access
prisustva	presencia	presence
prisustvo	presencia	presence
prisustvu	presencia	presence
prisutan	presente	present
prisutna	presente	present
prisutne	presente	present
prisutni	presente	present
prisutno	presente	present
prisutnost	presencia	attendance
prisutnosti	presencia	presence
pritisak	presión	pressure
pritiska	presión	pressure
pritiskom	presionando	pressure
pritisku	presión	pressure
