$  	dollarni tashkil etadi	dollar
megtámadták	ular hujum qilishdi	attacked
megtörtént	sodir bo&#39;ldi	happened
megvalósítani	anglamoq	achieved
megvan	ega	has
megválasztott	saylangan	chosen
megválasztották	saylangan	elected
megváltozik	o&#39;zgartirish	changes
megváltozott	o&#39;zgartirildi	changed
megváltoztatta	o&#39;zgartirildi	changed
megváltoztatták	o&#39;zgartirildi	changed
megvédte	himoya qildi	protect
megy	boring	go
megye	okrugi	county
megyei	okrugi	county-
megyeszékhely	graflik o&#39;rindig&#39;i	provincial capital
megyében	okrugi	county
megyéhez	okrugi	county
megyék	okruglari	county
megállapodás	kelishuv	agreement
megállapodást	kelishuv	agreement
megállapítani	tashkil etilgan	to determine
megállapította	topildi	concluded
megállapították	topildi	found
megérkezett	keldi	has arrived
megírt	yozilgan	written
megírta	yozgan	wrote
megírására	yozish	to the writing of
megítélése	hukm	sy's/sg's estimation
megöli	o&#39;ldirish	kills
megölte	o&#39;ldirilgan	murder
megölték	o&#39;ldirdilar	killed
megőrizte	saqlanib qolgan	saved
mein	mein	german word
mek	mek	mek
meklizin	meclizine	meclizin
meleg	iliq	warm
melegebb	iliqroq	warmer
melinda	melinda	melinda
mellett	ning yonida	apart from
mellette	uning yonida	beside
melletti	keyingi	next to
mellszobra	büst	bust
mellyel	qaysi	with that
mellé	ning yonida	next to
melléknevek	sifatlar	adjectives
melléknév	sifatdosh	adjective
melléknévi	sifatdosh	adjective
mely	chuqur	wich
melyben	qaysi	in which
melyből	qaysi	from which
melyek	qaysi	that are
melyekben	qaysi	in which
melyeket	qaysi	that are
melyeknek	bor	that are
melyen	chuqur	on which
melyet	qaysi	which
melyhez	qaysi	to wich
melyik	qaysi	which
melynek	qaysi	of which
melyre	qaysi	on which
memória	xotira	memory
menedzsere	menejer	its) manager
menedéket	boshpana	haven
menekülni	qochish	escape
menekült	qochoq	refugee
menekültek	qochqinlar	refugees
menekülő	qochoq	fleeing
menet	dumaloq	march
mennek	men borardim	go
menni	bormoq	go
mennydörgés	momaqaldiroq	thunder
mennyi	necha pul	how much
mennyire	qanday	how
mennyiség	miqdori	amount
mennyiségben	miqdori	in quantity
mennyiségét	hajmi	amount
menstruációs	hayz	menstrual
ment	ketdi	went
mentek	sen ketaver	went
mentes	qutqarish	free from
mentette	saqlandi	save
menti	tejaydi	-side
mentális	aqliy	mental
mentén	bo&#39;ylab	along
mercedes	mersedes	mercedes
mercury	simob	mercury
merev	qotib qolgan	rigid
merevlemez	qattiq disk	hard disc
merkúr	merkuriy	mercury
mert	chunki	because
merénylet	g&#39;azab	assassination
merült	o&#39;rnidan turdi	came up
messenger	xabarchi	messenger
messi	messi	messi
messze	uzoq	far
mester	usta	master
mestere	usta	master
mesterek	ustalar	masters
mesterséges	sun&#39;iy	artificial
mesterségesen	sun&#39;iy ravishda	artificially
mesék	ertaklar	tales
meséli	qaytaradi	tells the tale (of)
metafizika	metafizika	metaphysics
metal	metall	english word
metallica	metallika	metallica
metionin	metionin	methyonine
metró	metro	subway
metélőhagyma	chives	chive
mexikó	meksika	mexico
mexikóban	meksika	in mexico
mexikói	meksikalik	mexican
meyer	meyer	meyer
mezopotámia	mezopotamiya	mezopothamy
meztelen	yalang&#39;och	naked
mező	maydon	mezö
mezőgazdaság	qishloq xo&#39;jaligi	agriculture
mezőgazdasági	qishloq xo&#39;jaligi	agricultural
mezőny	tashqarida	outfield
mh	mh	hungarian army
mi	biz	we
mialatt	hozircha	while
miami	mayami	miami
miatt	uchun	therefore
miatti	lozim	because
michael	maykl	michael
michel	mishel	michel
michelangelo	mikelanjelo	michelangelo
michelle	mikron	michelle
mick	mik	mick
microsoft	mikrosoft	microsoft
midőn	qachon	midön
mielőtt	oldin	before
miguel	migel	miguel
mihály	maykl	mihály
miklós	maykl	mike
mikor	qachon	when
miksa	antiqa buyumlar	miksa
mikszáth	mikszath	mikszáth
miként	qanday	how
miközben	vaqt	while
milan	milan	milan
milano	milan	milan
millenniumi	ming yillik	millennium
miller	tegirmonchi	miller
millió	million	million
milyen	qanday	what kind
milánó	milan	milano
milánóban	milan	in milano
milánói	milaniyaliklar	milanese
mind	hammasi	all
mindaddig	qadar	as long
mindazonáltal	baribir	nevertheless
mindegyik	har biri	all
mindegyike	har biri	each of them
mindegyikük	ularning hammasi	everyone's
mindeközben	bu orada	meanwhile
mindemellett	bundan tashqari	nevertheless
minden	hammasi	every
mindenekelőtt	birinchidan	first of all
mindenesetre	har qanday holatda ham	in any case
mindenféle	har xil	all sorts of
mindenhol	hamma joyda	everywhere
mindenki	hamma	everybody
mindenkinek	hamma uchun	everyone
mindenkit	hamma	everybody
mindenkori	ustunlik	all-time
mindenképpen	albatta	at any price
mindennapi	har kuni	everyday
mindent	hamma narsa	everything
mindenütt	hamma joyda	everywhere
mindez	bularning barchasi	this
mindezek	bularning barchasi	all these
mindezt	hammasi	all that
mindhárom	uchalasi ham	all three
mindig	har doim	always
mindinkább	va boshqalar	moreover
mindketten	ikkalasi ham	both
mindkét	ikkalasi ham	both
mindmáig	hozirgacha	until today
mindvégig	har doim	all the time
mindössze	shunchaki	altogether
minimum	eng kam	at least
minimális	eng kam	minimal
miniszter	vazir	minister
miniszterek	vazirlar	ministers
miniszterelnök	bosh vazir	prime minister
miniszterelnöki	bosh vazir	prime minister
miniszterelnököt	bosh	prime minister
minisztérium	vazirlik	ministry
minket	biz	as
mint	sifatida	as
mintegy	biroz	as
mintha	go&#39;yo	as if
minthogy	shunga o&#39;xshash	rather than
mintsem	dan ko&#39;proq	as opposed to
mintájára	model	following the pattern
minél	ko&#39;proq	as (soon as)
minősége	sifati	quality of
minőségi	sifatli	qualitative
minőségű	sifati	of quality
minősül	deb hisoblanadi	be qualified as
mire	nima	what
mise	massa	mass
miskolc	miskolc	miskolc
miskolci	miskolc	from miskolc (hungarian city)
miskolcon	miskolc	in miskolc
miss	sog&#39;indim	miss
miszerint	bu	whereas
misztikus	mistik	mystical
mit	nima	what
mitológia	mifologiya	mythology
mitológiai	mifologik	mythological
mitológiában	mifologiya	in myth
miután	ega	after which
mivel	chunki	with which
miért	nima uchun	why
mocsaras	botqoq	swampy
mode	rejimida	mode
modell	model	model
modellek	modellari	models
modellt	model	model
modern	zamonaviy	modern
mohamed	muhammad	mohammed
mohácsi	mohácsi	mohacs
moldova	moldova	moldavia
moldovai	moldova	(from) moldova
moldvai	moldaviya	moldavian
molekulák	molekulalari	molecules
molekuláris	molekulyar	molecular
molibdén	molibden	molydbenum
molnár	tegirmonchi	miller
mon	oy	my
mona	mona	mona
monaco	monako	monaco
monacói	monako	from monaco
monarchia	monarxiya	monarchy
mond	aytib bering	says
mondani	aytish	to say
mondat	jumla	sentence
mondható	bolishi mumkin	can be called
mondja	deydi	say
mondott	dedi	said
mondta	u aytdi	said
mondták	ular aytishdi	they said
mondván	aytish,	saying
mondák	sagalar	tales
mongol	mo&#39;g&#39;ul	mongolian
mongolok	mo&#39;g&#39;ullar	mongols
monica	monika	monica
monk	rohib	monk
monte	monte	monte
montenegró	chernogoriya	montenegro
montgomery	montgomery	montgomery
monty	monty	monty
monumentális	monumental	monumental
moon	oy	english word
moore	murda	moore
more	ko&#39;proq	more
morgan	morgan	morgan
morrison	morrison	morrison
morse	morse	morse
morva	moravian	moravian
morvai	moravian	from morva
mos	yuvish	washes
most	hozir	now
mostani	hozirgi	current
moszkva	moskva	moscow
moszkvai	moskva	of moscow
moszkvában	moskva	in moscow
motor	dvigatel	engine
motorkerékpározás	mototsikl	motocycling
motorok	dvigatellar	motors
motoros	motor	inconsistent examples (motoros valentini rossi=motorbike rider valentino rossi - motoros aktivitások=motoric activities)
mount	o&#39;rnatish	mount
movie	film	english word
mozart	motsart	mozart
mozdonyok	lokomotivlar	locomotives
mozgalmak	harakatlar	movements
mozgalmat	harakat	movement
mozgalom	harakat	movement
mozgás	ko&#39;chirish	motion
mozgása	harakat	movement of
mozgások	harakatlar	movements
mozgást	harakat	movement
mozgását	harakat	movement of sy/sg
mozgó	harakatlanuvchi	moving
mozi	kinoteatr	movie
mozifilm	kinofilm	movie
mozikban	kinoteatrlar	in cinemas
mozilla	mozilla	mozilla
mozog	ko&#39;chirish	move
mr	janob	mr
mrs	missis	mrs.
mszp	sotsialistik partiya	mszp
mta	mta	mta
mtv	mtv	mtv
multinacionális	ko&#39;p millatli	multinational
munka	ishlash	work
munkaerő	mehnat	labour
munkanélküliség	ishsizlik	unemployment
munkaszüneti	ta&#39;til	public holiday
munkatársa	xodim	colleague of
munkatársai	xodimlar	colleagues
munkácsy	munkassi	munkácsy
munkái	asarlar	works
munkáinak	asarlari	of his works
munkáit	asarlar	works
munkája	ishlash	work of
munkájában	ish	work
munkájának	ishlash	work of
munkáját	ish	task, work
munkák	ishlaydi	works
munkákat	ish o&#39;rinlari	works
munkálatok	ishlaydi	workings
munkás	ishchi	worker
munkások	ishchilar	workers
munkáspárt	mehnat partiyasi	labour party
munkássága	uning ishi	work
munkásságát	uning ishi	sy's work
munkát	ish	work
museo	muzey	italian word
museum	muzey	museum
music	musiqa	zene
musical	musiqiy	musical
mussolini	mussolini	mussolini
muszlim	musulmon	muslim
muszlimok	musulmonlar	muslims
mutat	shou	show
mutatja	sovg&#39;alar	shows
mutatják	shou	they exhibit
mutatkozik	u yerda	there is
mutatkozott	bor edi	introduced
mutatnak	shou	they are showing
mutatni	ko&#39;rsatish	to show
mutatott	ko&#39;rsatilgan	shown
mutatta	ko&#39;rsatdi	showed
mutattak	shou	shown
mutatták	shou	(they) showed
mutató	ko&#39;rsatkich	showing
mutáció	mutatsiya	mutation
muzulmán	musulmon	muslim
mágikus	sehrli	magic
mágneses	magnitlangan	magnetic
máj	jigar	liver
május	may	may
májusban	may oyida	in may
málta	malta	malta
máltai	malta	maltese
mániás	manik	manic
már	allaqachon	already
mára	bugun uchun	for today
márai	maray	marai
március	mart	march
márciusban	mart oyida	in march
mária	maryam	mária
máris	hozir	immediately
márk	belgilash	márk
mármár	marmar	almost
márquez	markes	marquez
márta	marta	martha
márton	martin	márton
más	boshqa	different
másfél	bir yarim	one and a half
máshol	boshqa joyda	elsewhere
másik	boshqa	other
máskor	boshqa safar	at other times
másként	aks holda	differently
másmás	boshqa	different
másnap	keyingi kun	next day
második	ikkinchi	second
másodlagos	ikkilamchi	secondary
másodperc	ikkinchi	second
másodszor	ikkinchidan	for the second time
mások	boshqalar	others
másrészt	boshqa tarafdan	on the other hand
mást	yana	other
mátrix	matritsa	matrix
mátyás	matias	mátyás
máté	matto	mate
máv	mav	mÁv
média	ommaviy axborot vositalari	media
médiában	ommaviy axborot vositalari	media
még	ko&#39;proq	also
méghozzá	hatto	even
mégis	bunga qaramay	still
mégpedig	ya&#39;ni	namely
mégsem	emas	still not
méltó	loyiq	worthy
mély	chuqur	profound
mélyebb	chuqurroq	deeper
mélyen	chuqur	deeply
méret	hajmi	size
mérete	hajmi	size of sg
méretét	hajmi	size of
méretű	o&#39;lchamdagi	sized
mérgessiklófélék	elapidae	elapidae
mérgező	zaharli	toxic
mérkőzés	gugurt	game
mérkőzések	mosliklar	matches
mérkőzésen	gugurt	on contest
mérkőzést	gugurt	bout
mérnök	muhandis	engineer
mérsékelt	mo&#39;&#39;tadil	temperate
mért	chunki	measured
mértékben	darajasi	extent
mértéke	daraja	rate
mértékű	daraja	extent
mérések	o&#39;lchovlar	measurements
mészkő	ohaktosh	limestone
mészárlás	qirg&#39;in	massacre
mészáros	qassob	butcher
méter	metr	meter
mézga	saqich	mézga
míg	vaqt	while
mígnem	gacha	until finally
mód	rejimida	imperative
módja	yo&#39;l	mode of
módon	yo&#39;l	manner
módosított	o&#39;zgartirilgan	modified
módszer	usuli	method
módszere	usuli	method of
módszerek	usullari	methods
módszerekkel	usullari	methods
módszerrel	usullari	by a method
módszert	usullari	method
mór	morish	mór
móra	mora	móra
móricz	moricz	moricz
mózes	muso	moses
mögé	orqasida	behind
mögött	orqasida	behind
mögötte	orqasida	behind it
mögötti	orqasida	behind
múlt	o&#39;tgan	past
múlva	keyinchalik	after
múzeum	muzey	museum
múzeuma	muzey	museum of sy/sg
múzeumban	muzey	museum
múzeumok	muzeylar	museums
müller	muallimlar	müller
münchen	myunxen	munich
münchenben	munich	in munich
müncheni	myunxen	(from) munich
mű	ular	work
műanyag	plastik	plastic
műben	o&#39;simlik	in a (literary) work
műemlékei	yodgorliklari	monuments of
műfaj	janr	genre
műfaja	janr	genre
műhely	ustaxona	workshop
működik	ishlash	functions
működnek	faoliyat yuritadi	works
működtek	ishlagan	functioned
működés	operatsiya	function
működése	operatsiya	operation
működési	funktsional	scope
működésének	operatsiyalar	operation
működését	operatsiya	operation
működött	ishlagan	operated
működő	aktyorlik	are operating
műsor	shou	program
műszaki	texnik	technical
műve	operatsiyalar	work of
művei	ishlaydi	works of
műveiben	asarlari	in sy's works
műveiből	asarlar	from his works
műveinek	asarlar	(oh his) works
műveit	asarlar	works of
művek	ishlaydi	works (of art)
műveket	ishlaydi	works
művelet	operatsiya	operation
művelt	ma&#39;lumotli	educated
művelődési	madaniy	cultural
művet	ish bor	literary work
művében	uning ishi	in sy's work
művének	uning ishi	sy's work
művész	rassom	artist
művészek	rassomlar	artists
művészet	san&#39;at	art
művészetben	san&#39;at	in art
művészete	san&#39;at	art of
művészetek	san&#39;at	arts
művészeti	badiiy	artistic
művészetoktatási	san&#39;at ta&#39;limi	art education
művészetének	san&#39;at	art of
művészi	badiiy	artistic
művét	uning ishi	work
n	n	n
nacional	natsional	national
nacionalista	millatchi	nationalist
nacionalizmus	millatchilik	nationalism
nagy	katta	great, major, big
nagyanyai	buvisi	grandmotherly
nagyapai	bobosi	grandfather
nagyapja	bobosi	grandfather of
nagyarányú	keng ko&#39;lamli	large-scale
nagyban	ulgurji	considerably
nagybritannia	buyuk britaniya	great britain
nagybritanniában	buyuk britaniya	in great britain
nagybátyja	tog&#39;a	his uncle
nagydíj	gran-pri	grand prix
nagydíjat	bosh mukofot	grand prix / prize
nagydíjon	grand prix	at the grand prix
nagyfokú	qizg&#39;in	high degree of
nagyhatalmak	buyuk kuchlar	superpowers
nagyhatalom	buyuk kuch	great power
nagyjából	qariyb	about
nagyközönség	jamoatchilik	big audience
nagyméretű	katta hajmi	large
nagymértékben	juda katta	heavily
nagyobb	kattaroq	bigger
nagyon	juda	very
nagyra	juda yuqori	big
nagyrészt	asosan	mostly
nagyszabású	monumental	palatial
nagyszerű	zo&#39;rku	magnificent
nagyszámú	juda ko&#39;p	numerous
nagysága	zamin	its grandiosity
nagyvárad	nagyvárad	nagyvarad
nagyváradi	oradea	(from) nagyvárad (region)
nagyváradon	oradea	oradea
nagyváros	shahar	city
nagyvárosok	shaharlar	big cities
nap	kun	day
napfogyatkozás	quyosh tutilishi	eclipse
napfoltok	quyoshli joylar	sun specks
napforduló	solstice	solstice
napi	kunlik	daily
napig	kunlar	for ... days
napilap	kundalik gazeta	newspaper
napisten	quyosh xudosi	sun god
napja	kun	day of
napjaink	bugun	our days
napjainkban	shu kunlarda	in these days
napjainkig	bugun	to our days
napjainkra	bugun	by these days
napján	kun	day
napló	kundalik	diary
naplója	kundalik	diary
napok	kunlar	days
napokban	kunlarda	in days
napon	quyosh ustida	on a day
naponta	kunlik	daily
napos	quyoshli	sunny
napot	kun	day
nappal	kun	daylight
nappali	mehmonxona	living-room
napra	kun	day
naprendszer	quyosh sistemasi	solar system
naprendszerben	quyosh sistemasi	solar system
napszél	quyosh shamoli	solar wind
naptár	taqvim	calendar
naptól	kun	from a day
napóleon	napoleon	napoleon
napóleoni	napoleonga oid	napoleonic
narancs	apelsin	orange
naruto	naruto	naruto
nasa	nasa	nasa
national	milliy	national
nato	nato	nato
nazionale	nazionale	(italian word) nazionale
nb	nb	"abbravieation of ""national championship"""
ndk	sharqiy germaniya	gdr
ne	emas	not
nedves	ho&#39;l	moist
negatív	manfiy	negative
negyed	chorak	quarter
negyeddöntő	chorak final	quarterfinal
negyeddöntőben	chorak final	in the quarter-finals
