$ tỉ	مليار دولار	$ billion
qatar	قطر	qatar
qd	qd	quantum dots
qing	تشينغ	qing, as in the qing dynasty of  china
qlvnch	qlvnch	army of the republic of vietnam
qua	انتهى	transmit
quad	رباعي	quad
quan	تشيوان	"(term should be ""quan hệ"") relationship (n.)"
quang	بصري	bladder
quanh	حولها	around
quay	تحول	turn
que	قضبان	stick
queen	ملكة	queen
queens	الملكات	(proper noun) queens, as in the new york borough
queensland	كوينزلاند	queensland
quen	اعتاد	accustomed to
qui	qui	formal
quincy	كوينسي	(proper noun) quincy, as in quincy jones
quran	القرآن	quran
quy	القواعد	"(term should be ""quy ước"") agreement"
quyên	الأساسيات	"(term should be ""quyên góp"") to donate (v.)"
quyến	سحر	"(term should be ""gia quyến"") family"
quyền	حق	right
quyện	يختلط	mix
quyệt	غدرا	"(should be ""xảo quyệt"") devious"
quá	أيضًا	over
quái	هيك	strange or odd
quán	شريط	hometown
quáng	أعمى	blind
quát	صاح	generalize
quân	تشيوان	army (n.)
quãng	تقريبا	optical
quét	مسح	to sweep (v.)
quê	الريف	countryside
quên	نسي	forget
quý	ربع	love
quýt	اليوسفي	tangerine
quăng	إرم	to throw (v.)
quĩ	صندوق	orbit
quạ	الغربان	crow (con qua)
quạt	معجب	fan
quản	يحكم	"(entire term is ""cai quản"") to manage"
quảng	الترويجي	guangzhou
quấn	التفاف	wrap around
quất	برتقال ذهبي	whip
quấy	مضايقة	harass
quần	بنطلون	pants (n.)
quầng	هالة	halo
quầy	عدادات	stall
quẩy	هزاز	quay
quẫn	بائس	necessitous
quận	مقاطعة	county (n.)
quật	التنقيب	excavation
quẳng	إرم	throw
quặc	غريب	strange (adj.)
quặng	خام	an ore (n.)
quẻ	سداسي	hexagram
quế	قرفة	cinnamon (n.)
quết	حثالة	knead
quệ	فقير	exhausted
quỉ	الشيطان	demon
quỳ	يركع	demon (n.)
quỳnh	كوينه	quynh
quỵ	السكتة الدماغية	stroke
quỷ	الشيطان	provided
quỹ	صندوق	fund
qúy	ربع	quy
r	ص	r
rabindranath	rabindranath	rabindranath
race	العرق	race
rafael	رافائيل	rafael
rafale	رافال	(proper noun) rafale, as in dassault rafale
rai	الراي	slowly intake
raleigh	رالي	raleigh
ralph	رالف	(proper noun) ralph, as in ralph waldo emerson
ram	كبش	a name
rama	راما	rama, first name of several rulers of thailand (n.)
ramadan	رمضان	(proper noun) the fasting month of ramadan
ramayana	رامايانا	ramayana
rambus	رامب	rambus
ran	ركض	ran
ranch	مزرعة	ranch
randy	قرنية	randy
rang	رن	roast
rangers	حراس	rangers
ranh	الحدود	border (ranh gioi)
rao	إعلان	to announce
rap	راب	rap
raptor	رابتور	raptor
rate	معدل	rate
rau	الخضار	vegetable
ray	شعاع	rail (n.)
raya	راية	raya
raymond	ريمون	raymond
rađa	الرادار	radar
reagan	ريغان	reagan
real	حقيقي	real
reanimation	الإنعاش	reanimation
reap	جني	reap
reef	الشعاب المرجانية	reef
regia	ريجيا	regia
reichelt	reichelt	reichelt
ren	الدانتيل	lace (n.)
renaissance	النهضة	renaissance
renault	رينو	renault
rené	رينيه	rene
reo	رن	yell
reserve	الاحتياطي	reserve
resort	منتجع	resort
reverse	عكس ذلك	reverse
revolution	ثورة	revolution
rey	ري	rey, as in copa del rey
rfid	تتفاعل	rfid
rhodes	رودس	rhodes
rica	ريكا	rica
ricardo	ريكاردو	ricardo
ricci	ريتشي	ricci
richard	ريتشارد	richard
richardson	ريتشاردسون	(proper noun) richardson, as in james o. richardson
richie	ريتشي	(proper noun) richie, as in singer lionel richie
rico	ريكو	rico, as in puerto rico
riemann	ريمان	riemann, as in bernhard riemann, a german mathematician
rimjob	rimjob	rimjob
rin	رين	rin
rising	يرتفع	rising
risk	خطر	risk
ritchie	ريتشي	a name
rivaldo	ريفالدو	rivaldo
rivière	ريفيير	a name
rizal	غزال	rizal
riêng	الخاصة	own
riêu	ريو	crab
riết	ريت	urgently
riềng	الخولنجان	arrowroot
ro	ريال عماني	"entire term is ""rui ro""; means ""risk"""
robert	روبرت	(proper noun) robert
roberto	روبرتو	(proper noun) roberto
roberts	روبرتس	roberts
robespierre	روبسبير	robespierre
robin	روبن	a name
robinson	روبنسون	robinson, as in michelle robinson
rockefeller	روكفلر	rockefeller, as in john d. rockefeller
roddick	روديك	(proper noun) roddick
rodríguez	رودريغيز	rodriguez (n.)
roi	سوط	a stick or switch used for punishment (n.)
roland	رولان	roland
romania	رومانيا	romania
rome	روما	rome, as in rome, italy
romeo	روميو	(proper noun) romeo, as in romeo and juliet
rommel	رومل	rommel
ron	رون	ron
ronald	رونالد	ronald, an english first name
ronaldinho	رونالدينيو	ronaldinho
rong	الأعشاب البحرية	seaweed (n.)
rosen	روزين	rosen, as in nathan rosen
roth	روث	roth
rotterdam	روتردام	(proper noun) rotterdam
rousseau	روسو	rousseau
router	جهاز التوجيه	cong noi
rovers	روفرز	rovers
rowling	رولينج	rowling
roy	روي	(proper noun) roy, a name
rpd	دورة في الدقيقة	rpd
rtp	بروتوكول نقل الملفات	rpt
rudolph	رودولف	rudolph
rue	شارع	rue, as in rue des vases, a street name
rulin	الحاكم	(proper noun) rulin
rumani	روماني	romanian
rumiko	روميكو	rumiko, a japanese first name
rummel	روميل	rummel
run	اركض	tremble
rung	هز	to shake or vibrate (v.)
russian	الروسية	(proper adjective) russian
russkaya	روسكايا	(proper noun) russkaya avionika
ruth	روث	(proper noun) ruth
rutherford	رذرفورد	rutherford
rutte	روتا	rutte
ruud	رود	ruud
ruốc	جمبري	pemmican
ruồi	الذباب	fly
ruổi	ruoi	rong ruổi=wandering
ruộng	مجال	"(term should be ""ruộng đất"") farmland (n.)"
ruột	الأمعاء	internals
rzeczpospolita	rzeczpospolita	rzeczpospolia
rà	تحقق من	finding
ràng	واضح	clear
rành	بطلاقة	exhaustive
rào	سياج	barrier
rác	قمامة	gabbage-trash
rách	ممزق	tear
rái	قضاعة	colander
rán	تقلى	fried (adj.)
ráp	التجمع	to assemble (v.)
râm	شادي	shade
râu	لحية	beard or mustache (n.)
rã	الاضمحلال	out
rãi	على نطاق واسع	"(term should be ""rộng rãi"") generous"
rãnh	أخدود	groove
räikkönen	räikkönen	raikkonen
rèm	ستارة	curtain
rèn	تزوير	train
ré	صرير	re
république	ريبليك	republique
rét	بارد	cold
rê	اسحب	"(term should be ""rê bóng"") to dribble the ball in soccer (v.)"
rên	يئن	moan
rêu	طحلب	moss
rì	يهمس	lush (adj.)
rìa	حافة	edge
rình	تجسس	to watch for
rìu	فأس	ax
rít	هسهسة	to wail (v.)
rò	تسرب	leak
ròng	صافي	net
rót	سكب	to pour (v.)
rô	متقلب	diamond
rôbôt	روبوت	robot
rôma	روما	roman
rông	أجوف	rising (adj.)
rõ	واضح	clear
rùa	سلحفاة	turtle
rùng	زاحف	horror
rút	سحب	withdraw
răn	الوصية	commandment
răng	الأسنان	roasted
rōmaji	روماجي	romaji
rũ	مغر	charm
rơ	سيارة	"(term should be ""rơ măm"") a minority people living in vietnam"
rơi	الوقوع	fall
rơm	القش	straw
rươi	اليك	sand-worm
rước	موكب	welcome
rưới	يرش	to sprinkle (v.)
rưỡi	النصف	half
rượt	مطاردة	pursue
rượu	الكحول	wine
rạ	القش	straw
rạc	منفصل	discrete
rạch	شق	canal
rạng	فجر	break
rạp	المسارح	theater
rải	متناثرة	spread
rảnh	مجانا	to be free (adj.)
rất	جدا	very
rầm	دعامة	aggressive
rầu	حزين	sorrow
rẫy	المرتفعات	full
rậm	خطها	jungle
rập	عربي	"(term should be ""Ả rập"") arab"
rắc	يرش	trouble
rắn	الثعابين	snake
rằm	البدر	a full moon (n.)
rằng	ذلك	roasted
rặng	الصخرة	a row
rẻ	رخيصة	cheap
rẽ	بدوره	"(term should be ""chia rẽ"") to separate or divide (v.)"
rền	أنين	pealed
rể	صهر	in-law
rễ	الجذور	root (n.)
rệp	المن	bug
rệt	وضوحا	clearly
rệu	نعم	decay
rỉ	الصدأ	leak
rịavũng	rìvà	ria - bay
rỏ	واضح	clearly
rối	متشابكة	disorder
rốm	غائم	rom
rồ	مجنون	"(term should be ""điên rồ"") foolish (adj.)"
rồi	بالفعل	and
rồng	تنين	dragon
rổ	سلة	basket
rỗi	مجانًا	savation
rỗng	فارغ	hollow
rộ	صخب	profuse (adj.)
rộn	مشغول	busy
rộng	على نطاق واسع	wide
rớt	تفشل	drop
rời	غادر	leave
rỡ	رائعة	brilliant
rợ	البرابرة	a savage (n.)
rợn	زاحف	scary
rụng	تسقط	to drop
rủ	تدلى	ask
rủi	حادث	unlucky or unfortunate (n.)
rứa	روا	rua
rừng	الغابة	forest
rửa	يغسل	to wash (v.)
rữa	يغسل	to decompose or rot (v.)
sa	سا	to fall or drop (v.)
sabah	صباح	sabah
sachsen	ساكسن	sachsen
saddam	صدام	(proper noun) saddam, as in saddam hussein
safari	سفاري	safari
safin	سافين	safin
sahara	الصحراء	sahara
sai	خطأ	wrong
saigon	سايغون	saigon
saintdenis	سانتدينيس	saint-denis
sakura	ساكورا	sakura
salem	سالم	(proper noun) salem, as in the city
salvador	سلفادور	salvador
salzburg	سالزبورغ	salzburg
samhain	سمهاين	samhain
samo	سامو	samo, the name of the first slavic ruler
samoa	ساموا	(proper noun) samoa
samphan	سامفان	samphan
samsung	سامسونج	samsung
samuel	صموئيل	samuel
samuelson	صامويلسون	(proper noun) samuelson
samurai	الساموراي	samurai
samut	ساموت	(proper noun) samut, as in samut prakan in thailand
san	سان	level
sanchez	سانشيز	sanchez
sang	ل	to
sango	سانجو	sango, a language spoken in africa
sangraal	سنجابال	sangraal
sanh	ولادة	bear
sanktpeterburg	سانكتبيتربورغ	sankt-peterburg
santos	سانتوس	santos, as in footballer cristiano ronaldo dos santos aveiro of portugal
sao	النجوم	how
sap	النسغ	sap
sapa	سابا	sapa
sapiens	sapiens	sapiens
sar	سار	sar
sarah	سارة	sarah, as in sarah pierce
sarawak	ساراواك	(proper noun) sarawak, a malaysian state on the island of borneo
sarcoma	ساركوما	sarcoma
sardinia	سردينيا	sardinia
sary	ساري	(proper noun) sary, as in ieng sary
saturanga	saturanga	saturanga
saturday	السبت	saturday
sau	لاحقًا	after (adv.)
saudi	السعودية	(proper noun) saudi, as in saudi arabia
saunière	سونير	saunière
scandinavia	اسكندنافيا	scandinavia
schafer	شافر	schafer, as in john c. schafer
schengen	شنغن	schengen
schiller	شيلر	schiller
schlesinger	شليزنجر	schlesinger
schneider	شنايدر	schneider, a last name
schumacher	شوماخر	schumacher, as in michael schumacher
schuschnigg	schuschnigg	(proper noun) schuschnigg, as in kurt schuschnigg of austria
schuster	محتال	schuster
schwarzschild	شوارزشيلد	schwarzschild
scotland	اسكتلندا	scotland
scots	الاسكتلنديين	(proper noun) scots
scott	سكوت	scott
scream	تصرخ	scream
scud	سكود	scud
scuderia	سكوديريا	scuderia
sdram	سدرام	sdram
search	بحث	search
seattle	سياتل	(proper noun) seattle, washington
secret	سر	bi mat
sedna	سيدنا	(proper noun) sedna
see	انظر	see
sejm	sejm	(proper noun) sejm
selena	سيلينا	selena
semit	نصف	(proper noun) semit
sen	اللوتس	lotus
sense	بمعنى	sense
september	سبتمبر	(proper noun) the month of september
serbia	صربيا	serbia
sergeyevich	سيرجيفيتش	(proper noun) sergeyevich
seri	سلسلة	series
service	الخدمة	service
sesshomaru	sesshomaru	a name
seth	سيث	seth
seto	سيتو	seto
sextus	sextus	sextus
sexy	مثير	sexy
seymour	سيمور	seymour
seyssinquart	seyssinquart	(proper noun) seyss-inquart
shah	شاه	shah
shaman	شامان	the shaman religion
shan	شان	shan
shane	شين	(proper noun) shane, an english first name
shankly	عرقوب	(proper noun) shankly, as in bill shankly
shaolin	شاولين	shaolin, as in the shaolin temples
sharpay	شارباي	sharpay, as in sharpay evans
shawn	شون	shawn
sherlock	شرلوك	a name
shi	شي	shi
shia	شيعة	shia
shiite	شيعي	shiite
shikoku	شيكوكو	shikoku, a japanese island (n.)
shinichi	شينيتشي	shinichi
shinoda	شينودا	shinoda, as in mike shinoda
shirakami	شيراكامي	(proper noun) shirakami
shirakawago	shirakawago	(proper noun) shirakawa-go
shiva	شيفا	shiva
shoal	ضحل	(proper noun) shoal
shonen	شونين	shonen
shop	متجر	shop
short	قصير	short
showcase	عرض	a name
shōnen	shōnen	shonen
siberi	سيبيري	siberi
sicilia	صقلية	sicilia
sicily	صقلية	sicily, a city in italy
sidney	سيدني	(proper noun) sidney, as in sidney nolan
siem	سيم	siem
siemens	سيمنز	siemens
sierra	سييرا	(proper noun) sierra
sikh	السيخ	sikh
sikorsky	سيكورسكي	a name
silas	سيلاس	silas
silesia	سيليزيا	silesia
silic	السيليكون	silicon
silicat	سيليكات	silicate
silva	سيلفا	(proper noun) silva, as in carlos silva
silvestris	سيلفيستريس	silvestris
simone	سيمون	simone
sinai	سيناء	sinai, as in mount sinai
sinensis	سينينسيس	sinensis
sing	يغني	sing
sinh	ولد	genital
sip	رشفة	sip
sirô	شراب	name of a member
sistema	سيستيما	(proper noun) sistema
siu	سيو	siu
siêu	عظمى	super
siết	شد	to cut off (v.)
sky	سماء	sky
skype	سكايب	skype
skyteam	سكاي تيم	skyteam
sl	sl	sl
slav	سلاف	(proper noun) slav
slavơ	سلاف	slavic
slytherin	سليذرين	(proper noun) slytherin, as in salazar slytherin of the harry potter series
sm	سم	sm
smg	smg	smg
smith	سميث	smith
smithsonian	سميثسونيان	smithsonian
so	هكذا	compare
société	سوسيتيه	societe
socrates	سقراط	socrates
sohee	سوهي	a korean name
soho	سوهو	soho
soi	صوي	look/stare soi sáng=enlight
solaris	سولاريس	(proper noun) solaris
som	سوم	(proper noun) som, as in kampong som
somme	السوم	somme
sonata	سوناتا	sonata
song	أغنية	however (adv.)
sony	سوني	sony
soo	سو	soon
sophie	صوفي	(proper noun) sophie, a first name
sopwith	sopwith	a name
sorbonne	السوربون	sorbonne, the university in paris (n.)
sos	استغاثة	sos
soul	الروح	soul
soát	تحكم	control
soạn	يؤلف	compose
spears	الرماح	spears
spellman	إملائي	spellman
spence	سبنس	(proper noun) spence
spencer	سبنسر	(proper noun) spencer
spielberg	سبيلبرغ	(proper noun) spielberg, as in steven spielberg
sports	الرياضة	sports
sri	سري	(proper noun) sri, as in sri lanka
ss	ss	ss
st	ش	st.
stalingrad	ستالينجراد	stalingrad
stamford	ستامفورد	this is a name
stand	قف	stand
stanford	ستانفورد	stanford, as in stanford university
stanley	ستانلي	stanley
starr	ستار	a name
startin	تبدأ	bat dau
status	الوضع	status
stdc	شركة الاتصالات السعودية	stdc
stefan	ستيفان	stefan
steiermark	steiermark	steiermark
steiner	شتاينر	steiner
stelzer	stelzer	stelzer
stennis	ستينيس	stennis
stephen	ستيفن	stephen
stephenie	ستيفاني	"stephenie, as in stephenie meyer, author of ""twilight"""
sterling	الاسترليني	a name
steve	ستيف	steve
stevens	ستيفنز	(proper noun) stevens, as in amanda stevens
stevenson	ستيفنسون	stevenson
stevie	ستيفي	stevie
stewarthannah	ستيوارثانا	stewart/hannah
stf	stf	stf
stimson	المحفز	stimson, as in henry lewis stimson, former secretary of war
stockholm	ستوكهولم	a name
stones	الحجارة	stones
storting	ستورتس	storting
strasberg	ستراسبرغ	strasberg
strauss	شتراوس	strauss
street	الشارع	street
struct	هيكل	struct
stt	stt	order number
stuart	ستيوارت	stuart
stuttgart	شتوتغارت	(proper noun) stuttgart, a city in germany
styx	ستيكس	(proper noun) styx, as in the river styx
stéfano	ستيفانو	stefano
su	سو	condom
subakhi	subakhi	subakhi
suez	السويس	(proper noun) suez
suharto	سوهارتو	suharto
sukarno	سوكارنو	(proper noun) sukarno,  president of indonesia
sulfua	كبريتيد	sulfide
sulu	سولو	sulu
sum	المجموع	reunite
sumatera	سومطرة	sumatera
sumatra	سومطرة	(proper noun) the island of sumatra
sumitomo	سوميتومو	sumitomo
summer	الصيف	summer
summerslam	الصيف	(proper noun) summerslam
sun	الشمس	sun
sunday	الأحد	(proper noun) sunday
sung	التين	supplement
sunni	سني	sunni
sunsilk	صانسيلك	sunsilk, a hair products company
super	عظمى	super
suriname	سورينام	suriname
susan	سوزان	(proper noun) susan
susilo	سوسيلو	(proper noun) susilo
sutra	سوترا	sutra
suub	صوب	a name
suvp	suvp	suv-p
suy	ضعيف	decrease
suê	هكذا	lush
suôn	بسلاسة	smooth
suất	الإنتاجية	number
suối	تيار	stream
suốt	طوال الوقت	through/all over
suồng	على نحو سلس	overfamiliar
