$	dollar təşkil edib	dollar
predstaviti	indiki	represent
predstavlja	təmsil edir	represents
predstavljaju	təqdim etmək	represent
predstavljala	təmsil olunan	represented
predstavljalo	təmsil olunan	represented
predstavljao	təmsil olunan	represented
predstavljati	təmsil etmək	represent
predstavljen	təqdim etdi	presented
predstavnici	nümayəndələri	representatives
predstavnik	nümayəndəsi	representative
predstavnika	nümayəndəsi	representative
predstavničkog	nümayəndəsi	representative
preduzeća	şirkətlər	company
preduzeće	şirkəti	corporation
predvodio	rəhbərlik etdi	led
pregled	baxış-icmal	review
pregovora	danışıqlar	negotiations
pregovore	danışıqlar	negotiations
pregovori	danışıqlar	negotiations
prehrambena	yemək	food
prekid	fasilə	interruption
prekida	kəsir	break ups
preko	üzərində	over
prekršaj	cinayət	violation
prelaska	keçid	crossing
prelaza	keçidlər	crossing
prelazak	keçid	transition
prelaze	xaç	crossing
prelazi	kəsişir	becomes
prema	görə	to
premda	baxmayaraq	although
premijer	baş nazir	premier
premijera	baş nazir	premiere
preminuo	keçdi	decease
prenos	keçmə	transmition
prenosa	keçmə	broadcast
prenose	köçürmə	transfer
prenosi	köçürmələri	broadcast
preovladava	üstünlük təşkil edir	prevails
preovladavaju	üstünlük təşkil edir	prevailing
preporod	yenidən doğuş	renaissance
prepoznaje	tanıyır	recognizes
prepoznatljiv	tanınan	recognizable
prepoznatljive	tanınan	familiar
prepoznatljivi	tanınan	recognizable, known (recognizable suits better)
prerada	emal	processing
prerade	emal	process
preradu	emal	processing
preselio	köçürülüb	moved to
preskok	atmaq	jump
press	mətbuat	press
prestaje	dayanır	ceases
prestala	dayandı	stopped
prestanka	xitam	stopping
pretežito	əsasən	predominantly
pretežno	əsasən	predominantly
prethodne	əvvəlki	previous
prethodnim	əvvəlki	previous
prethodno	əvvəllər	prior
prethodnog	əvvəlki	preceding
pretpostavke	fərziyyələr	assumptions
pretpostavlja	fərz edir	presumes
pretraživači	axtarış motorları	browsers
pretvara	çevirir	turns
pretvaraju	çevirirlər	convert
preuzeo	götürdü	took over
preuzima	götürür	took over
preuzimanja	yükləmələr	taking
prevashodno	ilk növbədə	previously
previše	həddindən artıq çox	too much
prevladava	üstünlük təşkil edir	to be the most common climate type
prevlast	üstünlük	predominance
prevodi	tərcümələr	translation
prezentacija	təqdimat	presentation
prezime	soyad	surname
preći	keçmək	to cross
prečnika	diametr	diameter
pređe	iplik	cross
prešao	keçdi	changed
prešla	keçdi	crossed
prešli	keçdi	conquered
preživjeli	sağ qalanlar	survivors
pri	at	at
približava	yaxınlaşır	approaches
približno	təxminən	approximately
pridjev	sifət	adjective
pridružile	qatıldı	joined
pridružio	qatıldı	joined
pridružuje	qoşulur	joins
prihoda	gəlir	nature
prihode	gəlir	revenues
prihodi	gəlir	incomes
prihvata	qəbul edir	accepts
prihvataju	qəbul edin	accept
prihvatanje	qəbul	acceptance
prihvati	qəbul edin	accept
prihvatili	qəbul edildi	accepted
prihvatio	qəbul edildi	accepted
prihvatiti	qəbul etmək	approve
prihvaćen	qəbul edildi	accepted
prihvaćena	qəbul edildi	accepted
prijatelj	dost	friend
prijatelja	dostlar	friends
prijatelji	dostlar	friends
prijateljstva	dostluq	friendships
prije	əvvəl	before
prijedlog	təklif	proposal
prijedor	prijedor	prijedor (a city and municipality)
prijenos	keçmə	broadcast
prijestolje	taxt	throne
prijestolnica	kapital	capitol
prijetnjom	təhdid	threat
prijetnju	təhdid	threat
prijevod	tərcümə	translation
prijevoz	nəqliyyat	transportation
prikaz	ekranı	display
prikaza	ekranı	presentation
prikazan	göstərilib	shown
prikazana	göstərilib	shown
prikazati	göstərmək	show
prikazivanja	göstərən	broadcast
prikazivanje	göstərən	displaying
prikazu	ekranı	view
prikazuje	göstərir	show
prikazuju	şou	show
priključuje	bağlayır	join
prilika	fürsət	opportunity
prilikama	imkanlar	occasions
prilike	imkanlar	situation
prilikom	münasibətilə	occasion
priliku	fürsət	occasion
prilično	yaraşıqlı	rather
prilog	qoşma	contribution
prilozi	əlavələr	adverbs
prima	prima	receives
primaju	alırlar	receive
primarna	ibtidai	primary
primarne	ibtidai	primary
primarni	ibtidai	primary
primarno	ilk növbədə	primary
primio	alınıb	received
primirja	barışıq	truce
primirje	barışıq	truce
primitivizam	primitivizm	primitivism
primjena	tətbiqi	application
primjene	tətbiqi	application
primjeni	müraciət edin	application
primjenjuje	tətbiq olunur	applied
primjenjuju	müraciət edin	applied
primjenu	tətbiqi	application
primjer	nümunə	example
primjera	misallar	examples
primjeraka	nüsxə	samples
primjeri	misallar	examples
primjerice	misal üçün	for example
primjeru	nümunə	example
primjećuje	qeydlər	notices
primorje	sahil	seaside
primorju	sahil	coast
primus	primus	primus
princ	şahzadə	prince
princeza	şahzadə	princess
princeze	şahzadə	princess
princip	prinsipi	principle
principa	prinsipi	principals
principe	prinsipləri	principles
principi	prinsipləri	principles
principima	prinsipləri	principles
principu	prinsipi	principle
print	çap	print
pripada	məxsusdur	belongs
pripadaju	aiddir	belong
pripadala	aiddir	belonged to
pripadali	aiddir	belonged
pripadalo	aiddir	belonged
pripadao	aiddir	belonged
pripadnici	üzvləri	aliens
pripadnik	üzvü	member
pripadnika	üzvləri	members
pripadnost	mənsubiyyət	affiliation
pripadnosti	mənsubiyyət	affiliation
pripaja	bağlayır	merges
pripisuje	atributları	attributed
pripovijetke	hekayələr	story
priprema	hazırlıq	preparation
pripremaju	hazırlamaq	preparing
pripreme	hazırlıqlar	preparations
pripremu	hazırlıq	preparation
priroda	təbiət	nature
prirode	təbiətin	nature
prirodi	təbiət	nature
prirodna	təbii	natural
prirodne	təbii	natural
prirodni	təbii	natural
prirodnih	təbii	natural
prirodnim	təbii	natural
prirodno	təbii olaraq	naturally
prirodnog	təbii	natural
prirodnu	təbii	natural
prirodu	təbiət	nature
prisilio	məcbur	forced
pristup	giriş	access
pristupa	giriş	access
prisustva	varlığı	presence
prisustvo	varlığı	presence
prisustvu	varlığı	presence
prisutan	indiki	present
prisutna	indiki	present
prisutne	indiki	present
prisutni	indiki	present
prisutno	indiki	present
prisutnost	varlığı	attendance
prisutnosti	varlığı	presence
pritisak	təzyiq	pressure
pritiska	təzyiq	pressure
pritiskom	basaraq	pressure
pritisku	təzyiq	pressure
pritoke	qolları	tributaries
pritom	bunu edərkən	during
privatna	özəl	private
privatne	özəl	private
privatni	özəl	private
privatnih	özəl	private
privatno	özəl	privately
privatnog	özəl	private
privreda	iqtisadiyyat	economy
privrede	iqtisadiyyat	undustry
privredi	iqtisadiyyat	economy
privredna	iqtisadi	privredna
privredne	iqtisadi	economic
privredni	iqtisadi	economic
privrednih	iqtisadi	industry
privrednim	iqtisadi	economic
privredno	iqtisadi cəhətdən	economic
privrednog	iqtisadi	industrial
privrednom	iqtisadi	economic
privredu	iqtisadiyyat	economy
privremeno	müvəqqəti	temporarily
privređivanja	biznes	earning money
priznaje	etiraf edir	admits
priznaju	etiraf edirlər	recognize
priznala	qəbul etdi	confessed
priznanja	tanınması	recognition
priznanje	tanınması	acknowledgment
priznao	qəbul etdi	admitted
priznat	tanınıb	accepted
priznata	tanınıb	accepted
priznati	etiraf etmək	admit
priznavanje	tanınması	admittance
priča	hekayə	story
priče	hekayələr	story
priču	hekayə	story
priština	priştina	prishtina
pro	pro	pro
probavni	həzm	digestive
probavnom	həzm	digestive
problem	problem	problem
problema	problemlər	problem
probleme	problemlər	problems
problemi	problemlər	problems
problemima	problemlər	problems
procenat	faiz	percentage
proces	proses	process
procesa	proses	process
procese	proseslər	processes
procesi	proseslər	processes
procesima	proseslər	processes
procesor	prosessor	processor
procesora	prosessor	processor
procesu	proses	process
procjenama	qiymətləndirir	estimates
procjene	qiymətləndirir	evaluations
procjeni	qiymətləndirilməsi	estimation
procjenjuje	qiymətləndirir	it is estimated
prodaja	satış	sales
prodaje	satış	sell
prodaju	satış	sale
prodat	satmaq	sold
prodati	satmaq	sell
producent	istehsalçı	producer
produkcija	istehsal	production
produkcije	istehsal	production
produkciju	istehsal	production
produkt	məhsul	product
prof	prof	prof.
profesor	professor	professor
profil	profil	profile
proglasili	elan etdi	declared
proglasio	elan etdi	declared
proglašava	elan edir	declares
proglašen	elan etdi	named
proglašena	elan etdi	declared
proglašenja	elanlar	pronounced
proglašenje	elan	announcement
program	proqramı	program
programa	proqramı	program
programe	proqramlar	program
programer	proqramçı	programmer
programi	proqramlar	programs
programima	proqramlar	programs
programiranja	proqramlaşdırma	programming
programiranje	proqramlaşdırma	programming
programski	proqramlı şəkildə	program
programskih	proqram təminatı	program
programskog	proqram təminatı	program
programskom	proqram təminatı	program
programu	proqramı	program
proizlazi	yaranır	derive
proizvod	məhsul	product
proizvoda	məhsul	products
proizvode	məhsullar	produce
proizvodi	məhsullar	produce
proizvodima	məhsullar	products
proizvoditi	istehsal edir	produce
proizvodni	istehsal	production
proizvodnih	istehsal	production
proizvodnja	istehsal	production
proizvodnje	istehsal	production
proizvodnji	istehsal	production
proizvodnjom	istehsal	production
proizvodnju	istehsal	production
proizvodnog	istehsal	production
proizvođač	istehsalçı	producer
proizvođača	istehsalçı	producers
proizvođači	istehsalçıları	manifacturers
projekat	layihə	project
projekata	layihələr	"so that for the majority of the serbs ""otadžbinski"" ""and for the majority croat ""domovinski"" war, though it is true that the war was conducted for the sake of objectives great state projects of neighboring countries. pioneer theater of the 60s is forming a professional company, changed its name to the theater for youth, and begins with placing all the more ambitious projects which are not intended only to the youngest, but strive to animate as broad groups of young people. there are three main characteristics of the wikipedia project, which together regulate its role on the internet."
projekt	layihə	project
projekta	layihə	project
projekti	layihələr	projects
projektu	layihə	project
prokurativama	prokurorlar	prokurative
prolaz	keçid	passage
prolaze	keçmək	going trough
prolazi	keçir	passes
proljeća	bahar	spring
proljeće	bahar	spring
promet	trafik	traffic
prometa	trafik	traffic
prometijum	prometium	promethium
prometu	trafik	traffic
promijenila	dəyişdi	changed
promijenio	dəyişdi	changed
promijeniti	dəyişmək	change
promjena	dəyişmək	changes
promjenama	dəyişir	changes
promjene	dəyişir	changes
promjenu	dəyişmək	change
pronalazi	tapır	finds
pronaći	tapmaq	find
pronađen	tapdı	found
pronađena	tapdı	found
pronađene	tapdı	found
pronađeni	tapdı	found
propast	uçurum	ruin
propasti	qiyamət	collapse
propisima	qaydalar	regulations
prosjeku	orta	average
prosječna	orta	average
prosječne	orta	average
prosječni	orta	average
prosječno	orta	average
prosječnom	orta	average
prostirala	yayılma	stretches
prostire	uzanır	stretches
prostor	boşluq	space
prostora	boşluq	space
prostore	boşluq	areas
prostori	boşluqlar	premises
prostorima	boşluqlar	spaces
prostoru	boşluq	space
proteina	zülal	protein
proteini	zülallar	proteins
proteklih	keçmiş	past
protestanti	protestantlar	protestants
protestantizam	protestantizm	protestantism
proteže	uzanır	prosthetic
protiv	əleyhinə	against
protivnici	əleyhdarları	opponents
protivnik	rəqib	rival
protivnika	rəqib	rival
protivnički	mübahisəli	opposing
protivničkog	düşmənin	opposing
protivnom	başqa cür	otherwise
protiče	axır	flows
protjerani	qovulub	expelled
protok	axın	flow
protokol	protokolu	protocol
protokola	protokolu	protocol
protokoli	protokollar	protocols
proučava	tədqiqatlar	study
proučavaju	öyrənmək	studying
proučavanja	tədqiqatlar	studying
proučavanje	öyrənmək	studing
proučavanjem	öyrənərək	teaching
provela	sərf etmişdir	enforced
proveo	sərf etmişdir	translated by
provincija	vilayət	province
provincijama	əyalətlər	provinces
provincije	əyalətlər	province
provinciji	vilayət	province
provjera	yoxlamaq	checking
provjere	yoxlayır	testing
provodi	aparır	conducts
provođenje	həyata keçirilməsi	conduction
proza	nəsr	prose
prozi	nəsr	prose
prozor	pəncərə	window
proći	keçmək	pass
prođe	keçir	pass
prošao	keçdi	passed
proširenja	uzantılar	expansion
proširenje	genişlənməsi	spreading
proširila	genişlənmişdir	expanded
proširio	genişlənmişdir	spread
prošla	keçdi	pass
prošlo	keçdi	passed
prošlog	keçmişin	past
prošlost	keçmiş	past
prošlosti	keçmişin	past
prsten	üzük	ring
pruga	dəmir yolu	railroad
pruge	zolaqlar	railway line
pruska	prussiya	prussia
pruskog	prussiya	pruskog
pruža	təmin edir	provides
pružaju	təmin etmək	provide
prva	əvvəlcə	first
prvaci	çempionlar	winners
prvaka	çempion	champion
prve	əvvəlcə	first
prvenstva	çempionatlar	championships
prvenstveno	ilk növbədə	primarily
prvenstvo	çempionat	championship
prvenstvu	çempionat	championship
prvi	əvvəlcə	first
prvih	əvvəlcə	first
prvim	əvvəlcə	first
prvo	əvvəlcə	first
prvobitno	ilkin olaraq	originally
prvog	birinci	first
prvoj	birinci	first
prvom	əvvəlcə	first
prvu	birinci	first
psihologija	psixologiya	psychology
ptica	quş	bird
ptice	quşlar	birds
public	ictimai	public
publici	tamaşaçı	audience
publika	tamaşaçı	audience
publike	tamaşaçı	audience
publiku	tamaşaçı	audience
puca	zərbələr endirir	shoots
puka	vurmaq	regiment
pukovnik	polkovnik	colonel
puli	puli	pula
pumpa	nasos	pump
pumpe	nasoslar	pump
pun	pun	full
puna	dolu	full
pune	şam	full
punih	dolu	full
punim	dolu	full
punk	punk	punk
puno	çox	many
punu	dolu	full
pustinja	səhra	desert
pustinje	çöllər	desert
put	yol	road
puta	dəfə	road
putem	yol	through
puteva	yollar	ways
putevi	yollar	roads
putne	səyahət etmək	travel
putnici	sərnişinlər	travelers
putovanja	səyahət etmək	travels
putovanje	səyahət etmək	travel
putu	yol	path
putuje	səyahət edir	travels
puše	zərbələr	blows
pušenja	siqaret çəkmək	pusenje (zabranjeno pusenje - band)
pušenje	siqaret çəkmək	smoking
puškin	puşkin	pushkin
px|a	px | a	px/a
p|pobjednik	p | qalib	winner
p|prvak	p | çempion	as
pčela	arı	bee
pčelarstvo	arıçılıq	bee keeping
pčele	arılar	bees
pčelinjak	arıçı	apiary may also be conventional and organic. setup of the apiary: not allowed to set up  apiary near the highway, railway or airport, on distance less than  50 meters of air line.
pšenica	buğda	crops
q	q	q
quad	dördüncü	quad
queen	kraliça	queen
queena	kraliça	queen
quichémam	quichémam	quichemam
quijote	quijote	quijote
r	r	r
ra	ra	ra
rad	işləmək	work
rada	işləmək	work
rade	işləmək	work
radi	işləyir	work
radija	radio	radio
radijallahu	radijallahu	radi allahu (islamic word, cannot be translated)
radijan	radian	radian
radije	əksinə	rather
radijski	radio	radio
radila	işləyib	worked
radili	işləyib	worked
radilice	krank mili	crankshafts
radilo	işləyib	was working about
radio	radio	radio
radiotelevizije	radio və televiziya	radio and television
raditi	işləmək	work
radna	işləyir	work
radne	işləyir	work
radnici	işçilər	workers
radnik	işçi	worker
radnika	işçilər	workers
radnički	işləyir	workers'
radnja	fəaliyyət	shop
radnje	tədbirlər	action
radnju	fəaliyyət	action
rado	məmnuniyyətlə	gladly
radom	işləmək	work
radova	işləyir	works
radove	işləyir	works
radovi	işləyir	works
radovima	işləyir	works
radu	işləmək	work
rafinerija	emalı zavodu	refinery
ragbi	reqbi	rugby rugby
raj	cənnət	heaven
raja	cənnət	heaven
rak	xərçəng	cancer
raka	xərçəng	cancer
ram	ram	ram
rama	çərçivə	frame
