$	ps	dollar
представљају	representar	represent
представљање	presentación	representation
представљен	presentado	presented
предсједник	presidente	president
предузећа	compañías	company
предузеће	empresa	company
предузећима	compañías	corporation
предњи	frente	front
преживели	sobrevivientes	survivors
презентација	presentación	presentation
презиме	apellido	last name
презимена	apellidos	last name
прекид	descanso	break
прекида	interrumpe	break
преко	a través de	over
прекршај	ofensa	violation
прелаз	transición	transition
прелаза	transiciones	crossing
прелазак	transición	crossing
прелазе	cruzando	cross
прелази	cruces	exceed
преласка	cruce	transition
према	de acuerdo a	to
преминуо	fallecido	died
премијер	primer ministro	prime minister
премијера	primer ministro	premiere
пренос	transmisión	transmission
преноса	transmisión	broadcast
преносе	transferir	transmit
преноси	transferencias	informing
преостале	restante	left over
преостали	restante	the remaining
преосталих	restante	the remaining
препис	transcripción	transcript
препрека	obstáculo	obsticle
прес	pres	press
пресвете	santísimo	most holy
преселила	movido	moved
преселио	movido	move
престала	detenido	ceased
престао	detenido	stopped
престаје	paradas	ends
престо	trono	throne
престола	trono	throne
престолонаследника	heredero al trono	crown prince
престоница	la capital	capitol
престонице	la capital	capital
престоници	capitales	capital
престоницу	la capital	capital of
претвара	convierte	turns
претворио	convertido	converted
претежно	principalmente	mostly
претензије	reclamación (es	pretension
претпоставка	suposición	assumption
претпоставља	asume	assumed
претраживач	navegador	searcher
претрпела	sufrió	suffered
претходне	anterior	previous
претходник	predecesor	predecessor
претходника	predecesor	predecessor
претходних	anterior	past
претходно	anterior	previously
претходног	anterior	previous
претходном	anterior	last
преузела	se hizo cargo	took over
преузели	descargado	took over
преузео	se hizo cargo	take over
преузима	toma	take over
преузме	tomar el control	take over
прехрамбена	comida	food
преци	atravesar	ancestry
прецизно	precisamente	precisely
прешао	cruzado	moved
прешла	cruzado	has crossed
прешли	cruzado	crossed
пређе	hilo	cross
при	a	where
