$	usd	american dollar symbol
தாழ்த்தப்பட்ட	nomākts	backward class
தாழ்ந்த	zemāks	backward class
தாழ்வான	gallejs	lower land
தாவர	augs	biology
தாவரங்களில்	augos	in plants
தாவரங்களை	augi	plants
தாவரங்கள்	augi	vegetation
தாவரம்	stādītājs	plants
தாவரவியல்	botānika	biology
தி		the
திகதி	ieslēgts	date
திகழும்	pacelšanās	bearing a good name
திகழ்கின்றன	ir	acts as an instrument
திகழ்கிறது	iekļauts	contains
திகழ்ந்த	bija	best of all
திகழ்ந்தது	bija	was
திகழ்ந்தார்	komplekts	already he knows
திங்கள்	pirmdien	monday
திசு	audu	cell
திசுக்கள்	salvetes	cells
திசுள்	ticul	cell
திசை	virziens	direction
திசைகளிலும்	norādījumi	directions
திசையில்	virziens	in direction
திசைவி	maršrutētājs	thumbright
திசைவேகம்	ātrums	speed of velocity
திட	ciets	a standard
திடீர்	pēkšņi	suddenly
திட்ட	projekts	plan
திட்டங்களின்	shēmas	plannings
திட்டங்களை	plāni	plans
திட்டங்கள்	projekti	plans
திட்டத்தின்	shēma	scheme
திட்டத்தில்	projektā	project
திட்டத்தை	programma	plan
திட்டமிடல்	plānošana	planning
திட்டமிட்ட	plānots	planned
திட்டம்	programma	plan
திணிவு	masas	circumferce
திணை	josta	belt
திணைமண்டலம்	josta	part
திண்ம	ciets	solid
தினசரி	katru dienu	daily
தினமணி	pts	dinamani
தினமலர்	nb!	daily malar
தினமும்	katru dienu	daily
தினம்	diena	daily
திபெத்	tibeta	tibet
திபெத்தின்	tibetas	of tibet
திப்பு	tipu	a title given to king
திமிங்கிலங்கள்	vaļi	whales
திமிங்கிலம்	valis	whale
திமுக	dmk	dmk a political party
திமுகவின்	dmk	dmk, a political party
திரட்டி	mobilizēšana	join
திரள்கள்	sēkļi	swarms
திரவ	šķidrums	fluid
திரவம்	šķidrums	liquid
திராவிட	dravida	socity
திராவிடக்	dravidiāns	dravida
திராவிடம்	dravidams	pradesh to
திராவிடர்	dravida	dravidas
திராவிடர்களை	dravidiāns	dravidians
திராவிடர்கள்	dravidieši	dravidians
திரு	kungs	mr.
திருகோணமலை	trincomalee	thirugonamalai
திருக்குர்ஆன்	korāns	qur'an
திருக்குறள்	pls	thirukkural
திருக்கோணமலை	trincomalee	thirukona malai
திருக்கோணமலையில்	trincomalee	in casualty
திருக்கோயில்	templis	temple
திருச்சபை	baznīca	church
திருச்சபைகள்	baznīcas	churches
திருச்சபையின்	sv	chruch
திருச்சி	trišī	thiruchi
திருச்சிராப்பள்ளி	tiruchirappalli	trichirapalli
திருத்தங்களை	labojumi	amendments
திருத்தங்கள்	labojumi	correction
திருத்தப்பட்ட	modificēts	corrected
திருத்தம்	labojums	correction
திருநாள்	cum	good day
திருநாவுக்கரசு	thirunavakarasu	thirunavukkarasu a tamil name
திருநெல்வேலி	tirunelveli	thirunelvelli
திருப்பதி	tirupati	thirupathi a holy temple in andhra pradesh
திருப்பி	atgriezties	return
திருப்பூர்	tirupurs	tirupur a district in tamil nadu
திருமகள்	thirumagal	lakshmi
திருமண	kāzas	marriage or wedding
திருமணங்கள்	kāzas	marriage
திருமணத்திற்கு	kāzas	marriage
திருமணம்	kāzas	marriage
திருமலை	tirumala	tirumala
திருமால்	pēc atgriešanās	thirumal a vainava god
திருமுறை	thirumurai	deuterocanonical
திருமுறைகள்	thirumurai	tirumuraikal
திருமுழுக்கு	baptists	for tirumul
திரும்ப	atgriezties	repete
திரும்பவும்	atgriezties	again
திரும்பி	atgriezties	return back
திரும்பினார்	atgriezās	returned
திரும்பிய	atgriešanās	return
திருவண்ணாமலை	thiruvannamalai	thiruvannamalai
திருவள்ளுவர்	tiruvalluvara	thiruvalluvar
திருவாதிரை	betelgeuse	astrology word
திருவாரூர்	thiruvarur	thiruvaroor
திருவாலங்காட்டுச்	tiruvalankattuc	thiruvalangkadu is a place in tamilnadu
திருவிடைமருதூர்	thiruvidaimarudur	thiruvidaimaruthoor
திருவிளையாடல்	thiruvilayadal	thiruvilayadal, the work of lord siva
திருவிழா	festivāls	festival
திரை	ekrāns	screen
திரைப்பட	filma	relating to films
திரைப்படங்களின்	filmas	feature films
திரைப்படங்களில்	filmās	in cinema
திரைப்படங்களுக்கு	filmas palīdzība	movies for
திரைப்படங்களை	filmas	films
திரைப்படங்கள்	filmas	films
திரைப்படத்	filma	feature film
திரைப்படத்தில்	filmā	film
திரைப்படத்துறை	hahahaha	film industry
திரைப்படத்துறையில்	hahahaha	cinema deportment
திரைப்படமான	filma	movie
திரைப்படம்	filma	films
திரையிடல்	pārmeklēšana	picture
திறந்த	atvērt	open
திறந்து	atveriet	open
திறனில்	jauda	skills
திறனும்	spēj	efficient
திறனுள்ள	spēj	talented
திறனை	potenciāls	efficiency
திறன்	jauda	efficiency
திறன்களை	prasmes	strength
திறமை	talants	ability
திறம்பட	efektīvi	indeligent
திறவுகோல்	atslēga	key
திறை	tribute	tax
திலகம்	tilaks	a title given to actors in tamil
தில்	dil	dhil
தில்லி	deli	delhi
தீ	uguns	fire
தீக்குச்சி	drošības mačs	match box
தீங்கு	kaitīgs	harm
தீன்	deena	teen
தீபம்	lāpa	lightened
தீபாவளி	diwali	deepawali
தீய	ļaunums	bad
தீர்க்க	atrisini	solve
தீர்க்கும்	risināšana	to find a solution
தீர்ப்பு	spriedums	judgement
தீர்வு	risinājums	solution
தீர்வை	izlīgums	decision
தீவினர்	islander	islander
தீவின்	sala	islands
தீவிர	nopietni	heavily
தீவிரமாக	nopietni	seriously
தீவிரமான	nopietni	severe
தீவிரவாதம்	ekstrēmisms	terrorism
தீவில்	ugunī	in island
தீவு	sala	island
தீவுகளின்	salas	deep
தீவுகளில்	salas	in islands
தீவுகளை	salinieki	islands
தீவுகளையும்	salas	islands
தீவுகள்	salas	island
தீவுக்	arhipelāgs	island
துகள்	daļiņa	particle
துகள்கள்	daļiņas	particles
துக்கம்	sērošana	sorrow
துடுப்பாட்டம்	sikspārnis	cricket
துணி	audums	cloth
துணை	atbalstot	partner
துணைக்	piederumi	sub
துணைக்கண்டத்தின்	subkontinents	sub continent
துணைப்	atbalstot	assistant
துணையாக	papildinājums	to be helpful
துணையுடன்	ar	with the help of
துண்டு	sloksne	pit
துண்டுகளாக	gabali	small pieces
துண்டுகள்	dvieļi	segments
துத்தநாகம்	cinks	zink
துன்பம்	bēdas	suffering
துன்பியல்	traģēdijas	sorrows
துபாய்	dubaija	dubai
துபை	dubaija	dubai
துப்பரவான	tīrs	intelligence
துரித	ātri	fast
துரிதமாக	ātri	hurriedly
துருக்கி	turcija	turkey
துருவ	polārs	rays
துறந்து	atteikšanās	to be left
துறை	nodaļa	department
துறைகளின்	nozares	ports or departments
துறைகளிலும்	pastaigas	depatment
துறைகளில்	nozares	departments
துறைகளும்	departamenti	department
துறைகளை	departamenti	department
துறைகள்	departamenti	departments
துறைமுக	ostas	ship
துறைமுகத்தில்	osta	harbour
துறைமுகமாக	osta	port
துறைமுகம்	osta	ports
துறையாக	rūpniecība	department
துறையாகும்	disciplīna	department
துறையின்	nodaļa	industry
