$	ps	dollar
బహురూప	polimórfico	multi form
బహుళ	múltiple	lot ot
బహువిధి	multitarea	multi task
బహుశా	probablemente	may be
బాంక్	banco	bank
బాంధవ్యాలు	relaciones	relationships
బాంబే	bombay	bombay city
బాక్టీరియా	las bacterias	bactiria
బాక్టీరియాల	las bacterias	bacterias
బాక్టీరియాలు	estafilococos	bacteria
బాగా	bien	very
బాటలు	pasarelas	ways, pavements
బాటసారి	caminante	traveller
బాటు	canto	way
బాణం	flecha	bow arrow
బాతినా	batina	bathina
బాదం	almendra	almond
బాదామి	almendras	badhami
బాధ	pie	pain
బాధలు	sufrir	troubles
బాధ్యత	responsabilidad	responsibility
బాధ్యతను	responsabilidad	responsibility
బాధ్యతలను	responsabilidades	responsibilities
బాధ్యతలు	obligaciones	responsibilities
బానిస	adicto	slave
బాపట్ల	bapatla	bapatla
బాపు	babu	baapu
బాప్తీస్మము	bautismo	intrest
బాబరు	babar	babaru
బాబర్	babur	babar
బాబా	baba	baba
బాబాను	.pero	to baba
బాబాసాహెబ్	babasaheb	baba saheb
బాబు	babu	name of a person/small boy
బారి	barry	heavy
బారిన	infectado	exposed to
బార్	bar	bar
బాల	niño	bala
బాలకృష్ణ	balakrishna	balakrishna
బాలల	niños	childrens
బాలశిక్ష	manual	balasiksha
బాలా	bala	baala
బాలీవుడ్	bollywood	bollywood
బాలుడు	chico	boy
బాలుని	chico	child
బాల్	pelota	ball
బాల్య	infancia	childhood
బాల్యం	infancia	childhood
బాల్యము	infancia	childhood
బాషలలో	medio	in languages
బాసర	basora	baasara
బాస్కెట్	cesta	basket
బాహ్య	externo	outer
బి	si	b
బిందువు	punto	drop
బిందువులు	gotas	drops
బిగ్	grande	big
బిడ్డ	bebé	baby
బిడ్డను	ly	baby
బిడ్డలు	niños	sons
బియ్యం	arroz	rice
బిరుదు	título	honour (medal)
బిరుదులు	títulos	titles
బిర్లా	birla	birla
బిలియన్ల	miles de millones	billions
బిల్	cuenta	bill
బిల్డింగ్	edificio	building
బిల్లు	cuenta	bill
బిస్కెట్లు	galletas	bisuits
బిహారీ	bihari	bihari
బీ	abeja	b
బీచ్	playa	beach
బీజింగ్	beijing	beijing
బీటలు	rupturas	tracks
బీటా	beta	beta
బీబీసి	bbc	bbc
బీహార్	bihar	bihar
బుండేస్టాగ్	el bundestag	bundestag
బుక్	libro	book
బుక్క	bukka	bukka
బుగ్గ	primavera	cheek
బుద్ధ	buda	buddha
బుద్ధుడు	buda	budhha
బుద్ధుని	buda	budha
బుధ	mercurio	mercury
బుధుడు	mercurio	mercury
బుల్లోడు	bulloda	bullodu
బూట్	bota	boot
బూడిద	gris	ash
బూరెలు	boorelu	boorelu
బూర్గుల	burgula	name of a village in andhra pradesh state in india
బృందం	equipo	group
బృహత్తర	perspectiva	master
బృహస్పతి	júpiter	mars
బెంగళూరు	bangalore	bangalore
బెంగాలీ	bengalí	bengali
బెంగాలు	bengala	bengal
బెంగాల్	bengala	bengal
బెజవాడ	bezawada	bejawada
బెరడు	ladrar	bark
బెర్న్	berna	bern
బెర్ముడా	islas bermudas	bermuda
బెర్లిన్	berlina	berlin
బెల్జియం	bélgica	belgium
బెల్జియంలో	bélgica	belgium
బెల్జియన్	belga	belgion
బెల్లం	azucar de palmera	jaggery
బే	me gusta	bay
బేతాళ	betala	betala
బేతాళుడు	ogro	bethaludu
బేసిక్	básico	basic
బేస్	béisbol	base
బైట్	cebo	byte
బైనరీ	binario	binary
బైబిలు	biblia	bible
బైబిల్	biblia	bile
బొంబాయి	bombay	bombay
బొగ్గు	carbón	coal
బొటానికల్‌	botánico	botanical
బొడ్డు	barriga	navel
బొప్పాయి	papaya	papaya fruit
బొబ్బిలి	bobbili	bobili
బొమ్మ	imagen	picture
బొమ్మను	imagen	picture
బొమ్మల	cifras	toys
బొమ్మలను	juguetes	toys
బొమ్మలు	juguetes	toys
బోధన	enseñando	teaching
బోధనల	enseñanzas	teachings
బోధనలను	enseñanzas	lectures
బోధనలలో	enseñanzas	in teachings
బోధనలు	enseñanzas	lectures
బోధనా	enseñando	teaching
బోధన్	bodhan	bodhan
బోధి	enseñando	bodhi
బోధించాడు	enseñó	taught
బోధించిన	predicado	taught
బోర్డు	tablero	board
బోర్డ్	tablero	board
బోసు	bose	bose
బోస్	bose	bose
బోస్టన్	bostón	boston
బోస్టన్‌లో	bostón	boston
బౌద్ధ	budista	budha
బౌద్ధం	budismo	buddhism
బౌద్ధంలో	budismo	in budhism
బౌద్ధమత	budismo	budhist religion
బౌద్ధమతం	budismo	buddhism
బౌద్ధానికి	budista	bud
బౌద్ధులు	budistas	budhists
బౌలింగ్	bolos	bowling
బ్యాంకింగ్	bancario	banking
బ్యాంకు	banco	bank
బ్యాంక్	banco	bank
బ్యాక్	espalda	back
బ్యాట్స్	el murciélago	bats
బ్యాట్స్‌మెన్	bateador	batsman
బ్యూరో	oficina	beuro
బ్రతుకు	en vivo	live
బ్రదర్స్	hermanos	brothers
బ్రహ్మ	brahma	brahmma
బ్రహ్మం	brahmam	brahmam
బ్రహ్మంగారి	brahmangari	brahmamgari
బ్రహ్మంగారు	brahmangaru	brahmam
బ్రహ్మకు	brahmaku	lord brahma
బ్రహ్మచారి	soltero	bachelor
బ్రహ్మదేవుడు	brahma	brahma god
బ్రహ్మను	brahma	brahma
బ్రహ్మపుత్ర	brahmaputra	bhramaputhra
బ్రహ్మము	brahmán	lord brahma
బ్రహ్మాండ	universo	universal
బ్రహ్మాండమైన	maravilloso	wonderful
బ్రహ్మాది	brahmaadi	lord brahma
బ్రహ్మానంద	brahmananda	brahmananda(name)
బ్రాహ్మణ	brahmán	brahmin
బ్రాహ్మణులు	brahmanes	brahmins
బ్రాహ్మీ	brahmi	brahmi
బ్రిటన్	reino unido	britan
బ్రిటానికా	britannica	britanica
బ్రిటిషు	británico	british
బ్రిటిష్	británico	british
బ్రిటిష్‌	británico	british
బ్రిటీష్	británico	british
బ్రెజిల్	brasil	brazil
బ్రెడ్	pan de molde	bread
బ్రౌన్	marrón	brown (name of a person)
బ్లడ్	sangre	blood
బ్లాక్	negro	black
బ్లాగరులు	bloggers	bloggers
బ్లాగు	blog	blog
బ్లాగుకు	blog	blogs
బ్లాగుల	blogs	of blogs
బ్లాగులను	blogs	blogs
బ్లాగులు	blogs	blogs
బ్లాగులో	blog	blogs
బ్లాగుల్లో	blogs	blogs
భ	diapositivas	bha
భంగిమ	postura	pose
భంగిమలో	pose	bangima
భక్త	bhakta	devotee
భక్తి	devoción	pray
భక్తితో	devoción	with devotion
భక్తిని	devoción	worshiper
భక్తుడు	santificar	pray
భక్తుల	devotos	devotees
భక్తులకు	devotos	worshipers
భక్తులను	devotos	devotees
భక్తులు	devotos	worshipers
భగవంతుడు	dios	god
భగవంతుని	deidad	god's
భగవంతునికి	dios	to god
భగవద్గీత	gita	bagawath geetha
భగవానుడు	shiva	god
భగవానుని	señor	god
భగవాన్	señor	god
భజన	bhajan	worship
భజనలు	bhajans	hindu devotional songs
భట్టిప్రోలు	bhattiprolu	bhattiprolu
భట్టు	seda	bhattu
భద్ర	bhadra	bhadra
భద్రకాళి	bhadrakali	bhadra kali
భద్రత	seguridad	security
భద్రతా	seguridad	security
భద్రాచల	bhadrachala	badrachalam
భద్రాచలం	bhadrachalam	badrachalam (a place in ap, india)
భమిడిపాటి	bhamidipati	bamidipati (first name)
భయం	miedo	fear
భయంకర	horrible	horrible
