$ tỉ	milyar dolar	$ billion
yurt	yurt	yurt
yên	yen	peace or stillness (n.)
yêu	aşk	love
yếm	göğüslük	tender
yến	kuş yuvası	a type of swallow (n.)
yết	listelenen	yet
yếu	zayıf	mainly
yểm	kapak	support
yển	para transferi yapıldı	"is a name meaning, ""bird"""
yểu	zamansız	"(term should be ""yểu điệu"") graceful (adj.)"
z	z	z
zac	zac	zac
zambia	zambia	(proper noun) zambia, as in the nation
zealand	zelanda	(proper noun) zealand, as in new zealand
zedong	zedong	mao zedong
zero	sıfır	zero
zeus	zeus	zeus
zheng	zheng	zheng
zhukmse	zhukmse	zhuk-mse
zimbabwe	zimbabwe	zimbabwe
zinedine	zinedine	(proper noun) zinedine
zing	vınlama	zing, as in the website
zoe	zoe	zoe
zurich	zürih	(proper noun) zurich
zürich	zürih	(proper noun) zurich, as in zurich, switzerland
|nguyễn	| nguyen	a common vietnamese last name
|nổi	| yüzen	"(term should be ""nổi"") to float (v.)"
|petya	| petya	(proper noun) petya
|tên	| isim	"(should be ""tên"") name (n.)"
|việt	| vietnamca	vietnam
 kg	kg	kg
 triệu	milyon	million
 °c	° c	degrees celsius
°đến	° ila	up to
°độ	° derece	degree
×	x	x
ào	yüksek sesle	rush
á	á	asia
ác	kötülük	evil
ách	boyunduruk	yoke (n.)
ái	sadaka	ai
ám	ima	(with the word chi) to hint at
ánh	ışık	light
áo	ceket	clothe
áohung	aohung	"(term should be ""Áo-hung"") austria-hungary"
áp	basınç	"(term should be ""huyết áp"") blood pressure (n.)"
áâu	aau	eurasian
â	â	a vietnamese vowel sound
âm	ses	vagina
ân	zarafet	deed
én	kırlangıç	swallow
ép	sıkmak	press
êgê	ege	aegean
êm	düzgünce	smooth
ích	ek	benefit
ílam	ilam	tamil language name for the island of sri lanka
ít	az	less
île	île	Île, as in Île de la cité, france
îledefrance	île-de-france	ile-de-france
ðiều	makale	article
ðài	dai	taiwan
ðường	karayolu	a road
ðảng	değerli	party
ðức	almanya	"Đức, a common vietnamese first name; means ""virtue"""
ó	ó	(with the word la) to boo down
óc	beyin	brain
óng	ong	"(term should be ""óng ả"") flexible"
ôi	bayatlama	"vietnamese version of the exclamation ""oh"""
ôm	sarılmak	hug
ôn	yorumu	peaceful (on hoa)
ông	sen	a man (n.)
ôtô	otomobil	car
ôxi	oksijen	oxygen
ôxy	oksijen	the element oxygen (n.)
ôxít	oksit	oxide
ôzôn	ozon	ozone
ùn	reçel	congest
úng	su basması	flood
úp	yüz aşağı	upside
úy	kaptan	"(term should be ""thiếu úy"") second lieutenant (n.)"
ý	yorumlar	italian
ăn	yemek	eat
ăng	anten	antenna
ăngten	anten	antenna
đa	çok	majority
đai	bant	"(term should be ""Đai khố"") name of a village"
đak	dak	(proper noun) Đak
đan	örme	scandal
đau	ağrı	painful
đay	jüt	jute, a type of vegetation the vietnamese use to make soup (n.)
đb	ne	dien ban
đcstq	ccp	communist party of china
đcsvn	gbm	vietnam communist party
đe	örs	threaten
đem	getirdi	to bring (v.)
đen	siyah	black
đentrắng	dentrang	"(term should be ""đen-trắng"") black-and-white (adj.)"
đeo	aşınma	wear
đh	djh	university
đhcn	coltech	university of industry
đhtm	dhtm	university of economics
đhông	dhong	dhong
đi	go	go
điên	deli	crazy
điêu	heykel	sculpture
điôxít	dioksit	dioxide
điạ	liman	dia
điếc	sağır	heron
điếu	sigaralar	funeral oration
điềm	alâmet	omen
điền	dolgu	estate
điều	şey	control
điểm	nokta	bearing point
điển	sözlük	"(term should be ""từ điển"") a dictionary"
điểu	điều	thing
điệp	mesaj	spy
điệu	ton	memorial
đo	tedbir	measure
đoa	doa	doa
đoan	prezentabl	extreme
đom	đom	firefly
đoài	đoài	the west
đoàn	grup	an organization or group (n.)
đoái	para	"(term should be ""hối đoái"") to exchange or trade (v.)"
đoạn	bölüm	a stage or phase (n.)
đt	dt	training
đtđ	diyabet	diabetes
đua	yarış	emulate
đui	kör	blind
đun	ısı	cook
đuôi	arka	tail
đuốc	meşale	a torch
đuối	boğulma	drowning
đuống	duong	(proper noun) Đuống, the name of a river
đuổi	evict	pursue
đài	istasyonlar	statue
đàm	balgam	negotiation
đàn	forum	musical instrument
đàng	eden	side
đào	şeftali	train
đày	sürgün etmek	exile
đá	taş	to kick
đái	urinate	pee
đám	grup	dam
đán	muhteşem	"(term should be ""tết nguyên Đán"") vietnamese new year's day"
đáng	buna değer	deserve
đáo	özgünlük	unique
đáp	cevap	response
đát	modası geçmiş	"(term should be ""bi đát"") lamentable (adj.)"
đâm	delinme	pierce
đâu	nerede	anywhere
đây	burada	below
đã	vardır	already
đãi	tedavi	"(should be ""bạc đãi"") to ill-treat"
đãng	açık	dissolute
đè	geçersiz kılmaları	to press on
đèn	ışıklar	light
đèo	vadi	a mountain pass (n.)
đê	hendek	a dike (n.)
đêm	gece	night
đênh	hovers	lênh đênh= float to unknown
đích	hedef	goal
đính	ekli	attached (adj.)
đò	feribot	a ferry (n.)
đòi	iddia	require
đòn	darbe	welcome
đó	orada	that or there (adv.)
đóa	çiçek	"(term should be ""đoá hoa"") a flower bloom"
đói	açlık	hungry
đón	karşılama	welcome
đôi	çift	sometimes
đôla	dolar	dollar
đôn	kaide	london
đông	doğu	eastern
đôngbắc	dongbac	north-east
đôngnam	dongnam	south-east
đôngtây	dongtay	"(term should be ""đông-tây"") east-west (adj.)"
đôrêmi	doremi	(proper noun) Đôrêmi
đôrêmon	doraemon	doreamon
đùa	komik	joke
đùi	femoral	thigh
đúc	döküm	"(term should be ""đúc kết"") to sum up (v.)"
đúng	sağ	right
đúp	çift	double
đút	pes etmek	"(term should be ""đút lót"") to bribe"
đăk	đăk	dak
đĩ	fahişe	whore/bitch
đĩa	plaka	disk
đơ	lod	stiff or rigid (adj.)
đưa	koymak	girl
đường	şeker	pathway
được	olsun	is not
đạ	đă	da
đại	çağdaş	eagle
đạm	protein	plain
đạn	mermi	bullet
đạo	yönetmen	vagina
đạp	bisiklet	to step on
đạt	ulaştı	reach
đả	zorla	to hit
đảm	marka	"(term should be ""đảm nhiệm"") to undertake (v.)"
đản	doğum günü	a group or flock (n.)
đảng	parti	party
đảo	ada	an island (n.)
đấm	yumruk atmak	punch
đấng	varlıkları	the
đất	arazi	country
đấtmặt	datmat	datmat
đấy	orada	ignore
đầm	elbise	swamp
đần	djan	"(term should be ""đần độn"") stupid or ignorant (adj.)"
đầu	üst	start
đầy	tam	"(term should be ""đầy đủ"") adequate or enough"
đẩu	tabure	"(entire term is ""khoa đẩu"") ancient phonetic script used in vietnam"
đẩy	itme	to push
đẫm	kanlı	wet
đậm	karanlık	dense
đậu	fasulye	to park (v.)
đậy	kapak	cover
đắc	asal	effectively
đắm	kaza yapmış	sink
đắn	ses	proper (dung dan)
đắng	acı	bitter
đắp	yukarı	"(term should be ""bù đắp"") to compensate (v.)"
đắt	pahalı	expensive
đằng	arkasında	back
đẳng	sınıf	equality
đặc	özel	"(term should be ""đặc biệt"") special (adj.)"
đặn	şekilli	regularly
đẹp	güzel	beautiful
đẽ	hendek	beauty
đế	ayakkabı astarı	empire
đếm	saymak	to count (v.)
đến	için	come
đề	tavsiye	promote
đền	tapınak	"(term should be ""đền thờ"") a religious shrine"
đều	hangi	all
để	için	for
đệm	tampon	middle name
đỉnh	zirve	the summit or peak
địch	düşman	enemy
định	hayır.	appointed
đọ	atışları	compete
đọan	geçit	period
đọc	okumak	read
đọng	tortu	deposit
đỏ	kırmızı	red (adj.)
đốc	yönetmen	admiral
đối	için	face
đốm	nokta	spot
đốn	kesmek	"(term should be ""suy đốn:) to be worse off"
đống	yığın	line
đốt	yanmış	burn
đồ	map	thing
đồi	tepe	hill
đồn	kale	rumour
đồng	bakır	agreeable
đổ	dökmek	dump
đổi	değişim	to change (v.)
đổng	atbaşı	"(term should be ""đồng bằng"") a delta"
đỗ	park	pass
độ	nokta	"term should actually be ""độ cao""; means ""height"""
độc	zehirli	alone
độn	yastıklı	chaos
động	hareketli	action
đột	baskın	"(term should be ""xung đột"") conflict (n.)"
đới	tropikal	tropical
đời	varoluş	generation
đỡ	destek	help
đợi	bekleme	thigh
đợt	yuvarlak	fit
đục	opak	turbid
đụn	tepeleri	dune
đụng	çarpmak	encounter
đủ	yeterli	enough
đứa	çocuklar	child
đức	meziyet	virtue (n.)
đứng	durmak	to stand (v.)
đứt	kapalı	cut off
đừng	yok	not
đực	erkek	male
đựng	içermek	suffer
đựoc	çimdik	be
ĩ	yüksek sesle	"(term should be ""ầm ĩ"") noisy"
ơ	mat	"(term should be ""thờ ơ"") to be indifferent (adj.)"
ơi	benim	"vietnamese equivalent of english ""oh"""
ơn	iyilik	thank
ư	u	vowel sound found in the vietnamese alphabet (n.)
ưa	popülerlik	to like (v.)
ưng	ah evet	to accept (v.)
ưu	öncelik	"(term should be ""ưu việt"") preeminent (adj.)"
ươi	utans	orangutan
ươm	kreş	nursery
ương	merkezi	central
ướp	marine	mummy
ướt	ıslak	wet
ạ	bayım	a word added to the end of a response to show respect to someone in a position of authority, as in a child to a parent
ạt	kitlesel	(with word o) to crowd
ải	ai	pass
ảnh	görüntü	picture
ấm	ılık	warm
ấn	yayınlar	press
ấnâu	anau	"(term should be ""Ấn Âu"") a grouping of languages including european and indian languages that are thought to have originated from a single earlier language (adj.)"
ấp	küçük köy	district
ấu	erken	childhood
ấy	o	that
ẩm	nemli	humidity
ẩn	gizli	hidden
ập	vurur	rush
ắt	elbette	sure
ếch	kurbağa	frog
ỏi	kıt	little
ố	iğrenç	"(term should be ""hoen ố"") stained and smeared (adj.)"
ốc	gayrimenkul	building
ốm	ince	sick
ống	tüp	tube
ốp	kaplama	omelette
ồn	gürültü	noisy (adj.)
ổ	sürücü	hard drive
ổi	guava	guava (n.)
ổn	kararlı	peace
ớn	titreme	posts
ớt	çili	chili
ở	içinde	at
ủ	kompost	"(term should be ""ủ dột"") gloomy (adj.)"
ủi	demir	"(term should be ""an ủi"") to comfort (v.)"
ủng	destekçileri	boot
ủy	komiser	commission
ứ	alıkoyma	to pool together (v.)
ức	depresyon	memories
ứng	uygulama	corresponding
−−	-	__
≠	≠	different
