$	dollarni tashkil etadi	dollar
претпоставља	qabul qiladi	assumed
претраживач	brauzer	searcher
претрпела	azoblandi	suffered
претходне	oldingi	previous
претходник	o&#39;tmishdosh	predecessor
претходника	o&#39;tmishdosh	predecessor
претходних	oldingi	past
претходно	oldingi	previously
претходног	oldingi	previous
претходном	oldingi	last
преузела	egalladi	took over
преузели	yuklab olindi	took over
преузео	egalladi	take over
преузима	oladi	take over
преузме	qabul qilmoq; yutib olmoq	take over
прехрамбена	ovqat	food
преци	kesib o&#39;tish	ancestry
прецизно	aniq	precisely
прешао	kesib o&#39;tdi	moved
прешла	kesib o&#39;tdi	has crossed
прешли	kesib o&#39;tdi	crossed
пређе	ip	cross
при	da	where
приближно	yaqin	approximately
приватна	xususiy	privat
приватне	xususiy	private
приватни	xususiy	privat
приватних	xususiy	private
привлачи	jalb qiladi	attracts
привреда	iqtisodiyot	economy
привреде	iqtisodiyot	economy
привреди	iqtisodiyot	industry
привредна	iqtisodiy	economic
привредне	iqtisodiy	industry
привредни	iqtisodiy	economic
привредно	iqtisodiy	buisness
привредног	iqtisodiy	industry
привреду	iqtisodiyot	economy
привремено	vaqtincha	temporarily
привукао	jalb qilingan	attracted
приградска	shahar atrofi	suburban
придружили	qo&#39;shildi	join
придружио	qo&#39;shildi	joined
призна	tan oldi	recognize
признала	tan oldi	state
признао	tan oldi	admitted
признат	tan olingan	recognized
призната	tan olingan	accepted
признати	tan olish	confirmed
признаје	tan oladi	admits
признају	tan olishadi	confess
признања	tan olish	recognitions
признање	tan olish	recognition
призрен	prizren	prizren
призрена	prizrena	prizren
призрену	prizrenu	prizren
приказ	ko&#39;rsatish	representation
приказан	ko&#39;rsatilgan	shown
приказана	ko&#39;rsatilgan	shown
приказивање	namoyish etilmoqda	representation
приказује	displeylari	presents
приказују	shou	display
прилагођавање	moslashish	adjusment
прилика	imkoniyat	opportunity
приликама	imkoniyatlar	conditions
прилике	imkoniyatlar	occasions
приликом	voqea	during
прилику	imkoniyat	chance
прилично	juda ko&#39;p	pretty
прилог	biriktirma	addition
прилози	qissalar	adverb
прима	prima	receive
примарна	birlamchi	primary
примарне	birlamchi	primary
примарни	birlamchi	primary
примарно	birinchi navbatda	primary
примају	oladilar	receive
примена	foydalanish	implementation
примене	ilovalar	preparation
примени	murojaat qiling	application
применом	dastur	using
примену	dastur	application
пример	misol	example
примера	misol	example
примери	misollar	examples
примењује	amal qiladi	applied
прими	olish	recives
примила	qabul qildi	received
примили	qabul qildi	received
примио	qabul qildi	received
примирје	sulh	truce
приморан	majburiy	forced
приморје	sohil	shore
приморју	sohil	seaside
примјер	misol	example
примљен	qabul qildi	received
принц	shahzoda	prince
принцеза	malika	princess
принцип	tamoyili	principle
принципа	tamoyili	principles
принципи	tamoyillari	principals
принципима	tamoyillari	principles
принципу	tamoyili	principle
припада	tegishli	belong
припадала	tegishli edi	belonged
припадао	tegishli edi	belonged
припадају	tegishli	belong
припадник	a&#39;zosi	member
припадника	a&#39;zolari	member
припадници	a&#39;zolari	member
припадност	tegishli	affiliation
припадности	bog&#39;liqlik	affiliation
приписује	sifatlar	attributes
приповедака	hikoyalar	tales
приповетке	ertaklar	story
припрема	tayyorlash	preparation
припреме	tayyorgarlik	preparation
приредио	tayyorlandi	arranged
природа	tabiati	nature
природе	tabiatning	nature
природи	tabiat	nature
природна	tabiiy	natural
природне	tabiiy	natural
природни	tabiiy	natural
природним	tabiiy	natural
природних	tabiiy	natural
природно	tabiiy ravishda	natural
природног	tabiiy	natural
природну	tabiiy	natural
природу	tabiat	nature
присталица	tarafdor	followers
присталице	tarafdorlari	supporters
пристао	kelishilgan	agreed
приступ	kirish	access
приступа	kirish	access
приступница	ariza formasi	application
присуства	mavjudligi	presence
присуство	mavjudligi	present
присуствовао	qatnashdi	attended
присуству	mavjudligi	presence
присутан	hozirgi	present
присутна	hozirgi	present
присутне	hozirgi	present
присутни	hozirgi	present
присутно	hozirgi	present
притисак	bosim	pressure
притиска	bosim	pressure
притиском	ni bosib	pressure
притока	irmoq	tributary
притоке	irmoqlar	tributaries
прихвата	qabul qiladi	accepts
прихватају	qabul qiling	accept
прихвате	qabul qiling	accept
прихвати	qabul qiling	accept
прихватила	qabul qilindi	accepted
прихватили	qabul qilindi	accepted
прихватио	qabul qilindi	accepted
прихваћен	qabul qilindi	accepted
прихваћена	qabul qilindi	accepted
прихода	daromad	income
прича	hikoya	tale
приче	hikoyalar	tales
причу	hikoya	story
приштина	pristina	pristine
приштине	pristina	pristina
приштини	pristina	prishtina
пријатељ	do&#39;stim	friend
пријатеља	do&#39;stlar	friends
пријатељи	do&#39;stlar	friends
пријатељима	do&#39;stlar	friends
прије	oldin	before
пријем	ziyofat	reception
пробије	orqali yoriladi	break
проблем	nashr	problem
проблема	muammolar	problem
проблеме	muammolar	problems
проблеми	muammolar	problems
проблемима	muammolar	problems
пробој	yutuq	breakthrough
пробоја	yutuq	breakthrough
провео	sarflangan	passes
провинција	viloyati	province
провинције	viloyatlar	province
провинцији	viloyati	province
прогласила	e&#39;lon qilindi	declared
прогласио	deb e&#39;lon qildi	declared
проглашен	e&#39;lon qilindi	declared
проглашена	e&#39;lon qilindi	declared
проглашења	e&#39;lonlar	announcement
проглашење	e&#39;lon qilish	proclamation
прогона	quvg&#39;in	persecution
програм	dasturi	program
програма	dasturi	program
програми	dasturlari	programmes
програмирање	dasturlash	programming
програму	dasturi	program
продат	sotmoq	sell
продаје	savdo	sale
продају	sotish	sell
продор	kirish	breakthrough
продукција	ishlab chiqarish	production
продуцент	ishlab chiqaruvchi	producent
прози	nasr	prose
прозор	oyna	window
прозора	derazalar	windows
производ	mahsulot	product
производа	mahsulot	product
производе	mahsulotlar	products
производи	mahsulotlar	products
производња	ishlab chiqarish	production
производње	ishlab chiqarish	production
производњи	ishlab chiqarish	production
производњом	ishlab chiqarish	production
производњу	ishlab chiqarish	manufacture
произвођача	ishlab chiqaruvchi	producers
проклета	jin ursin	damn
проклетије	jin ursin	prokletije
пролаз	o&#39;tish joyi	pass
пролазе	o&#39;tish	pass
пролази	o&#39;tadi	passes
пролећа	bahor	springs
пролеће	bahor	spring
промена	o&#39;zgartirish	changes
променама	o&#39;zgaradi	changes
промене	o&#39;zgaradi	changes
промени	o&#39;zgartirish	change
променила	o&#39;zgartirildi	changed
променио	o&#39;zgardi	changed
промену	o&#39;zgartirish	change
прометеј	prometey	prometheus
промотер	targ&#39;ibotchi	promoter
промоцију	reklama	promotion
промјене	o&#39;zgaradi	changes
пронашао	topildi	discovered
пронађени	topildi	found
пронаћи	topmoq	find
пропаст	tubsizlik	failure
пропасти	qulashi	failure
пропен	propen	propane
прописа	qoidalar	regulations
пророка	payg&#39;ambar	prophet
просеку	o&#39;rtacha	average
просечна	o&#39;rtacha	average
просечне	o&#39;rtacha	average
просечно	o&#39;rtacha	average
прославе	tantanalar	celebrations
простирала	tarqalish	spread
простире	cho&#39;zilib ketadi	spreads
простиру	cho&#39;zmoq	spread
простор	bo&#39;sh joy	territory
