$	usd	dollar
предузећа	kompānijas	company
предузеће	uzņēmums	company
предузећима	kompānijas	corporation
предњи	priekšā	front
преживели	izdzīvojušie	survivors
презентација	prezentācija	presentation
презиме	uzvārds	last name
презимена	uzvārdi	last name
прекид	pārtraukums	break
прекида	pārtrauc	break
преко	pāri	over
прекршај	apvainojums	violation
прелаз	pāreja	transition
прелаза	pārejas	crossing
прелазак	pāreja	crossing
прелазе	šķērsojot	cross
прелази	krusti	exceed
преласка	šķērsojot	transition
према	saskaņā ar	to
преминуо	miris	died
премијер	premjerministrs	prime minister
премијера	premjerministrs	premiere
пренос	pārnešana	transmission
преноса	pārnešana	broadcast
преносе	nodošana	transmit
преноси	pārskaitījumi	informing
преостале	paliek	left over
преостали	paliek	the remaining
преосталих	paliek	the remaining
препис	stenogramma	transcript
препрека	šķērslis	obsticle
прес	pres	press
пресвете	vissvētākais	most holy
преселила	pārcēlās	moved
преселио	pārcēlās	move
престала	apstājās	ceased
престао	apstājās	stopped
престаје	apstājas	ends
престо	tronis	throne
престола	tronis	throne
престолонаследника	troņa mantinieks	crown prince
престоница	galvaspilsēta	capitol
престонице	galvaspilsēta	capital
престоници	galvaspilsētas	capital
престоницу	galvaspilsēta	capital of
претвара	konvertē	turns
претворио	pārveidots	converted
претежно	pārsvarā	mostly
претензије	apgalvo	pretension
претпоставка	pieņēmums	assumption
претпоставља	pieņem	assumed
претраживач	pārlūks	searcher
претрпела	cieta	suffered
претходне	iepriekšējā	previous
претходник	priekšgājējs	predecessor
претходника	priekšgājējs	predecessor
претходних	iepriekšējā	past
претходно	iepriekšējā	previously
претходног	iepriekšējā	previous
претходном	iepriekšējā	last
преузела	pārņēma	took over
преузели	lejupielādēts	took over
преузео	pārņēma	take over
преузима	ņem	take over
преузме	pārņemt	take over
прехрамбена	ēdiens	food
преци	šķērsot	ancestry
прецизно	precīzi	precisely
прешао	šķērsoja	moved
прешла	šķērsoja	has crossed
прешли	šķērsoja	crossed
пређе	dzija	cross
при	plkst	where
приближно	netālu	approximately
приватна	privāts	privat
приватне	privāts	private
приватни	privāts	privat
приватних	privāts	private
привлачи	piesaista	attracts
привреда	ekonomika	economy
привреде	ekonomika	economy
привреди	ekonomika	industry
привредна	ekonomiskais	economic
привредне	ekonomiskais	industry
привредни	ekonomiskais	economic
привредно	ekonomiski	buisness
привредног	ekonomiskais	industry
привреду	ekonomika	economy
привремено	īslaicīgi	temporarily
привукао	piesaistīja	attracted
приградска	piepilsētas	suburban
придружили	pievienojās	join
придружио	pievienojās	joined
призна	atzina	recognize
признала	atzina	state
признао	atzina	admitted
признат	atzīts	recognized
призната	atzīts	accepted
признати	atzīt	confirmed
признаје	atzīst	admits
признају	viņi atzīst	confess
признања	atzīšana	recognitions
признање	atzīšana	recognition
призрен	prizren	prizren
призрена	prizrena	prizren
призрену	prizrenu	prizren
приказ	displejs	representation
приказан	parādīts	shown
приказана	parādīts	shown
приказивање	parādīšana	representation
приказује	displeji	presents
приказују	šovs	display
прилагођавање	pielāgošana	adjusment
прилика	iespēju	opportunity
приликама	iespējas	conditions
прилике	iespējas	occasions
приликом	gadījumā	during
прилику	iespēju	chance
прилично	diezgan ļoti	pretty
прилог	pieķeršanās	addition
прилози	iemaksas	adverb
прима	prima	receive
примарна	primārs	primary
примарне	primārs	primary
примарни	primārs	primary
примарно	galvenokārt	primary
примају	viņi saņem	receive
примена	izmantot	implementation
примене	aplikācijas	preparation
примени	pieteikties	application
применом	pieteikums	using
примену	pieteikums	application
пример	piemērs	example
примера	piemērs	example
примери	piemēri	examples
примењује	attiecas	applied
прими	saņemt	recives
примила	saņemts	received
примили	saņemts	received
примио	saņemts	received
примирје	pamiers	truce
приморан	piespiedu kārtā	forced
приморје	piekrastē	shore
приморју	piekrastē	seaside
примјер	piemērs	example
примљен	saņemts	received
принц	princis	prince
принцеза	princese	princess
принцип	princips	principle
принципа	princips	principles
принципи	principi	principals
принципима	principi	principles
принципу	princips	principle
припада	pieder	belong
припадала	piederēja	belonged
припадао	piederēja	belonged
припадају	piederēt	belong
припадник	biedrs	member
припадника	dalībnieki	member
припадници	dalībnieki	member
припадност	piederība	affiliation
припадности	piederība	affiliation
приписује	atribūti	attributes
приповедака	stāsti	tales
приповетке	pasakas	story
припрема	sagatavošana	preparation
припреме	preparāti	preparation
приредио	sagatavots	arranged
природа	daba	nature
природе	no dabas	nature
