$	usd	dollars
خزيمة	sakauj	khozima
خسائر	zaudējumi	losses
خسارة	zaudējums	loss
خسر	pazudis	lost
خصائص	īpašības	characteristics
خصبة	auglīga	fertile
خصوصا	īpaši	especially
خصوصاً	īpaši	especially
خصوصًا	īpaši	especially
خصومه	strīds	his opponents
خضراء	zaļš	green
خضع	priekšmets	subdue
خضعت	ir izgājuši	underwent
خط	līnija	line
خطأ	kļūda	mistake
خطاب	runa	speech
خطبة	runa	speech
خطة	plāns	plan
خطر	risks	danger
خطط	plāni	plans
خطف	nolaupīšana	kidnapping
خطوة	solis	step
خطورة	bīstami	seriousness
خطوط	līnijas	lines
خطيرة	nopietni	dangerous
خفض	samaziniet	minimize
خفيف	viegls	light
خفيفة	gaismas	light
خلاف	strīds	disagreement
خلافته	viņa pēctecība	succeed him
خلال	caur	during
خلاله	tā laikā	through it
خلالها	tā laikā	through it
خلايا	šūnas	cells
خلدون	khaldoun	khaldoun
خلع	atņēma	take off
خلف	aizmugurē	followed
خلفاء	pēcteči	caliphs
خلفه	aiz viņa	followed him
خلفها	palika pāri	behind it
خلفية	fons	on the basis
خلقه	viņa radīšana	his creation
خلل	defekts	fault
خلنجية	virši	ericaceae
خلية	šūna	cell
خليج	līcis	gulf
خليط	maisījums	mix
خليفة	pēctecis	caliph
خليل	khalil	khalil
خمس	pieci	five
خمسة	pieci	five
خمسين	piecdesmit	fifty
خوان	huans	juan
خوسيه	hosē	jose
خوف	bailes	dear
خوفو	khufu	kofo (name)
خياطة	šūšana	sewing
خيبر	khaibar	khaybar
خير	labi	good
د	dr.	d
دا	s	da
داء	slimība	disease
دائرة	aplis	party
دائرية	apļveida	limits / boundary
دائم	pastāvīgs	permanent
دائما	vienmēr	always
دائماً	vienmēr	always
دائمة	vienmēr	permanent
دائمًا	vienmēr	always
داخل	iekšā	inside
داخلي	iekšējais	internal
داخلية	iekšējais	internal
دار	dar: māja	home
دارت	šautriņas	happened
داروين	dārziņš	darwin
دام	ilgstoši	last
دامت	kamēr vien	continued as
داود	dāvids	david
داوود	dāvids	dawood
دبلوماسية	diplomātija	diplomatic
دبي	dubaija	dubai
دجلة	tigris	tigris
دخل	ienākumi	established
دخلت	es iegāju	entered
دخول	pieslēgties	ingress
دخوله	ieejot tajā	entry
دراسات	studijas	studies
دراسته	pētiet to	his studies
دراسية	pētījums	educational
دراما	drāma	drama
درب	ceļš	street
درجات	grādi	degrees
درجة	grāds	degree
درس	nodarbība	study
درع	vairogs	armor
درهم	dirhēms	dirham
دروس	pamācības	lessons
درويش	darwish	darweesh
دريد	duraīds	duraid (name)
دستور	konstitūcija	constitution
دستوري	konstitucionālā	constitutional
دستورية	konstitucionalitāte	constitutional
دعا	zvaniet	promoted
دعاء	lūgšana	prayer
دعت	vina zvanīja	called
دعم	atbalsts	support
دعوة	zvaniet	invitation
دعوته	viņa aicinājums	his call
دعى	viņš zvanīja	called for
دفع	maksā	push
دفعة	apmaksāts	push
دفعت	apmaksāts	pushed
دفن	apbedīšana	burial
دقائق	minūtes	minutes
دقة	precizitāte	accuracy
دقيق	milti	accurate
دقيقة	precīza	accurate
دلائل	pierādījumi	evidence
دلالة	norāde	significance
دلتا	delta	delta
دليل	vadīt	index
دم	asinis	blood
دمج	apvienot	consolidate
دمرت	iznīcināts	destroyed
دمشق	damaska	damascus
دمياط	damietta	damietta
دنيا	donija	low
دو	du	do
دوائر	apļi	circles
دور	loma	cinemas
دورا	loma	role
دورات	kursi	sessions
دوران	rotācija	flow
دوراً	loma	role
دورة	kurss	cycle
دوره	kurss	his role
دورها	viņas loma	its role
دوري	ciklisks	league
دورية	patruļa	periodic
دورًا	loma	role
دول	valstis	countries
دولار	dolāri	dollar
دولة	valsts	country
دولته	viņa valsts	his country
دولتهم	viņu stāvoklis	their state
دولتين	divas valstis	two countries
دولي	starptautiskā	international
دولياً	starptautiski	internationally
دولية	starptautiskā	international
دون	bez	other than
دياب	diab	diab
ديانة	reliģija	religion
دير	klosteris	deere
ديزني	disnejs	disney
ديسمبر	decembris	december
ديفنباخيا	devenpahija	deenbagh
ديفيد	dāvids	david
ديل	dell	del
ديمقراطية	demokrātija	democratic
دين	parāds	religion
دينار	dinārs	dinar
ديناصور	dinozaurs	dinosaur
دينه	viņa reliģija	his religion
دينهم	viņu reliģija	their religion
ديني	reliģiozs	religious
دينية	reliģiskā	religious
دينًا	reliģija	religion
ديوان	diwan	divan
ذا		with
ذات	saistīts	for which
ذاته	tas pats	itself
ذاتها	pati pati	itself
ذاتي	subjektīvi	personal
ذاتية	turpināt	personal
ذاك	ka	this
ذاكرة	atmiņa	memory
ذرات	atomi	atoms
ذروة	kulminācija	climax
ذروتها	kulminācija	peak
ذرية	pēcnācēji	progeny
ذكر	vīrietis	citing
ذكره	pieminēja to	said
ذكرها	pieminiet to	mentioned
ذكرى	atmiņa	memory
ذكور	vīrietis	males
ذلك	ka	this
ذهب	ej	gold
ذهبية	zeltaini	golden
ذو	gatavs	whose
ذوات	sievietes	with
ذوي	ar	those with
ذي	dhi	zi
ذُكر	vīrietis	said
رآه	redzēju to	he saw
رأت	viņa redzēja	see
رأس	galva	ras
رأسه	viņa galva	his head
رأسها	viņas galva	its head
رأسهم	viņu galva	their head
رأى	atzinums	see
رأي	atzinums	opinion
رأيت	es esmu redzējis	i saw
رأيه	reklāmkarogs	his opinion
رؤساء	galvas	presidents
رؤوس	galvas	heads
رؤيا	redze	dream
رؤية	vīzija	the vision
رؤيتها	redzēt to	seeing
رئاسة	prezidentūra	the presidential
رئيس	priekšsēdētājs	head
رئيسا	kā prezidents	president
رئيساً	kā prezidents	president
رئيسة	priekšsēdētāja	prime
رئيسيا	vairākums	president
رئيسياً	vairākums	major
رئيسية	vairākums	main
رئيسيين	vairākums	main
رئيسًا	priekšsēdētājs	president
رائحة	smarža	smell
رائد	pionieris	pioneer
رائدة	līderis	pioneer
رائعة	brīnišķīgi	wonderful
رابط	saite	link
رابطة	asociācija	association
رابع	ceturtais	4th
راجع	skat	because
راشد	rashid	rashed
رام	strēlnieks	ram (name)
راية	reklāmkarogs	flag
رب	allāhs	patriarch
ربط	saite	link
ربع	ceturksnis	quarter
ربما	droši vien	maybe
ربه	kungs	rabo (his god)
ربيع	pavasaris	march
ربيعة	rabija	rabia
رتب	kārtot	sort
رتبة	rank	rank
رجال	vīrieši	man
رجاله	viņa vīrieši	his men
رجب	regep	(the lunar month) rajab
رجع	devos atpakaļ	came back
رجل	kāju	man
رجلا	vīrietis	a man
رجلاً	vīrietis	man
رجليها	viņas kājas	her legs
رجم	appīpējies	lapidate
رحل	pagājis	passed away
رحلات	kruīzi	trips
رحلة	ceļojums	journey
رحلته	viņa lidojums	his trip
ردود	atbildes	reactions
رسائل	ziņas	letters
رسالة	ziņa	a message
رسالته	viņa vēstījums	message
رستم	rustems	rustam
رسم	zīmēt	drawing
رسمها	uzzīmēts	drawn
رسمي	oficiālā	official
رسميا	oficiāli	officially
رسمياً	oficiāli	officially
رسميًا	oficiāli	officially
رسول	kurjers	prophet
رسوم	nodevas	drawings / fees
رشد	pieaugušā vecumā	roshd
رشيد	rashid	rasheed
رصد	monitors	observation
رضا	gandarījums	reda
رضي	apmierināts	bless
رعاف	deguna asiņošana	bleeding
رعاية	rūpes	care
رعد	pērkons	thunder
رغبة	vēlme	desire
رغم	neskatoties	even
رفض	atteikums	rejection
رفضت	viņa atteicās	refused
رفضه	noraidīja to	rejection
رفع	augšupielādēt	removing
رفعت	pacelts	raised
رفيعة	tievs	high
رفيق	biedrs	rafeeq
رقعة	plāksteris	el rokaa
رقم	numuru	number
رقيقة	plāns	thin
ركام	rubeņi	aggregates
ركن	stūra	corner
رمزا	simbols	a symbol
رمزية	simbolisms	symbolic
رمسيس	ramses	ramses
رمضان	ramadāns	ramadan
رموز	simboli	symbols
رمي	mest	throwing
روابط	saites	links
رواد	pionieri	the leaders
رواه	stāstīja	narrated by
روايات	romāni	novels
رواية	novele	novel
روبرت	roberts	robert
روثينيوم	rutēnijs	ruthenium
روح	gars	the spirit of
روس	ross	russian
روستوك	rostoka	rostock
روسو	russo	rosso
روسيا	krievija	russia
روما	roma	rome
رومانيا	rumānija	romania
رومانية	rumāņu	romanian
رونالدو	ronaldo	ronaldo
روى	stāstīts	told
روي	rojs	on
رياح	vējš	riah
رياض	riad	kindergarten
رياضة	sports	sport
رياضية	atlētisks	sportive
ريال	rial	real
ريتشارد	ričards	richard
ريشة	quill	feather
ريكشا	rikša	rekcha
ريولوجيا	reoloģija	urology
زاد	palielināts	increase
زادت	palielināts	has increased
زار	apmeklējums	visited
زال	joprojām	still
زالت	joprojām	still
زاوية	leņķis	corner
زايد	zajeds	zayed
زحف	pārmeklē	encroachment
زحل	saturns	saturn
زراعة	lauksaimniecība	cultivation
زراعية	lauksaimniecības	agricultural
زرع	stādīšana	plantation
زرنيخيد	arsenīds	arsenic
زعامة	vadība	leadership
زعماء	līderi	leaders
زعيم	līderis	the leader
زغلول	zaghloul	zaghloul
زكريا	zakaria	zakeria
زكي	zaki	zaki
زلزال	zemestrīce	earthquake
زمان	laiks	era
زمانه	viņa laiks	his time
زمن	laiks	era
زمني	mans laiks	time
زمنية	laiks	time
زنكي	cinks	zinki
زهرة	zieds	flower
زواج	laulība	marriage
زواجه	viņa laulība	his marriage
زوال	nāve	end
زوج	vīrs	husband
زوجات	sievas	wives
زوجاته	viņa sievas	his wives
زوجة	sieva	wife
زوجته	viņa sieva	his wife
زوجها	viņas vīrs	her husband
زوكربيرج	zuckerbergs	zuckerberg
زياد	zijada	ziad
زيادة	pluss	increase
زيارة	apmeklējums	visit
زيت	eļļa	oil
زيد	zaids	zaid
زيدان	zidāns	zaidan
زين	zains	zain
زينب	zaynab	zainab
س	s	s
سأل	prasīja	ask
سؤال	jautājums	question
سائر	cits	other
سائل	šķidrums	lequid
سابق	bijušais	previous
سابقا	iepriekš	previously
سابقاً	iepriekš	previously
سابقة	precedents	precedent
سابقًا	iepriekš	previously
ساحة	pagalms	yard
ساحل	piekrastē	coast
ساحلية	piekrastes	coastal
سار	viņš gāja	walked
ساراكينوس	saracenus	sarrasins
سارة	sāra	sarah
ساعات	stundas	hours
ساعة	stunda	watch
ساعد	palīdzēt	helped
ساعدت	palīdzēja	helped
سافر	ceļot	traveled
سالم	salema	salem
سامي	sāmu	sami
سامية	cildens	semitic
سان	san	san
سانت	sv.	saint
ساهم	ieguldīts	contributed
ساهمت	ieguldīts	participated
سبأ	šebeba	saba'a
سباق	sacīkstes	race
سباقات	sacensības	races
سبب	iemesls	reason
سببا	iemesls	reason
سبتمبر	septembrī	september
سبحانه	slava viņam	almighty
سبع	septiņi	sevens
سبعة	septiņi	seven
سبعين	septiņdesmit	seventieth
سبق	gan jau	the above
سبقت	uzskriet	preceeded
سبيس	mana vieta	(my) space
سبيل	ceļš	way
ست	seši	six
ستالين	staļins	staline
ستة	seši	six
ستكون	tas būs	will be
ستيرول	sterols	stirol
ستين	sešdesmit	sixty
سجل	ieraksts	record
سجن	cietums	imprison
سحابة	mākonis	cloud
سحب	izstāšanās	withdrawal
سد	spraudnis	dam
سدة	kontaktdakša	spot
سر	slepeni	secret
سراح	atbrīvots	release
سرطان	vēzis	cancer
سرعان	drīz	how quickly
سرعة	ātrums	speed
سرقة	zādzība	theft
سرو	ciprese	fir
سري	slepeni	confidential
سرية	slepenība	secret
سريع	ātri	fast
سريعة	ātri	rapid
سريعًا	drīz	fast
سطح	virsma	roof
سطحه	tā virsma	its surface
سطحها	tā virsma	it's surface
سعاد	suad	souad
سعت	es centos	sought
سعر	cena	price
سعود	saūds	soud
سعودي	saūda	saudi
سعودية	saūda	saudi
سعوديون	saūda	saudis
سعى	nopirka	sought
سعيد	priecīgs	happy
سفر	ceļot	travel
سفن	kuģi	ships
سفيان	soufjana	sofian
سفينة	kuģis	ship
سقراط	sokrats	socrates
سقط	nokrita	fell
سقطت	nokrita	failed
سقوط	dropp nost	raining
سكان	populācija	inhabitants
سكانديوم	scandium	scandium
سكانها	tās iedzīvotāji	its inhabitance
سكانية	populācija	residential
سكة	dzelzceļa	seka
سكر	cukurs	sugar
سكك	sliedes	ways
سكن	rezidence	residence
سلاح	ierocis	weapon
سلاسل	ķēdes	chains
سلاطين	sultāni	sultans / kings
سلالات	celmi	species
سلالة	celms	strain
سلام	sveiki	peace
سلامة	drošība	safety
سلبية	negatīvs	passive
سلسلة	sērija	chain
سلطات	varas iestādes	authorities
سلطان	sultāns	sultan
سلطة	salāti	authority
سلطنة	sultanāts	sultanate
سلف	aizdevumi	preceded
سلفوناميد	sulfonamīds	sulfonamide
سلم	kāpnes	ladder
سلمان	salmans	salman
سلمة	salamah	salama
سلمية	mierīga	peaceful
سلوك	uzvedība	behaviour
سليم	salims	selim
سليمان	sulaimans	suliman
سم	cm	cm
سمات	iespējas	characteristic
سماه	viņš to sauca	named
سمة	īpašība	characteristic
سمح	atļauts	allowed
سمحت	atļauts	permitted
سمع	viņš dzirdēja	heard
سمعت	es dzirdēju	heard
سمك	zivis	fish
سمي	nosaukts	named
سميت	tas tika nosaukts	named
سمير	sameer	samir
سن	vecums	dent
سنان	zobi	sinan
سنة	gads	year
سنتين	divus gadus	two years
سنغافورة	singapūra	singapore
سنن	svētais	rules
سنه	gads	age
سنوات	gadi	years
سنويا	gadā	annually
سنوياً	gadā	yearly
سنوية	katru gadu	annual
سنويًا	gadā	yearly
سنين	gados	years
سهل	vienkārši	plane
سهول	līdzenumi	plains
سهولة	vieglumu	ease
سهيل	suhail	suhail
سوء	ill	bad
سواء	vai	same
سواحل	piekrastes	coasts
سوداء	melns	black
سور	žogs	wall
سورة	sūra	sura
سوري	sīrietis	syrian
سوريا	sīrija	syria
سورية	sīrietis	syrian
سوف	būs	sawef
سوق	tirgus	store
سومطرة	sumatra	sumatra
سوى	bet	only
سويسرا	šveice	switzerland
سي	c.	c
سيئة	slikti	bad
سياحة	tūrisms	tourism
سياحية	tūrisms	tourist
سيادة	suverenitāte	domination
سيارات	automašīnas	cars
سيارة	automašīna	car
سياسات	politikas	politics
سياسة	politika	policy
سياسي	politiķis	political
سياسيا	politiski	politically
سياسية	politiskā	policy
سياق	konteksts	context
سيتم	būs	will be implemented
سيتي	pilsēta	city
سيد	kungs	master
سيدة	lēdija	lady
سيدي	kungs	sidi
سير	staigāt	sir
سيرة	biogrāfija	biography
سيرته	viņa biogrāfija	his biography
