$  	dollar təşkil edib	dollar
mexikói	meksikalı	mexican
meyer	meyer	meyer
mezopotámia	mezopotamiya	mezopothamy
meztelen	çılpaq	naked
mező	sahə	mezö
mezőgazdaság	kənd təsərrüfatı	agriculture
mezőgazdasági	kənd təsərrüfatı	agricultural
mezőny	kənarda	outfield
mh	mh	hungarian army
mi	biz	we
mialatt	hələ	while
miami	miami	miami
miatt	üçün	therefore
miatti	görə	because
michael	maykl	michael
michel	mikel	michel
michelangelo	mikelancelo	michelangelo
michelle	mişar	michelle
mick	sığallamaq	mick
microsoft	microsoft	microsoft
midőn	nə vaxt	midön
mielőtt	əvvəl	before
miguel	miguel	miguel
mihály	maykl	mihály
miklós	maykl	mike
mikor	nə vaxt	when
miksa	əntiq əşyaları	miksa
mikszáth	mikszath	mikszáth
miként	necə	how
miközben	isə	while
milan	milan	milan
milano	milan	milan
millenniumi	minillik	millennium
miller	dəyirmançı	miller
millió	milyon	million
milyen	nə cür	what kind
milánó	milan	milano
milánóban	milan	in milano
milánói	milanalı	milanese
mind	hamısı	all
mindaddig	kimi uzun	as long
mindazonáltal	buna baxmayaraq	nevertheless
mindegyik	hər biri	all
mindegyike	hər biri	each of them
mindegyikük	onların hamısı	everyone's
mindeközben	bu vaxt	meanwhile
mindemellett	başqa	nevertheless
minden	hamısı	every
mindenekelőtt	hər şeydən əvvəl	first of all
mindenesetre	hər halda	in any case
mindenféle	hər cür	all sorts of
mindenhol	hər yerdə	everywhere
mindenki	hamı	everybody
mindenkinek	hər kəs üçün	everyone
mindenkit	hər kəs	everybody
mindenkori	üstünlük təşkil edir	all-time
mindenképpen	mütləq	at any price
mindennapi	hər gün	everyday
mindent	hər şey	everything
mindenütt	hər yerdə	everywhere
mindez	bütün bunlar	this
mindezek	bunlar hamısı	all these
mindezt	hamısı	all that
mindhárom	üçü də	all three
mindig	həmişə	always
mindinkább	və daha çox	moreover
mindketten	hər ikisi	both
mindkét	hər ikisi	both
mindmáig	indiyə kimi	until today
mindvégig	hər zaman	all the time
mindössze	sadəcə	altogether
minimum	minimum	at least
minimális	minimum	minimal
miniszter	nazir	minister
miniszterek	nazirlər	ministers
miniszterelnök	baş nazir	prime minister
miniszterelnöki	baş nazir	prime minister
miniszterelnököt	baş	prime minister
minisztérium	nazirlik	ministry
minket	abş	as
mint	kimi	as
mintegy	bəziləri	as
mintha	sanki	as if
minthogy	bunun kimi	rather than
mintsem	daha çox	as opposed to
mintájára	model	following the pattern
minél	daha çox	as (soon as)
minősége	keyfiyyət	quality of
minőségi	keyfiyyətlidir	qualitative
minőségű	keyfiyyət	of quality
minősül	sayır	be qualified as
mire	nə	what
mise	kütlə	mass
miskolc	miskolc	miskolc
miskolci	miskolc	from miskolc (hungarian city)
miskolcon	miskolc	in miskolc
miss	darıxmaq	miss
miszerint	ki	whereas
misztikus	mistik	mystical
mit	nə	what
mitológia	mifologiya	mythology
mitológiai	mifoloji	mythological
mitológiában	mifologiya	in myth
miután	olan	after which
mivel	çünki	with which
miért	niyə	why
mocsaras	bataqlıq	swampy
mode	rejimi	mode
modell	model	model
modellek	modellər	models
modellt	model	model
modern	müasir	modern
mohamed	məhəmməd	mohammed
mohácsi	mohácsi	mohacs
moldova	moldova	moldavia
moldovai	moldova	(from) moldova
moldvai	moldavan	moldavian
molekulák	molekullar	molecules
molekuláris	molekulyar	molecular
molibdén	molibden	molydbenum
molnár	dəyirmançı	miller
mon	ay	my
mona	mona	mona
monaco	monako	monaco
monacói	monako	from monaco
monarchia	monarxiya	monarchy
mond	söylə	says
mondani	demək	to say
mondat	cümlə	sentence
mondható	ola bilər	can be called
mondja	deyir	say
mondott	dedi	said
mondta	o dedi	said
mondták	onlar dedilər	they said
mondván	deyərək	saying
mondák	sagalar	tales
mongol	monqol	mongolian
mongolok	monqollar	mongols
monica	monika	monica
monk	rahib	monk
monte	monte	monte
montenegró	monteneqro	montenegro
montgomery	montgomery	montgomery
monty	monty	monty
monumentális	monumental	monumental
moon	ay	english word
moore	moore	moore
more	daha çox	more
morgan	morqan	morgan
morrison	morrison	morrison
morse	morse	morse
morva	moravian	moravian
morvai	moravian	from morva
mos	yumaq	washes
most	i̇ndi	now
mostani	indiki	current
moszkva	moskva	moscow
moszkvai	moskva	of moscow
moszkvában	moskva	in moscow
motor	mühərrik	engine
motorkerékpározás	motosiklet	motocycling
motorok	mühərriklər	motors
motoros	motor	inconsistent examples (motoros valentini rossi=motorbike rider valentino rossi - motoros aktivitások=motoric activities)
mount	montaj etmək	mount
movie	film	english word
mozart	motsart	mozart
mozdonyok	lokomotivlər	locomotives
mozgalmak	hərəkətlər	movements
mozgalmat	hərəkat	movement
mozgalom	hərəkat	movement
mozgás	hərəkət etmək	motion
mozgása	hərəkət	movement of
mozgások	hərəkətlər	movements
mozgást	hərəkət	movement
mozgását	hərəkət	movement of sy/sg
mozgó	hərəkətli	moving
mozi	kinoteatr	movie
mozifilm	hərəkət şəkli	movie
mozikban	kinoteatrlar	in cinemas
mozilla	mozilla	mozilla
mozog	hərəkət etmək	move
mr	cənab	mr
mrs	xanım	mrs.
mszp	sosialist partiyası	mszp
mta	mta	mta
mtv	mtv	mtv
multinacionális	çoxmillətli	multinational
munka	işləmək	work
munkaerő	əmək	labour
munkanélküliség	işsizlik	unemployment
munkaszüneti	tətil	public holiday
munkatársa	işçi	colleague of
munkatársai	heyət	colleagues
munkácsy	munkácsy	munkácsy
munkái	əsərləri	works
munkáinak	əsərləri	of his works
munkáit	əsərləri	works
munkája	işləmək	work of
munkájában	iş	work
munkájának	işləmək	work of
munkáját	iş	task, work
munkák	işləyir	works
munkákat	iş yerləri	works
munkálatok	işləyir	workings
munkás	işçi	worker
munkások	işçilər	workers
munkáspárt	əmək partiyası	labour party
munkássága	onun işi	work
munkásságát	onun işi	sy's work
munkát	iş	work
museo	museo	italian word
museum	muzey	museum
music	musiqi	zene
musical	musiqili	musical
mussolini	mussolini	mussolini
muszlim	müsəlman	muslim
muszlimok	müsəlmanlar	muslims
mutat	şou	show
mutatja	təqdim edir	shows
mutatják	şou	they exhibit
mutatkozik	var	there is
mutatkozott	var idi	introduced
mutatnak	şou	they are showing
mutatni	göstərmək	to show
mutatott	göstərilib	shown
mutatta	göstərdi	showed
mutattak	şou	shown
mutatták	şou	(they) showed
mutató	göstərici	showing
mutáció	mutasiya	mutation
muzulmán	müsəlman	muslim
mágikus	sehirli	magic
mágneses	maqnit	magnetic
máj	qaraciyər	liver
május	bilər	may
májusban	mayda	in may
málta	malta	malta
máltai	malta	maltese
mániás	manik	manic
már	onsuz da	already
mára	bu gün üçün	for today
márai	mərai	marai
március	mart	march
márciusban	martda	in march
mária	məryəm	mária
máris	i̇ndi	immediately
márk	i̇şarələyin	márk
mármár	mərmər	almost
márquez	markes	marquez
márta	mərə	martha
márton	martin	márton
más	digərləri	different
másfél	bir yarım	one and a half
máshol	başqa yerdə	elsewhere
másik	başqa	other
máskor	başqa vaxt	at other times
másként	başqa cür	differently
másmás	digərləri	different
másnap	növbəti gün	next day
második	ikinci	second
másodlagos	orta	secondary
másodperc	ikinci	second
másodszor	ikincisi	for the second time
mások	digərləri	others
másrészt	digər tərəfdən	on the other hand
mást	başqa	other
mátrix	matris	matrix
mátyás	mattias	mátyás
máté	matta	mate
máv	mav	mÁv
média	media	media
médiában	media	media
még	daha çox	also
méghozzá	hətta	even
mégis	buna baxmayaraq	still
mégpedig	yəni	namely
mégsem	deyil	still not
méltó	layiqdir	worthy
mély	dərin	profound
mélyebb	daha dərin	deeper
mélyen	dərin	deeply
méret	ölçüsü	size
mérete	ölçüsü	size of sg
méretét	ölçüsü	size of
méretű	ölçülü	sized
mérgessiklófélék	elapidae	elapidae
mérgező	toksik	toxic
mérkőzés	uyğunluq	game
mérkőzések	matçlar	matches
mérkőzésen	uyğunluq	on contest
mérkőzést	uyğunluq	bout
mérnök	mühəndis	engineer
mérsékelt	mülayim	temperate
mért	çünki	measured
mértékben	dərəcədə	extent
mértéke	dərəcəsi	rate
mértékű	dərəcəsi	extent
mérések	ölçmələr	measurements
mészkő	əhəngdaşı	limestone
mészárlás	qırğın	massacre
mészáros	qəssab	butcher
méter	metr	meter
mézga	saqqız	mézga
míg	isə	while
mígnem	qədər	until finally
mód	rejimi	imperative
módja	yol	mode of
módon	yol	manner
módosított	dəyişdirilib	modified
módszer	metodu	method
módszere	metodu	method of
módszerek	üsulları	methods
módszerekkel	üsulları	methods
módszerrel	üsulları	by a method
módszert	üsulları	method
mór	moorish	mór
móra	mora	móra
móricz	moricz	moricz
mózes	musa	moses
mögé	arxada	behind
mögött	arxada	behind
mögötte	arxada	behind it
mögötti	arxada	behind
múlt	keçmiş	past
múlva	daha sonra	after
múzeum	muzey	museum
múzeuma	muzey	museum of sy/sg
múzeumban	muzey	museum
múzeumok	muzeylər	museums
müller	mülklər	müller
münchen	münhen	munich
münchenben	munich	in munich
müncheni	münhen	(from) munich
mű	onlar	work
műanyag	plastik	plastic
műben	bitki	in a (literary) work
műemlékei	abidələr	monuments of
műfaj	janr	genre
műfaja	janr	genre
műhely	atelye	workshop
működik	işləmək	functions
működnek	fəaliyyət göstərir	works
működtek	işləyib	functioned
működés	əməliyyat	function
működése	əməliyyat	operation
működési	funksional	scope
működésének	əməliyyatları	operation
működését	əməliyyat	operation
működött	işləyib	operated
működő	fəaliyyət göstərir	are operating
műsor	şou	program
műszaki	texniki	technical
műve	əməliyyatları	work of
művei	işləyir	works of
műveiben	əsərləri	in sy's works
műveiből	əsərləri	from his works
műveinek	əsərləri	(oh his) works
műveit	əsərləri	works of
művek	işləyir	works (of art)
műveket	işləyir	works
művelet	əməliyyat	operation
művelt	təhsilli	educated
művelődési	mədəni	cultural
művet	iş var	literary work
művében	onun işi	in sy's work
művének	onun işi	sy's work
művész	rəssam	artist
művészek	sənətkarlar	artists
művészet	incəsənət	art
művészetben	incəsənət	in art
művészete	i̇ncəsənət	art of
művészetek	sənətlər	arts
művészeti	bədii	artistic
művészetoktatási	sənət təhsili	art education
művészetének	incəsənət	art of
művészi	bədii	artistic
művét	onun işi	work
n	n	n
nacional	nacional	national
nacionalista	millətçi	nationalist
nacionalizmus	millətçilik	nationalism
nagy	böyük	great, major, big
nagyanyai	nənə	grandmotherly
nagyapai	baba	grandfather
nagyapja	baba	grandfather of
nagyarányú	geniş miqyaslı	large-scale
nagyban	topdansatış	considerably
nagybritannia	böyük britaniya	great britain
nagybritanniában	böyük britaniya	in great britain
nagybátyja	əmi	his uncle
nagydíj	grand prix	grand prix
nagydíjat	böyük mükafat	grand prix / prize
nagydíjon	grand prix	at the grand prix
nagyfokú	sıx	high degree of
nagyhatalmak	böyük güclər	superpowers
nagyhatalom	böyük güc	great power
nagyjából	kobud	about
nagyközönség	xalqa	big audience
nagyméretű	böyük ölçüdə	large
nagymértékben	böyük dərəcədə	heavily
nagyobb	daha böyük	bigger
nagyon	çox	very
nagyra	yüksək dərəcədə	big
nagyrészt	geniş	mostly
nagyszabású	monumental	palatial
nagyszerű	bu əladır	magnificent
nagyszámú	çoxsaylı	numerous
nagysága	zəmin	its grandiosity
nagyvárad	nagyvárad	nagyvarad
nagyváradi	oradea	(from) nagyvárad (region)
nagyváradon	oradea	oradea
nagyváros	şəhər	city
nagyvárosok	şəhərlər	big cities
nap	gün	day
napfogyatkozás	günəş tutulması	eclipse
napfoltok	günəş ləkələri	sun specks
napforduló	solstice	solstice
napi	gündəlik	daily
napig	günlər	for ... days
napilap	gündəlik qəzet	newspaper
napisten	günəş tanrısı	sun god
napja	gün	day of
napjaink	bu gün	our days
napjainkban	indiki vaxtda	in these days
napjainkig	bu gün	to our days
napjainkra	bu gün	by these days
napján	gün	day
napló	gündəlik	diary
naplója	gündəlik	diary
napok	günlər	days
napokban	günlərdə	in days
napon	günəş üzərində	on a day
naponta	gündəlik	daily
napos	günəşli	sunny
napot	gün	day
nappal	gün	daylight
nappali	oturma otağı	living-room
napra	gün	day
naprendszer	günəş sistemi	solar system
naprendszerben	günəş sistemi	solar system
napszél	günəş küləyi	solar wind
naptár	təqvim	calendar
naptól	gün	from a day
napóleon	napoleon	napoleon
napóleoni	napoleon	napoleonic
narancs	narıncı	orange
naruto	naruto	naruto
nasa	nasa	nasa
national	milli	national
nato	nato	nato
nazionale	nazionale	(italian word) nazionale
nb	nb	"abbravieation of ""national championship"""
ndk	şərqi almaniya	gdr
ne	deyil	not
nedves	nəm	moist
negatív	mənfi	negative
negyed	dörddəbir	quarter
negyeddöntő	dörddəbir final	quarterfinal
negyeddöntőben	dörddəbir final	in the quarter-finals
negyedik	dördüncü	fourth
negyven	qırx	forty
nehezebb	daha çətin	heavier
nehezen	çətin	hard to
nehogy	lest	lest
nehéz	çətin	heavy
nehézségek	çətinliklər	difficulties
nekem	menim	for me
neki	ona	for him/her
nekik	onları	for them
nelson	nelson	nelson
nem	yox	not
nemcsak	nəinki	not only
nemes	nəcib	noble
nemesek	zadəganlar	lords
nemesi	patriant	noble
nemesség	zadəganlıq	nobility
nemfémek	qeyri-metal	non-metal
nemi	bəziləri	sexual
nemsokára	tezliklə	soon
nemzedék	nəsil	generation
nemzet	millət	nation
nemzetek	millətlər	nations
nemzetgyűlés	milli məclis	national assembly
nemzeti	milli	national
nemzetiség	milliyyət	nationality
nemzetiségek	millətlər	ethnicities
nemzetiségi	milliyyət	nationality
nemzetiségű	milliyyət	nationality
nemzetközi	beynəlxalq	international
nemzetközileg	beynəlxalq səviyyədə	international
network	şəbəkə	english word
neumann	neyman	neumann
neve	adı	name
nevei	adları	names of sy/sg
nevek	adlar	names
nevelkedett	qaldırdı	was brought up
nevelte	qaldırdı	raised
nevelés	təhsil	education
neves	qeyd etdi	well-known
nevet	adı	name
nevezetes	diqqətəlayiqdir	famous
nevezett	dedi	named
nevezhető	bu adlanır	called
nevezi	çağırır	not a stand alone word (nevezi ki=nominate)
nevezik	çağırdı	called
neveznek	zəng edin	called
nevezni	zəng etmək	name (verb)
nevezte	adlı	named
neveztek	adlı	named
nevezték	adlı	named
nevezzük	çağırdı	naming
neville	neville	neville
nevében	adından	in the name of sy/sg
nevéből	bunun adı	from the name of sy
nevéhez	onun adı	to the name
