$  	ps	dollar
megjelenését	apariencia	his appearance
megjelenő	apareciendo	appearing
megkapta	recibido	got
megkezdte	empezado	begun
megkezdték	empezaron	started
megkezdődött	empezado	started
megkérte	preguntó	ask
megkísérelte	intentó	tryed
megközelítés	acercarse	approach
megközelítőleg	aproximadamente	approximately
megkülönböztetünk	distinguir	distinguish
meglehetősen	más bien	rather
meglepő	sorprendente	amazing
meglátogatta	visitando	visited
meglévő	disponible	existing
megmaradt	izquierda	remaining
megmutatta	él mostró	showed
megnevezés	denominación	denomination
megnevezése	nombre	identification
megnyerni	para ganar	win
megnyert	won	won
megnyerte	won	won
megnyerték	won	won
megnyitotta	abrió	opened
megnyílt	abrió	opened
megnövekedett	aumentado	grew
megnőtt	crecido	grew
megoldani	resolver	to solve
megoldás	solución	solution
megoldása	resolviendo	solution
megoldást	solución	solution
megoszlás	distribución	distribution
megoszlása	distribución	distribution
megosztott	dividido	shared
megosztotta	compartido	divided
megpróbálja	intentar	tries
megpróbált	intentó	tried to
megpróbálta	intentó	tried to
megpróbálták	ellos intentaron	tried to
megrendezett	retenida	organized
megrendezésre	sitio	to be organized
megromlott	deteriorado	deteriorated
megsemmisült	destruido	perished
megszakadt	abortado	interrupted
megszerezni	llegar	acquired
megszerezte	ganado	acquired
megszerzett	adquirido	acquired
megszerzése	adquisición	acquiring
megszokott	ordinario	established
megszállt	ocupado	occupied
megszállta	invadido	occupied
megszállták	invadido	occupied by
megszállás	ocupación	occupation
megszállása	ocupación	invasion of
megszületett	nació	came to existence
megszüntette	abolido	abolished
megszüntették	abolido	abolished
megszüntetése	claro	cessation of
megszűnik	cesar	terminated
megszűnt	eliminado	ended
megszűnése	terminación	cessation
megsértése	infracción	violation of
megsérült	lesionado	injured
megtagadta	rechazado	refused (to)
megtalálható	puede ser encontrado	be in evidence
megtalálhatók	encontró	can be found
megtalálni	encontrar	to find
megtalálta	encontró	found
megtalálták	encontró	found
megtartotta	retenido	retained
megtartották	retenido	they have kept
megteremtése	creando	creation of
megtett	viajado	did
megtiltotta	prohibió	forbade
megtudja	descubrir	finds out
megtámadta	atacado	attacked
megtámadták	ellos atacaron	attacked
megtörtént	sucedió	happened
megvalósítani	darse cuenta	achieved
megvan	tiene	has
megválasztott	elegido	chosen
megválasztották	elegido	elected
megváltozik	cambio	changes
megváltozott	cambiado	changed
megváltoztatta	cambiado	changed
megváltoztatták	cambiado	changed
megvédte	defendido	protect
megy	vamos	go
megye	condado	county
megyei	condado	county-
megyeszékhely	asiento de condado	provincial capital
megyében	condado	county
megyéhez	condado	county
megyék	condados	county
megállapodás	acuerdo	agreement
megállapodást	acuerdo	agreement
megállapítani	establecido	to determine
megállapította	encontró	concluded
megállapították	encontró	found
megérkezett	llegado	has arrived
megírt	escrito	written
megírta	escribió	wrote
megírására	escribir	to the writing of
megítélése	juicio	sy's/sg's estimation
megöli	asesinato	kills
megölte	delicado	murder
megölték	ellos mataron	killed
megőrizte	preservado	saved
mein	mein	german word
mek	mek	mek
meklizin	meclizina	meclizin
meleg	calentar	warm
melegebb	más cálido	warmer
melinda	melinda	melinda
mellett	cerca de	apart from
mellette	al lado de él	beside
melletti	siguiente	next to
mellszobra	busto	bust
mellyel	cual	with that
mellé	cerca de	next to
melléknevek	adjetivos	adjectives
melléknév	adjetivo	adjective
melléknévi	adjetivo	adjective
mely	profundo	wich
melyben	cual	in which
melyből	cual	from which
melyek	cual	that are
melyekben	cual	in which
melyeket	cual	that are
melyeknek	eso tiene	that are
melyen	profundo	on which
melyet	cual	which
melyhez	cual	to wich
melyik	cual	which
melynek	cual	of which
melyre	cual	on which
memória	memoria	memory
menedzsere	gerente	its) manager
menedéket	abrigo	haven
menekülni	escapar	escape
menekült	refugiado	refugee
menekültek	refugiados	refugees
menekülő	refugiado	fleeing
menet	redondo	march
mennek	yo iría	go
menni	ir	go
mennydörgés	trueno	thunder
mennyi	cuánto cuesta	how much
mennyire	cómo	how
mennyiség	cantidad	amount
mennyiségben	cantidad	in quantity
mennyiségét	la cantidad	amount
menstruációs	menstrual	menstrual
ment	fuimos	went
mentek	anda tu	went
mentes	rescate	free from
mentette	salvado	save
menti	ahorra	-side
mentális	mental	mental
mentén	a lo largo	along
mercedes	mercedes	mercedes
mercury	mercurio	mercury
merev	rígido	rigid
merevlemez	disco duro	hard disc
merkúr	mercurio	mercury
mert	porque	because
merénylet	indignacion	assassination
merült	surgió	came up
messenger	mensajero	messenger
messi	messi	messi
messze	lejos	far
mester	maestro	master
mestere	maestro	master
mesterek	maestros	masters
mesterséges	artificial	artificial
mesterségesen	artificialmente	artificially
mesék	cuentos	tales
meséli	cuenta	tells the tale (of)
metafizika	metafísica	metaphysics
metal	metal	english word
metallica	metallica	metallica
metionin	metionina	methyonine
metró	metro	subway
metélőhagyma	cebollín	chive
mexikó	mexico	mexico
mexikóban	mexico	in mexico
mexikói	mexicano	mexican
meyer	meyer	meyer
mezopotámia	mesopotamia	mezopothamy
meztelen	desnudo	naked
mező	campo	mezö
mezőgazdaság	agricultura	agriculture
mezőgazdasági	agrícola	agricultural
mezőny	campo abierto	outfield
mh	mh	hungarian army
mi	nosotros	we
mialatt	mientras	while
miami	miami	miami
miatt	para	therefore
miatti	debido	because
michael	miguel	michael
michel	michel	michel
michelangelo	miguel ángel	michelangelo
michelle	michelle	michelle
mick	mick	mick
microsoft	microsoft	microsoft
midőn	cuando	midön
mielőtt	antes de	before
miguel	miguel	miguel
mihály	miguel	mihály
miklós	miguel	mike
mikor	cuando	when
miksa	antigüedades	miksa
mikszáth	mikszath	mikszáth
miként	cómo	how
miközben	mientras	while
milan	milán	milan
milano	milán	milan
millenniumi	milenio	millennium
miller	molinero	miller
millió	millón	million
milyen	que tipo de	what kind
milánó	milán	milano
milánóban	milán	in milano
milánói	milanés	milanese
mind	todas	all
mindaddig	tanto tiempo	as long
mindazonáltal	sin embargo	nevertheless
mindegyik	cada	all
mindegyike	cada	each of them
mindegyikük	todos ellos	everyone's
mindeközben	mientras tanto	meanwhile
mindemellett	además	nevertheless
minden	todas	every
mindenekelőtt	ante todo	first of all
mindenesetre	en todo caso	in any case
mindenféle	todos los tipos	all sorts of
mindenhol	en todas partes	everywhere
mindenki	todos	everybody
mindenkinek	para todo el mundo	everyone
mindenkit	todo el mundo	everybody
mindenkori	predominante	all-time
mindenképpen	seguro	at any price
mindennapi	todos los días	everyday
mindent	todo	everything
mindenütt	en todas partes	everywhere
mindez	todo esto	this
mindezek	todos estos	all these
mindezt	todas	all that
mindhárom	los tres	all three
mindig	siempre	always
mindinkább	y más	moreover
mindketten	ambos	both
mindkét	ambos	both
mindmáig	hasta ahora	until today
mindvégig	todo el tiempo	all the time
mindössze	sólo	altogether
minimum	mínimo	at least
minimális	mínimo	minimal
miniszter	ministro	minister
miniszterek	ministros	ministers
miniszterelnök	primer ministro	prime minister
miniszterelnöki	primer ministro	prime minister
miniszterelnököt	principal	prime minister
minisztérium	ministerio	ministry
minket	nos	as
mint	como	as
mintegy	algunos	as
mintha	como si	as if
minthogy	como eso	rather than
mintsem	que	as opposed to
mintájára	modelo	following the pattern
minél	más	as (soon as)
minősége	la calidad	quality of
minőségi	cualitativo	qualitative
minőségű	calidad	of quality
minősül	cuenta como	be qualified as
mire	qué	what
mise	masa	mass
miskolc	miskolc	miskolc
miskolci	miskolc	from miskolc (hungarian city)
miskolcon	miskolc	in miskolc
miss	perder	miss
miszerint	ese	whereas
misztikus	místico	mystical
mit	qué	what
mitológia	mitología	mythology
mitológiai	mitológico	mythological
mitológiában	mitología	in myth
miután	teniendo	after which
mivel	porque	with which
miért	por qué	why
mocsaras	pantanoso	swampy
mode	modo	mode
modell	modelo	model
modellek	modelos	models
modellt	modelo	model
modern	moderno	modern
mohamed	mahoma	mohammed
mohácsi	mohácsi	mohacs
moldova	moldavia	moldavia
moldovai	moldavia	(from) moldova
moldvai	moldavo	moldavian
molekulák	moléculas	molecules
molekuláris	molecular	molecular
molibdén	molibdeno	molydbenum
molnár	molinero	miller
mon	lun	my
mona	mona	mona
monaco	mónaco	monaco
monacói	mónaco	from monaco
monarchia	monarquía	monarchy
mond	contar	says
mondani	decir	to say
mondat	frase	sentence
mondható	puede ser	can be called
mondja	dice	say
mondott	dijo	said
mondta	el dijo	said
mondták	ellos dijeron	they said
mondván	diciendo,	saying
mondák	sagas	tales
mongol	mongol	mongolian
mongolok	mongoles	mongols
monica	monica	monica
monk	monje	monk
monte	monte	monte
montenegró	montenegro	montenegro
montgomery	montgomery	montgomery
monty	monty	monty
monumentális	monumental	monumental
moon	luna	english word
moore	moore	moore
more	más	more
morgan	morgan	morgan
morrison	morrison	morrison
morse	morse	morse
morva	moravio	moravian
morvai	moravio	from morva
mos	lavar	washes
most	ahora	now
mostani	presente	current
moszkva	moscú	moscow
moszkvai	moscú	of moscow
moszkvában	moscú	in moscow
motor	motor	engine
motorkerékpározás	motociclismo	motocycling
motorok	motores	motors
motoros	motor	inconsistent examples (motoros valentini rossi=motorbike rider valentino rossi - motoros aktivitások=motoric activities)
mount	montar	mount
movie	película	english word
mozart	mozart	mozart
mozdonyok	locomotoras	locomotives
mozgalmak	movimientos	movements
mozgalmat	movimiento	movement
mozgalom	movimiento	movement
mozgás	moverse	motion
mozgása	movimiento	movement of
mozgások	movimientos	movements
mozgást	movimiento	movement
mozgását	movimiento	movement of sy/sg
mozgó	moviente	moving
mozi	cine	movie
mozifilm	imagen en movimiento	movie
mozikban	cines	in cinemas
mozilla	mozilla	mozilla
mozog	moverse	move
mr	señor	mr
mrs	señora	mrs.
mszp	partido socialista	mszp
mta	mta	mta
mtv	mtv	mtv
multinacionális	multinacional	multinational
munka	trabajo	work
munkaerő	labor	labour
munkanélküliség	desempleo	unemployment
munkaszüneti	fiesta	public holiday
munkatársa	empleado	colleague of
munkatársai	personal	colleagues
munkácsy	munkácsy	munkácsy
munkái	los trabajos	works
munkáinak	obras de	of his works
munkáit	los trabajos	works
munkája	trabajo	work of
munkájában	la obra	work
munkájának	trabajo	work of
munkáját	la obra	task, work
munkák	trabajos	works
munkákat	trabajos	works
munkálatok	trabajos	workings
munkás	trabajador	worker
munkások	trabajadores	workers
munkáspárt	labor de fiesta	labour party
munkássága	su trabajo	work
munkásságát	su trabajo	sy's work
munkát	trabajo	work
museo	museo	italian word
museum	museo	museum
music	música	zene
musical	musical	musical
mussolini	mussolini	mussolini
muszlim	musulmán	muslim
muszlimok	musulmanes	muslims
mutat	espectáculo	show
mutatja	regalos	shows
mutatják	espectáculo	they exhibit
mutatkozik	ahi esta	there is
mutatkozott	había	introduced
mutatnak	espectáculo	they are showing
mutatni	mostrar	to show
mutatott	mostrado	shown
mutatta	mostró	showed
mutattak	espectáculo	shown
mutatták	espectáculo	(they) showed
mutató	indicador	showing
mutáció	mutación	mutation
muzulmán	musulmán	muslim
mágikus	mágico	magic
mágneses	magnético	magnetic
máj	hígado	liver
május	mayo	may
májusban	en mayo	in may
málta	malta	malta
máltai	maltés	maltese
mániás	maníaco	manic
már	ya	already
mára	para hoy	for today
márai	márai	marai
március	marzo	march
márciusban	en marzo	in march
mária	maría	mária
máris	ahora	immediately
márk	marca	márk
mármár	marmar	almost
márquez	márquez	marquez
márta	márta	martha
márton	martín	márton
más	otro	different
másfél	uno y medio	one and a half
máshol	en otra parte	elsewhere
másik	otro	other
máskor	otro momento	at other times
másként	de otra manera	differently
