$ tỉ	$ અબજ	$ billion
quạ	કાગડાઓ	crow (con qua)
quạt	ચાહક	fan
quản	શાસન	"(entire term is ""cai quản"") to manage"
quảng	પ્રોમો	guangzhou
quấn	લપેટી	wrap around
quất	કુમકવાટ	whip
quấy	જગાડવો	harass
quần	ટ્રાઉઝર	pants (n.)
quầng	પ્રભામંડળ	halo
quầy	કાઉન્ટર	stall
quẩy	રોકિંગ	quay
quẫn	ખરાબ	necessitous
quận	જીલ્લો	county (n.)
quật	ખોદકામ	excavation
quẳng	ટssસ	throw
quặc	વિચિત્ર	strange (adj.)
quặng	ઓર	an ore (n.)
quẻ	હેક્સગ્રામ	hexagram
quế	તજ	cinnamon (n.)
quết	મલમ	knead
quệ	ગરીબ	exhausted
quỉ	શેતાન	demon
quỳ	ઘૂંટણિયું	demon (n.)
quỳnh	quỳnh	quynh
quỵ	સ્ટ્રોક	stroke
quỷ	શેતાન	provided
quỹ	ભંડોળ	fund
qúy	ક્વાર્ટર	quy
r	આર	r
rabindranath	રવીન્દ્રનાથ	rabindranath
race	રેસ	race
rafael	રાફેલ	rafael
rafale	રાફેલ	(proper noun) rafale, as in dassault rafale
rai	રાય	slowly intake
raleigh	રleલીગ	raleigh
ralph	રાલ્ફ	(proper noun) ralph, as in ralph waldo emerson
ram	રામ	a name
rama	રામા	rama, first name of several rulers of thailand (n.)
ramadan	રમદાન	(proper noun) the fasting month of ramadan
ramayana	રામાયણ	ramayana
rambus	રેમ્બસ	rambus
ran	દોડ્યું	ran
ranch	પશુઉછેર	ranch
randy	રેન્ડી	randy
rang	વાગ્યો	roast
rangers	રેન્જર્સ	rangers
ranh	બાઉન્ડ્રી	border (ranh gioi)
rao	એડ	to announce
rap	રેપ	rap
raptor	રેપ્ટર	raptor
rate	દર	rate
rau	વનસ્પતિ	vegetable
ray	રે	rail (n.)
raya	રાય	raya
raymond	રેમન્ડ	raymond
rađa	રડાર	radar
reagan	રેગન	reagan
real	વાસ્તવિક	real
reanimation	પુનર્જીવન	reanimation
reap	લણણી	reap
reef	ખડક	reef
regia	રેજીયા	regia
reichelt	રીશેલ્ટ	reichelt
ren	દોરી	lace (n.)
renaissance	નવજીવન	renaissance
renault	નવીકરણ	renault
rené	રેન	rene
reo	રિંગ	yell
reserve	અનામત	reserve
resort	આશરો	resort
reverse	.લટું	reverse
revolution	ક્રાંતિ	revolution
rey	રે	rey, as in copa del rey
rfid	rfid	rfid
rhodes	રોડ્સ	rhodes
rica	રિકા	rica
ricardo	રિકાર્ડો	ricardo
ricci	રિક્સી	ricci
richard	રિચાર્ડ	richard
richardson	રિચાર્ડસન	(proper noun) richardson, as in james o. richardson
richie	શ્રીમંત	(proper noun) richie, as in singer lionel richie
rico	રિકો	rico, as in puerto rico
riemann	રિમેન	riemann, as in bernhard riemann, a german mathematician
rimjob	રિમોજ	rimjob
rin	રિન	rin
rising	વધતી	rising
risk	જોખમ	risk
ritchie	રિચી	a name
rivaldo	હરીફ	rivaldo
rivière	rivière	a name
rizal	રજલ	rizal
riêng	ખાનગી	own
riêu	riêu	crab
riết	રીટ	urgently
riềng	galangal	arrowroot
ro	રો	"entire term is ""rui ro""; means ""risk"""
robert	રોબર્ટ	(proper noun) robert
roberto	રોબર્ટો	(proper noun) roberto
roberts	રોબર્ટ્સ	roberts
robespierre	રોબ્સપીઅર	robespierre
robin	રોબિન	a name
robinson	રોબિન્સન	robinson, as in michelle robinson
rockefeller	રોકેફેલર	rockefeller, as in john d. rockefeller
roddick	લાકડી	(proper noun) roddick
rodríguez	રíડ્રíગિઝ	rodriguez (n.)
roi	લાકડી	a stick or switch used for punishment (n.)
roland	રોલેન્ડ	roland
romania	રોમાનિયા	romania
rome	રોમ	rome, as in rome, italy
romeo	રોમિયો	(proper noun) romeo, as in romeo and juliet
rommel	રોમેલ	rommel
ron	રોન	ron
ronald	રોનાલ્ડ	ronald, an english first name
ronaldinho	રોનાલ્ડીન્હો	ronaldinho
rong	શેવાળ	seaweed (n.)
rosen	રોઝન	rosen, as in nathan rosen
roth	રોથ	roth
rotterdam	રોટરડેમ	(proper noun) rotterdam
rousseau	રુસો	rousseau
router	રાઉટર	cong noi
rovers	રોવર્સ	rovers
rowling	રોલિંગ	rowling
roy	રોય	(proper noun) roy, a name
rpd	આરપીડી	rpd
rtp	rtp	rpt
rudolph	રુડોલ્ફ	rudolph
rue	rue	rue, as in rue des vases, a street name
rulin	રુલિન	(proper noun) rulin
rumani	રોમન	romanian
rumiko	રમીકો	rumiko, a japanese first name
rummel	રમ્મલ	rummel
run	ચલાવો	tremble
rung	વાઇબ્રેટ	to shake or vibrate (v.)
russian	રશિયન	(proper adjective) russian
russkaya	રસ્કાયા	(proper noun) russkaya avionika
ruth	રુથ	(proper noun) ruth
rutherford	રધરફોર્ડ	rutherford
rutte	rutte	rutte
ruud	રુડ	ruud
ruốc	ઝીંગા	pemmican
ruồi	ફ્લાય્સ	fly
ruổi	રુઇ	rong ruổi=wandering
ruộng	ચોખા ના ખેતરો	"(term should be ""ruộng đất"") farmland (n.)"
ruột	આંતરડા	internals
rzeczpospolita	rzeczpospolita	rzeczpospolia
rà	તપાસો	finding
ràng	ચોખ્ખુ	clear
rành	અસ્ખલિત	exhaustive
rào	વાડ	barrier
rác	કચરો	gabbage-trash
rách	ફાટેલું	tear
rái	ઓટર	colander
rán	ફ્રાય	fried (adj.)
ráp	વિધાનસભા	to assemble (v.)
râm	સંદિગ્ધ	shade
râu	દા beી	beard or mustache (n.)
rã	સડો	out
rãi	મોચી	"(term should be ""rộng rãi"") generous"
rãnh	ખાઈ	groove
räikkönen	räikkönen	raikkonen
rèm	પડદો	curtain
rèn	ફોર્જિંગ	train
ré	squeal	re
république	république	republique
rét	ઠંડા	cold
rê	ખેંચો	"(term should be ""rê bóng"") to dribble the ball in soccer (v.)"
rên	રડવું	moan
rêu	શેવાળ	moss
rì	બબડાટ	lush (adj.)
rìa	ધાર	edge
rình	જાસૂસ	to watch for
rìu	કુહાડી	ax
rít	હિસ્સ	to wail (v.)
rò	લિકેજ	leak
ròng	ચોખ્ખી	net
rót	રેડતા	to pour (v.)
rô	ચેકર	diamond
rôbôt	રોબોટ	robot
rôma	રોમ	roman
rông	હોલો	rising (adj.)
rõ	ચોખ્ખુ	clear
rùa	કાચબો	turtle
rùng	વિલક્ષણ	horror
rút	પાછી ખેંચી	withdraw
răn	આજ્ .ા	commandment
răng	દાંત	roasted
rōmaji	rōmaji	romaji
rũ	મોહક	charm
rơ	કાર	"(term should be ""rơ măm"") a minority people living in vietnam"
rơi	પતન	fall
rơm	સ્ટ્રો	straw
rươi	તું	sand-worm
rước	શોભાયાત્રા	welcome
rưới	છંટકાવ	to sprinkle (v.)
rưỡi	અડધા	half
rượt	પીછો	pursue
rượu	દારૂ	wine
rạ	ખંજવાળ	straw
rạc	સ્વતંત્ર	discrete
rạch	કેનાલ	canal
rạng	પરો.	break
rạp	થિયેટરો	theater
rải	વેરવિખેર	spread
rảnh	મફત	to be free (adj.)
rất	ખૂબ	very
rầm	જામ	aggressive
rầu	ઉદાસી	sorrow
rẫy	વાવેતર	full
rậm	ઝાડવું	jungle
rập	અરબ	"(term should be ""Ả rập"") arab"
rắc	છંટકાવ	trouble
rắn	સાપ	snake
rằm	સંપૂર્ણ ચંદ્ર	a full moon (n.)
rằng	કે	roasted
rặng	પથ્થર	a row
rẻ	સસ્તુ	cheap
rẽ	વળો	"(term should be ""chia rẽ"") to separate or divide (v.)"
rền	વિલાપ કરવો	pealed
rể	જમાઈ	in-law
rễ	મૂળ	root (n.)
rệp	ભૂલ	bug
rệt	ઉચ્ચારણ	clearly
rệu	આયે	decay
rỉ	રસ્ટ	leak
rịavũng	rìvà	ria - bay
rỏ	ચોખ્ખુ	clearly
rối	ગુંચવાયા	disorder
rốm	વાદળછાયું	rom
rồ	પાગલ	"(term should be ""điên rồ"") foolish (adj.)"
rồi	પહેલેથી જ	and
rồng	ડ્રેગન	dragon
rổ	ટોપલી	basket
rỗi	મફત	savation
rỗng	હોલો	hollow
rộ	ખળભળાટ	profuse (adj.)
rộn	વ્યસ્ત	busy
rộng	પહોળા	wide
rớt	પતન	drop
rời	ડાબી	leave
rỡ	તેજસ્વી	brilliant
rợ	અસંસ્કારી	a savage (n.)
rợn	વિલક્ષણ	scary
rụng	શેડ	to drop
rủ	આમંત્રિત	ask
rủi	દુર્ઘટના	unlucky or unfortunate (n.)
rứa	rứa	rua
rừng	વન	forest
rửa	ધોવું	to wash (v.)
rữa	ધોવું	to decompose or rot (v.)
sa	સા	to fall or drop (v.)
sabah	સબાહ	sabah
sachsen	sachsen	sachsen
saddam	સદ્દામ	(proper noun) saddam, as in saddam hussein
safari	સફારી	safari
safin	સફિન	safin
sahara	સહારા	sahara
sai	ખોટું	wrong
saigon	સાઇગોન	saigon
saintdenis	સંતડેનિસ	saint-denis
sakura	સાકુરા	sakura
salem	સેલેમ	(proper noun) salem, as in the city
salvador	સાલ્વાડોર	salvador
salzburg	સાલ્ઝબર્ગ	salzburg
samhain	samhain	samhain
samo	સમો	samo, the name of the first slavic ruler
samoa	સમોઆ	(proper noun) samoa
samphan	સંફન	samphan
samsung	સેમસંગ	samsung
samuel	સેમ્યુઅલ	samuel
samuelson	સેમ્યુઅલસન	(proper noun) samuelson
samurai	સમુરાઇ	samurai
samut	સમટ	(proper noun) samut, as in samut prakan in thailand
san	સાન	level
sanchez	સંચેઝ	sanchez
sang	પ્રતિ	to
sango	સાંગો	sango, a language spoken in africa
sangraal	સંગ્રાલ	sangraal
sanh	જન્મ	bear
sanktpeterburg	સંકેપ્ટરબર્ગ	sankt-peterburg
santos	સંતો	santos, as in footballer cristiano ronaldo dos santos aveiro of portugal
sao	તારો	how
sap	સત્વ	sap
sapa	સાપા	sapa
sapiens	સેપીઅન્સ	sapiens
sar	સર	sar
sarah	સરહ	sarah, as in sarah pierce
sarawak	સારાવક	(proper noun) sarawak, a malaysian state on the island of borneo
sarcoma	સરકોમા	sarcoma
sardinia	સારડીનિયા	sardinia
sary	sary	(proper noun) sary, as in ieng sary
saturanga	સત્સંગ	saturanga
saturday	શનિવાર	saturday
sau	પછી	after (adv.)
saudi	સૌદી	(proper noun) saudi, as in saudi arabia
saunière	saunière	saunière
scandinavia	સ્કેન્ડિનેવિયા	scandinavia
schafer	ચીસો પાડવી	schafer, as in john c. schafer
schengen	શેન્જેન	schengen
schiller	સ્કિલર	schiller
schlesinger	સ્કલ્સિંગર	schlesinger
schneider	schneider	schneider, a last name
schumacher	સ્કુમાકર	schumacher, as in michael schumacher
schuschnigg	schuschnigg	(proper noun) schuschnigg, as in kurt schuschnigg of austria
schuster	સ્કસ્ટર	schuster
schwarzschild	schwarzschild	schwarzschild
scotland	સ્કોટલેન્ડ	scotland
scots	સ્કોટ્સ	(proper noun) scots
scott	સ્કottટ	scott
scream	ચીસો	scream
scud	ગડબડી	scud
scuderia	ગંધિયું	scuderia
sdram	sdram	sdram
search	શોધ	search
seattle	સીટલ	(proper noun) seattle, washington
secret	ગુપ્ત	bi mat
sedna	સેડના	(proper noun) sedna
see	જુઓ	see
sejm	sejm	(proper noun) sejm
selena	સેલેના	selena
semit	સેમિટ	(proper noun) semit
sen	કમળ	lotus
sense	અર્થમાં	sense
september	સપ્ટેમ્બર	(proper noun) the month of september
serbia	સર્બિયા	serbia
sergeyevich	સર્જેયેવિચ	(proper noun) sergeyevich
seri	શ્રેણી	series
service	સેવા	service
sesshomaru	sesshomaru	a name
seth	સમૂહ	seth
seto	સેટો	seto
sextus	સેક્સ્ટસ	sextus
sexy	સેક્સી	sexy
seymour	સીમોર	seymour
seyssinquart	seyssinquart	(proper noun) seyss-inquart
shah	શાહ	shah
shaman	શમન	the shaman religion
shan	શાન	shan
shane	શેન	(proper noun) shane, an english first name
shankly	ધ્રુજારીથી	(proper noun) shankly, as in bill shankly
shaolin	શાઓલીન	shaolin, as in the shaolin temples
sharpay	તીક્ષ્ણ	sharpay, as in sharpay evans
shawn	શwન	shawn
sherlock	શેરલોક	a name
shi	શી	shi
shia	શિયા	shia
shiite	shiite	shiite
shikoku	શિકોકુ	shikoku, a japanese island (n.)
shinichi	shinichi	shinichi
shinoda	શિનોડા	shinoda, as in mike shinoda
shirakami	શિરકમી	(proper noun) shirakami
shirakawago	શિરકાવાગો	(proper noun) shirakawa-go
shiva	શિવ	shiva
shoal	shoal	(proper noun) shoal
shonen	shonen	shonen
shop	દુકાન	shop
short	ટૂંકું	short
showcase	પ્રદર્શન	a name
shōnen	shōnen	shonen
siberi	સાઇબેરી	siberi
sicilia	સિસીલિયા	sicilia
sicily	sicily	sicily, a city in italy
sidney	સિડની	(proper noun) sidney, as in sidney nolan
siem	સીમ	siem
siemens	સિમેન્સ	siemens
sierra	સીએરા	(proper noun) sierra
sikh	શિખ	sikh
sikorsky	sikorsky	a name
silas	સિલાસ	silas
silesia	સિલેસિયા	silesia
silic	સિલિકોન	silicon
silicat	સિલિકેટ	silicate
silva	સિલ્વા	(proper noun) silva, as in carlos silva
silvestris	સિલ્વેસ્ટ્રિસ	silvestris
simone	સિમોન	simone
sinai	sinai	sinai, as in mount sinai
sinensis	સિનેનેસિસ	sinensis
sing	ગાઓ	sing
sinh	જન્મ	genital
sip	ચૂસવું	sip
sirô	ચાસણી	name of a member
sistema	સિસ્ટેમા	(proper noun) sistema
siu	સીયુ	siu
siêu	સુપર	super
siết	સજ્જડ	to cut off (v.)
sky	આકાશ	sky
skype	સ્કાયપ	skype
skyteam	સ્કાયટેમ	skyteam
sl	સ્લે	sl
slav	સ્લેવ	(proper noun) slav
slavơ	સ્લેવ	slavic
slytherin	સ્લિથરિન	(proper noun) slytherin, as in salazar slytherin of the harry potter series
sm	શ્રી	sm
smg	smg	smg
smith	સ્મિથ	smith
smithsonian	સ્મિથસોનીયન	smithsonian
so	તેથી	compare
société	સામાજિક	societe
socrates	સોક્રેટીસ	socrates
sohee	sohi	a korean name
soho	soho	soho
soi	તેથી હું	look/stare soi sáng=enlight
solaris	સોલારિસ	(proper noun) solaris
som	som	(proper noun) som, as in kampong som
somme	somme	somme
sonata	સોનાટા	sonata
song	ગીત	however (adv.)
sony	સોની	sony
