$	usd	dollars
плод	augļi	product
плода	auglim	fruit
плодове	augļi	fruit
плодовете	augļi	fruits
плодородие	auglība	fertility
плодородието	auglība	fertility
плодородна	auglīga	fertile
плодородни	auglīga	fertile
плоски	plakans	flat
плоча	šķīvis	plate
плочи	šķīvji	plates
площ	platība	area
площад	kvadrāts	square
площада	kvadrāts	square
площи	apgabali	spaces
плуване	peldēšana	swimming
плувен	peldēšana	swimming
плутарх	plutarch	plutarch
плутон	plutons	pluto
плътен	blīvs	thick
плътно	cieši	canvas
плътност	blīvums	density
плътността	blīvums	density
плюс	plus	plus
плячка	laupījums	loot
плячката	laupīt	prey
по	ieslēgts	on
победа	uzvara	victory
победата	uzvara	the victory
победен	sakāva	defeated
победени	sakāva	defeated
победи	uzvar	win
победите	uzvarēt	beat
победител	uzvarētājs	winner
победителите	uzvarētāji	winners
побеждава	uzvar	wins
побеждават	viņi uzvar	win
поблизко	tuvāk	closer
поблизо	tuvāk	closer
побратимен	sadraudzējās	twinned
побратимени	sadraudzējās	twin
побързо	ātrāk	faster
поважни	svarīgs	more important
поважните	cienījams	more important
поведение	izturēšanās	behavior
поведението	izturēšanās	behaviour
повежда	ved	leads
повече	vairāk	more
повечето	lielākā daļa	most
повисок	palielināt	higher
повисока	augstāk	higher
повисоки	augstāk	taller
повисоките	augstākie	taller
повисоко	augstāk	higher
повишава	palielinās	increases
повишаване	palielināt	increasing
повишена	palielināts	increased
повлиян	ietekmēja	favorable
повлияна	ietekmēja	influenced
повлияни	skarto	influenced
повод	gadījumā	occasion
повторно	atkal	for a second time
повърхност	virsma	surface
повърхността	virsma	surface
поглед	skaties	appearance
погледа	skaties	look
погледнато	apskatīts	speaking
поглъща	bezdelīgas	absorbs
поголеми	lielāks	larger
поголемите	lielāki	larger
поголям	lielāks	larger
поголяма	lielāks	larger
поголямата	jo lielāks	biggest
поголямо	noskūties	a great
погоре	virs	above
погребан	apbedīts	buried
погребани	apbedīts	buried
погребение	apbedīšana	funeral
погребението	bēres	funeral
погрешно	nepareizi	wrongly
под	zem	under
подава	iesniedz	podava
подаване	iesniegšana	passing
подаръци	dāvanas	presents
подвидове	pasugas	subspecies
подвижни	kustams	mobile
подготвя	sagatavo	prepare
подготвят	sagatavot	prepare
подготовка	sagatavošana	preparation
подготовката	sagatavošana	preparation
поддръжка	atbalstu	support
поддръжката	uzturēšana	maintenance
поддържа	balsti	sustains
поддържане	uzturēšana	maintaining
поддържането	uzturēšana	support
поддържат	atbalstu	support
поделена	sadalīts	divided
поделя	akcijas	divided
подем	celties	rise
подземен	pazemē	underground
подземни	pazemē	underground
подземните	pazemē	the undeground
подкрепа	atbalstu	support
подкрепата	atbalstu	support
подкрепления	pastiprinājumi	reinforcements
подкрепя	balsti	support
подкрепят	atbalstu	support
подлага	priekšmets	decides
подлежат	pakļauts	subject to
подложен	pakļauts	subjected
подложени	pakļauts	subjected
подножие	pēdu	foot
подножието	pēdu	foot
подобен	līdzīgi	similar
подобие	līdzība	analogy
подобна	līdzīgi	similar
подобни	līdzīgi	similar
подобно	līdzīgi	such
подобра	labāk	better
подобре	labāk	better
подобрения	uzlabojumi	improvements
подобри	uzlabot	better
подобрява	uzlabojas	improves
подобряване	uzlabošana	improving
подобър	labāk	better
подолу	apakšmalu	below
подписан	parakstīts	signed
подписва	zīmes	signs
подписването	parakstīšana	signing
подпомага	palīdz	supports
подпомагат	palīdzēt	support
подправки	garšvielas	spices
подразделения	vienības	subdivisions
подредени	sakārtots	alined
подробно	detalizēti	in detail
подробности	detaļas	details
подтиква	mudina	encourage
подход	pieeja	march
подходящ	piemērots	appropriate
подходяща	piemērots	appropriate
подходящи	piemērots	appropriate
подходящо	piemērots	appropriately
подчертава	uzsver	stresses
подчинени	padotie	subordinate
подчинява	pakļaujas	subjected
подълго	ilgu laiku	longer
поезия	dzeja	poetry
поезията	dzeja	poetry
поема	dzejolis	poem
поемат	pārņemt	take
поемата	dzejolis	poem
поеме	pārņems	take
поеми	dzejoļi	poems
поет	dzied	poet
поета	dzejnieks	poet
поети	dzejnieki	poets
поетите	dzejnieki	poets
поетът	dzejnieks	poet
пожар	uguns	fire
позволи	atļaut	afford
позволява	atļauj	allows
позволяват	atļaut	allow
позиции	pozīcijas	positions
позициите	pozīcijas	positions
позиция	pozīcija	position
позицията	pozīcija	position
познава	zina	know
познание	zināšanas	knowlege
познанието	zināšanas	knowledge
познания	zināšanas	knowlege
познат	pazīstams	known
позната	zināms	known
познати	pazīstams	known
познато	pazīstams	known
поизвестен	slavenāks	better known
покаже	rādīs	show
показател	indikators	indicator
показатели	rādītāji	indicators
показва	šovi	shows
показват	šovs	show
поканен	uzaicināts	invited
покачване	celties	increase
поклонение	pielūgsme	pilgimage
поколение	paaudzes	generation
поколения	paaudzes	generations
покрай	gar	along
покрайнини	nomalē	the outskirts
покрива	vāki	cover
покриват	piesegt	cover
покривка	galdauts	cover
покрит	pārklāts	covered
покрита	pārklāts	covered
покрити	piesegt	covered
покритие	pārklājums	cover
покровител	patrons	patron
